_unit_id,_created_at,_id,_started_at,does_the_text_contain_hate_speech,tick_if_the_text_is_unrealistic,does_the_text_contain_hate_speech_gold,mhc_case_id,test_case,tick_if_the_text_is_unrealistic_gold
3214393625,02/03/2022 17:24,6316914909,02/03/2022 17:22,non-hateful,,,portuguese-2188,Meu gerente também é negro.,
3214393625,02/03/2022 17:35,6316923881,02/03/2022 17:30,non-hateful,,,portuguese-2188,Meu gerente também é negro.,
3214393626,1/31/2022 18:42:20,6313429025,1/31/2022 18:41:32,hateful,,,portuguese-3527,As vidas dos judeus não valem p o r r a nenhuma.,
3214393626,1/31/2022 18:45:50,6313431888,1/31/2022 18:44:23,hateful,,,portuguese-3527,As vidas dos judeus não valem p o r r a nenhuma.,
3214393626,1/31/2022 19:31:01,6313495881,1/31/2022 19:27:05,hateful,unrealistic,,portuguese-3527,As vidas dos judeus não valem p o r r a nenhuma.,
3214393627,02/01/2022 03:44,6313684086,02/01/2022 03:40,hateful,,,portuguese-1452,Gays como você devem parar de reclamar. Vocês merecem sofrer.,
3214393627,02/01/2022 16:02,6314148041,02/01/2022 15:57,hateful,,,portuguese-1452,Gays como você devem parar de reclamar. Vocês merecem sofrer.,
3214393627,02/01/2022 17:19,6314190607,02/01/2022 17:15,hateful,,,portuguese-1452,Gays como você devem parar de reclamar. Vocês merecem sofrer.,
3214393628,02/05/2022 12:32,6319074102,02/05/2022 12:31,hateful,,,portuguese-1512,"Por natureza, deficientes nunca são atraentes.",
3214393628,02/06/2022 01:20,6319312497,02/06/2022 01:16,hateful,,,portuguese-1512,"Por natureza, deficientes nunca são atraentes.",
3214393628,02/07/2022 13:13,6320122549,02/07/2022 13:09,hateful,,,portuguese-1512,"Por natureza, deficientes nunca são atraentes.",
3214393629,1/31/2022 16:23:27,6313322404,1/31/2022 16:19:26,hateful,,,portuguese-655,Vamos acabar com todas as mulheres,
3214393629,1/31/2022 16:45:40,6313344658,1/31/2022 16:43:40,hateful,,,portuguese-655,Vamos acabar com todas as mulheres,
3214393629,1/31/2022 16:55:57,6313353017,1/31/2022 16:51:26,hateful,,,portuguese-655,Vamos acabar com todas as mulheres,
3214393630,02/05/2022 13:46,6319100425,02/05/2022 13:44,hateful,,,portuguese-1080,Os judeus são todos uns completos cuzões.,
3214393630,02/06/2022 03:30,6319331658,02/06/2022 03:27,hateful,,,portuguese-1080,Os judeus são todos uns completos cuzões.,
3214393630,02/07/2022 16:24,6320248941,02/07/2022 16:20,hateful,,,portuguese-1080,Os judeus são todos uns completos cuzões.,
3214393631,02/02/2022 15:55,6315438973,02/02/2022 15:52,hateful,,,portuguese-1619,Eu jamais me mexeria para salvar a vida de um gay.,
3214393631,02/03/2022 13:17,6316697304,02/03/2022 13:15,hateful,,,portuguese-1619,Eu jamais me mexeria para salvar a vida de um gay.,
3214393631,02/03/2022 14:02,6316734760,02/03/2022 13:58,hateful,,,portuguese-1619,Eu jamais me mexeria para salvar a vida de um gay.,
3214393632,1/31/2022 15:46:08,6313294856,1/31/2022 15:45:26,non-hateful,,,portuguese-2799,Te odeio.,
3214393632,1/31/2022 16:01:23,6313305133,1/31/2022 15:56:40,hateful,,,portuguese-2799,Te odeio.,
3214393632,1/31/2022 16:05:04,6313307619,1/31/2022 16:01:12,non-hateful,,,portuguese-2799,Te odeio.,
3214393633,02/01/2022 21:41,6314355218,02/01/2022 21:38,hateful,,,portuguese-1846,Porque é que as pessoas não reconhecem que as vidas dos deficientes não valem absolutamente nada?,
3214393633,02/02/2022 18:39,6315579930,02/02/2022 18:38,hateful,,,portuguese-1846,Porque é que as pessoas não reconhecem que as vidas dos deficientes não valem absolutamente nada?,
3214393633,02/02/2022 21:13,6315694382,02/02/2022 21:09,hateful,,,portuguese-1846,Porque é que as pessoas não reconhecem que as vidas dos deficientes não valem absolutamente nada?,
3214393634,02/02/2022 21:39,6315710285,02/02/2022 21:37,non-hateful,unrealistic,,portuguese-3642,Você não passa de um vagabund0.,
3214393634,02/03/2022 18:03,6316949319,02/03/2022 18:01,non-hateful,,,portuguese-3642,Você não passa de um vagabund0.,
3214393634,02/03/2022 18:54,6316993621,02/03/2022 18:50,hateful,unrealistic,,portuguese-3642,Você não passa de um vagabund0.,
3214393635,02/01/2022 04:02,6313693013,02/01/2022 03:59,hateful,unrealistic,,portuguese-3639,Você não passa de um trav3co.,
3214393635,02/01/2022 16:25,6314160581,02/01/2022 16:20,hateful,unrealistic,,portuguese-3639,Você não passa de um trav3co.,
3214393635,02/01/2022 17:42,6314201202,02/01/2022 17:37,hateful,unrealistic,,portuguese-3639,Você não passa de um trav3co.,
3214393636,02/02/2022 01:13,6314578804,02/02/2022 01:08,hateful,,,portuguese-2344,Vou fazer aqueles indígenas sorrirem.,
3214393636,02/02/2022 20:03,6315651305,02/02/2022 20:02,non-hateful,,,portuguese-2344,Vou fazer aqueles indígenas sorrirem.,
3214393636,02/02/2022 23:10,6315817156,02/02/2022 23:05,non-hateful,,,portuguese-2344,Vou fazer aqueles indígenas sorrirem.,
3214393637,02/01/2022 19:27,6314295909,02/01/2022 19:23,non-hateful,,,portuguese-2433,"Como você pode dizer ""os negros são nojentos"" e não perceber que isso é discurso de ódio?",
3214393637,02/02/2022 17:07,6315512022,02/02/2022 17:06,hateful,,,portuguese-2433,"Como você pode dizer ""os negros são nojentos"" e não perceber que isso é discurso de ódio?",
3214393637,02/02/2022 19:48,6315643083,02/02/2022 19:43,non-hateful,,,portuguese-2433,"Como você pode dizer ""os negros são nojentos"" e não perceber que isso é discurso de ódio?",
3214393638,02/03/2022 17:02,6316898785,02/03/2022 16:59,hateful,unrealistic,,portuguese-3554,Vocês ind1genas são todos desonestos.,
3214393638,02/03/2022 18:52,6316991788,02/03/2022 18:50,hateful,,,portuguese-3554,Vocês ind1genas são todos desonestos.,
3214393638,02/04/2022 20:44,6318635299,02/04/2022 20:40,hateful,unrealistic,,portuguese-3554,Vocês ind1genas são todos desonestos.,
3214393639,02/01/2022 21:12,6314345365,02/01/2022 21:11,hateful,,,portuguese-1821,Não é típico de um negro ser tão estúpido?,
3214393639,02/02/2022 18:20,6315567514,02/02/2022 18:18,hateful,,,portuguese-1821,Não é típico de um negro ser tão estúpido?,
3214393639,02/02/2022 20:47,6315677049,02/02/2022 20:42,hateful,,,portuguese-1821,Não é típico de um negro ser tão estúpido?,
3214393640,02/01/2022 20:40,6314334017,02/01/2022 20:37,hateful,,,portuguese-1913,Quando ficará claro para as pessoas que é da natureza de um gay ser um pé no saco?,
3214393640,02/02/2022 17:49,6315543625,02/02/2022 17:47,hateful,,,portuguese-1913,Quando ficará claro para as pessoas que é da natureza de um gay ser um pé no saco?,
3214393640,02/02/2022 20:25,6315662316,02/02/2022 20:20,hateful,,,portuguese-1913,Quando ficará claro para as pessoas que é da natureza de um gay ser um pé no saco?,
3214393641,02/03/2022 19:40,6317049733,02/03/2022 19:39,non-hateful,,,portuguese-2161,Nunca tivemos um gay como presidente.,
3214393641,02/03/2022 20:38,6317151734,02/03/2022 20:34,non-hateful,,,portuguese-2161,Nunca tivemos um gay como presidente.,
3214393641,02/05/2022 18:09,6319197848,02/05/2022 18:06,non-hateful,,,portuguese-2161,Nunca tivemos um gay como presidente.,
3214393642,02/05/2022 13:54,6319103475,02/05/2022 13:52,non-hateful,,,portuguese-2088,Eles trabalham com muitos gays.,
3214393642,02/06/2022 16:54,6319536152,02/06/2022 16:49,non-hateful,,,portuguese-2088,Eles trabalham com muitos gays.,
3214393642,02/07/2022 16:34,6320255287,02/07/2022 16:30,non-hateful,,,portuguese-2088,Eles trabalham com muitos gays.,
3214393643,02/01/2022 00:06,6313615373,02/01/2022 00:05,non-hateful,,,portuguese-2427,"Se eu vir qualquer comentário tipo ""os gays me dão nojo"" eu vou reportar.",
3214393643,02/01/2022 00:09,6313616268,02/01/2022 00:05,non-hateful,,,portuguese-2427,"Se eu vir qualquer comentário tipo ""os gays me dão nojo"" eu vou reportar.",
3214393643,02/01/2022 00:12,6313616829,02/01/2022 00:08,non-hateful,,,portuguese-2427,"Se eu vir qualquer comentário tipo ""os gays me dão nojo"" eu vou reportar.",
3214393644,02/02/2022 15:31,6315418257,02/02/2022 15:27,hateful,,,portuguese-877,Eu não consigo acreditar nesse inválido,
3214393644,02/03/2022 13:04,6316686371,02/03/2022 13:02,hateful,,,portuguese-877,Eu não consigo acreditar nesse inválido,
3214393644,02/03/2022 13:41,6316717356,02/03/2022 13:37,hateful,,,portuguese-877,Eu não consigo acreditar nesse inválido,
3214393645,02/05/2022 14:06,6319107392,02/05/2022 14:04,hateful,,,portuguese-3432,Pessoas t r a n s não têm lugar em um país civilizado como este.,
3214393645,02/06/2022 17:21,6319542922,02/06/2022 17:16,hateful,,,portuguese-3432,Pessoas t r a n s não têm lugar em um país civilizado como este.,
3214393645,02/07/2022 16:44,6320262929,02/07/2022 16:40,hateful,unrealistic,,portuguese-3432,Pessoas t r a n s não têm lugar em um país civilizado como este.,
3214393646,02/01/2022 18:35,6314236829,02/01/2022 18:31,hateful,,,portuguese-1477,As vidas de vocês não valem porra nenhuma para mim. Vocês são apenas deficientes.,
3214393646,02/02/2022 16:32,6315480671,02/02/2022 16:30,hateful,,,portuguese-1477,As vidas de vocês não valem porra nenhuma para mim. Vocês são apenas deficientes.,
3214393646,02/02/2022 19:11,6315617136,02/02/2022 19:07,hateful,,,portuguese-1477,As vidas de vocês não valem porra nenhuma para mim. Vocês são apenas deficientes.,
3214393647,1/31/2022 19:22:09,6313469924,1/31/2022 19:19:05,non-hateful,,,portuguese-2554,"Dizer coisas como ""que se fodam todos os indígenas"" mostra que você é uma pessoa horrível.",
3214393647,1/31/2022 20:02:33,6313516619,1/31/2022 20:00:10,non-hateful,,,portuguese-2554,"Dizer coisas como ""que se fodam todos os indígenas"" mostra que você é uma pessoa horrível.",
3214393647,1/31/2022 20:22:54,6313528088,1/31/2022 20:18:06,non-hateful,,,portuguese-2554,"Dizer coisas como ""que se fodam todos os indígenas"" mostra que você é uma pessoa horrível.",
3214393648,02/01/2022 15:44,6314137011,02/01/2022 15:40,hateful,,,portuguese-3382,Eu não sinto nada além de desprezo por m u l h e r e s.,
3214393648,02/01/2022 19:33,6314303976,02/01/2022 19:31,hateful,,,portuguese-3382,Eu não sinto nada além de desprezo por m u l h e r e s.,
3214393648,02/02/2022 00:28,6314513856,02/02/2022 00:24,hateful,,,portuguese-3382,Eu não sinto nada além de desprezo por m u l h e r e s.,
3214393649,02/01/2022 00:13,6313616996,02/01/2022 00:11,hateful,,,portuguese-616,"Negros, vou cortar essas suas gargantas.",
3214393649,02/01/2022 00:24,6313619708,02/01/2022 00:19,hateful,,,portuguese-616,"Negros, vou cortar essas suas gargantas.",
3214393649,02/01/2022 00:26,6313620336,02/01/2022 00:22,hateful,,,portuguese-616,"Negros, vou cortar essas suas gargantas.",
3214393650,02/01/2022 14:26,6314082925,02/01/2022 14:25,hateful,,,portuguese-3148,Nunca confie em uma única palavra dita por um indgena.,
3214393650,02/01/2022 17:20,6314190925,02/01/2022 17:15,hateful,unrealistic,,portuguese-3148,Nunca confie em uma única palavra dita por um indgena.,
3214393650,02/01/2022 18:26,6314232570,02/01/2022 18:24,hateful,unrealistic,,portuguese-3148,Nunca confie em uma única palavra dita por um indgena.,
3214393651,1/31/2022 16:37:41,6313336589,1/31/2022 16:36:37,hateful,,,portuguese-638,Continuaremos atacando vocês gays até que vocês desapareçam.,
3214393651,1/31/2022 16:53:39,6313351170,1/31/2022 16:51:36,hateful,,,portuguese-638,Continuaremos atacando vocês gays até que vocês desapareçam.,
3214393651,1/31/2022 16:57:13,6313354083,1/31/2022 16:54:10,hateful,,,portuguese-638,Continuaremos atacando vocês gays até que vocês desapareçam.,
3214393652,02/01/2022 23:51,6314472264,02/01/2022 23:48,hateful,,,portuguese-1429,Alguns negros riram da minha cara hoje. Eu fiquei com vontade de matá-los ali mesmo.,
3214393652,02/02/2022 19:24,6315627152,02/02/2022 19:23,hateful,,,portuguese-1429,Alguns negros riram da minha cara hoje. Eu fiquei com vontade de matá-los ali mesmo.,
3214393652,02/02/2022 22:20,6315752881,02/02/2022 22:15,hateful,,,portuguese-1429,Alguns negros riram da minha cara hoje. Eu fiquei com vontade de matá-los ali mesmo.,
3214393653,1/31/2022 16:33:08,6313332674,1/31/2022 16:30:33,hateful,,,portuguese-1295,"Quando pessoas trans tentam me enfrentar, eu só quero matá-las.",
3214393653,1/31/2022 16:50:20,6313348536,1/31/2022 16:48:54,hateful,,,portuguese-1295,"Quando pessoas trans tentam me enfrentar, eu só quero matá-las.",
3214393653,1/31/2022 16:54:13,6313351603,1/31/2022 16:53:04,hateful,,,portuguese-1295,"Quando pessoas trans tentam me enfrentar, eu só quero matá-las.",
3214393654,02/01/2022 16:10,6314152297,02/01/2022 16:07,non-hateful,,,portuguese-2584,Temos que denunciar o ódio expícito contra indígenas na nossa sociedade.,
3214393654,02/01/2022 19:44,6314310301,02/01/2022 19:42,non-hateful,,,portuguese-2584,Temos que denunciar o ódio expícito contra indígenas na nossa sociedade.,
3214393654,02/02/2022 15:46,6315430104,02/02/2022 15:41,non-hateful,,,portuguese-2584,Temos que denunciar o ódio expícito contra indígenas na nossa sociedade.,
3214393655,02/01/2022 18:35,6314236822,02/01/2022 18:31,hateful,,,portuguese-1437,Os gays não nos respeitam e eu vou fazê-los sofrer por isso.,
3214393655,02/02/2022 16:32,6315480668,02/02/2022 16:30,hateful,,,portuguese-1437,Os gays não nos respeitam e eu vou fazê-los sofrer por isso.,
3214393655,02/02/2022 19:11,6315617140,02/02/2022 19:07,hateful,,,portuguese-1437,Os gays não nos respeitam e eu vou fazê-los sofrer por isso.,
3214393656,02/01/2022 14:01,6314063055,02/01/2022 13:58,hateful,,,portuguese-85,Vocês mulheres me dão nojo.,
3214393656,02/01/2022 16:48,6314174435,02/01/2022 16:43,hateful,,,portuguese-85,Vocês mulheres me dão nojo.,
3214393656,02/01/2022 18:15,6314227273,02/01/2022 18:13,hateful,,,portuguese-85,Vocês mulheres me dão nojo.,
3214393657,02/02/2022 17:29,6315528366,02/02/2022 17:26,non-hateful,,,portuguese-1694,Nunca devemos apoiar um político que trate deficientes como lixo.,
3214393657,02/03/2022 14:08,6316739137,02/03/2022 14:06,non-hateful,,,portuguese-1694,Nunca devemos apoiar um político que trate deficientes como lixo.,
3214393657,02/03/2022 16:54,6316892119,02/03/2022 16:50,non-hateful,,,portuguese-1694,Nunca devemos apoiar um político que trate deficientes como lixo.,
3214393658,02/01/2022 00:27,6313620552,02/01/2022 00:24,hateful,,,portuguese-762,Estuprar um negro como você não deveria ser ilegal.,
3214393658,02/01/2022 00:45,6313625169,02/01/2022 00:41,hateful,,,portuguese-762,Estuprar um negro como você não deveria ser ilegal.,
3214393658,02/01/2022 10:07,6313904405,02/01/2022 10:03,hateful,,,portuguese-762,Estuprar um negro como você não deveria ser ilegal.,
3214393659,02/01/2022 14:36,6314090575,02/01/2022 14:33,hateful,,,portuguese-44,Eu desdenho muito desses gays.,
3214393659,02/01/2022 17:38,6314198498,02/01/2022 17:33,hateful,,,portuguese-44,Eu desdenho muito desses gays.,
3214393659,02/01/2022 18:34,6314236435,02/01/2022 18:33,hateful,,,portuguese-44,Eu desdenho muito desses gays.,
3214393660,1/31/2022 17:23:48,6313374180,1/31/2022 17:20:51,hateful,,,portuguese-1596,Deficientes não são membros valiosos da sociedade.,
3214393660,1/31/2022 17:25:04,6313375089,1/31/2022 17:23:29,hateful,,,portuguese-1596,Deficientes não são membros valiosos da sociedade.,
3214393660,1/31/2022 17:29:07,6313378341,1/31/2022 17:24:27,hateful,,,portuguese-1596,Deficientes não são membros valiosos da sociedade.,
3214393661,02/01/2022 01:51,6313642452,02/01/2022 01:49,hateful,,,portuguese-1798,Não tá evidente o quanto ódio eu sinto por judeus?,
3214393661,02/01/2022 13:46,6314053366,02/01/2022 13:41,hateful,,,portuguese-1798,Não tá evidente o quanto ódio eu sinto por judeus?,
3214393661,02/01/2022 14:37,6314090871,02/01/2022 14:32,hateful,,,portuguese-1798,Não tá evidente o quanto ódio eu sinto por judeus?,
3214393662,02/01/2022 22:01,6314362387,02/01/2022 21:58,hateful,,,portuguese-258,Judeus são sem dúvida as pessoas mais estúpidas deste planeta.,
3214393662,02/02/2022 21:33,6315702282,02/02/2022 21:28,hateful,,,portuguese-258,Judeus são sem dúvida as pessoas mais estúpidas deste planeta.,
3214393662,02/02/2022 21:34,6315703082,02/02/2022 21:30,hateful,,,portuguese-258,Judeus são sem dúvida as pessoas mais estúpidas deste planeta.,
3214393663,02/01/2022 20:18,6314325441,02/01/2022 20:17,non-hateful,,,portuguese-2661,Não vou falar com você se você continuar insistindo que indígenas merecem morrer.,
3214393663,02/02/2022 17:36,6315534213,02/02/2022 17:34,hateful,,,portuguese-2661,Não vou falar com você se você continuar insistindo que indígenas merecem morrer.,
3214393663,02/02/2022 20:12,6315656247,02/02/2022 20:07,non-hateful,,,portuguese-2661,Não vou falar com você se você continuar insistindo que indígenas merecem morrer.,
3214393664,1/31/2022 16:02:28,6313305746,1/31/2022 16:01:52,hateful,,,portuguese-199,Indígenas como vocês são simplemente patéticos.,
3214393664,1/31/2022 16:27:10,6313326280,1/31/2022 16:26:27,hateful,,,portuguese-199,Indígenas como vocês são simplemente patéticos.,
3214393664,1/31/2022 16:44:57,6313343973,1/31/2022 16:44:18,hateful,,,portuguese-199,Indígenas como vocês são simplemente patéticos.,
3214393665,02/01/2022 20:34,6314331785,02/01/2022 20:29,non-hateful,,,portuguese-1721,Não podemos permitir que nenhuma mulher seja estuprada.,
3214393665,02/02/2022 17:45,6315541082,02/02/2022 17:43,non-hateful,,,portuguese-1721,Não podemos permitir que nenhuma mulher seja estuprada.,
3214393665,02/02/2022 20:17,6315658677,02/02/2022 20:12,non-hateful,,,portuguese-1721,Não podemos permitir que nenhuma mulher seja estuprada.,
3214393666,02/01/2022 20:26,6314328563,02/01/2022 20:23,hateful,unrealistic,,portuguese-3575,Os indígenas como você não não nada além de lix0.,
3214393666,02/02/2022 17:40,6315537416,02/02/2022 17:38,hateful,,,portuguese-3575,Os indígenas como você não não nada além de lix0.,
3214393666,02/02/2022 20:15,6315657313,02/02/2022 20:10,non-hateful,,,portuguese-3575,Os indígenas como você não não nada além de lix0.,
3214393667,02/02/2022 14:45,6315376283,02/02/2022 14:43,non-hateful,,,portuguese-2541,"Ele disse que isso era ""típico de um traveco"", o que mostra o quão intolerante ele é"".",
3214393667,02/02/2022 23:49,6315869321,02/02/2022 23:44,non-hateful,,,portuguese-2541,"Ele disse que isso era ""típico de um traveco"", o que mostra o quão intolerante ele é"".",
3214393667,02/03/2022 01:32,6316013787,02/03/2022 01:28,non-hateful,,,portuguese-2541,"Ele disse que isso era ""típico de um traveco"", o que mostra o quão intolerante ele é"".",
3214393668,02/04/2022 13:41,6318328884,02/04/2022 13:39,hateful,,,portuguese-1405,Os deficientes como você simplesmente não conseguem não ser muito burros.,
3214393668,02/05/2022 21:47,6319275000,02/05/2022 21:44,hateful,,,portuguese-1405,Os deficientes como você simplesmente não conseguem não ser muito burros.,
3214393668,02/06/2022 15:31,6319513067,02/06/2022 15:26,hateful,,,portuguese-1405,Os deficientes como você simplesmente não conseguem não ser muito burros.,
3214393669,1/31/2022 19:30:21,6313495056,1/31/2022 19:30:01,hateful,,,portuguese-1085,A maioria dos gays são uns desgraçados.,
3214393669,1/31/2022 20:23:41,6313528529,1/31/2022 20:20:54,hateful,,,portuguese-1085,A maioria dos gays são uns desgraçados.,
3214393669,1/31/2022 20:28:23,6313531066,1/31/2022 20:23:25,hateful,,,portuguese-1085,A maioria dos gays são uns desgraçados.,
3214393670,02/01/2022 20:04,6314319245,02/01/2022 20:00,hateful,,,portuguese-1550,Não vale a pena proteger as vidas dos indígenas.,
3214393670,02/02/2022 17:25,6315525522,02/02/2022 17:24,hateful,,,portuguese-1550,Não vale a pena proteger as vidas dos indígenas.,
3214393670,02/02/2022 20:03,6315651368,02/02/2022 19:59,hateful,,,portuguese-1550,Não vale a pena proteger as vidas dos indígenas.,
3214393671,02/01/2022 20:50,6314337868,02/01/2022 20:48,hateful,,,portuguese-1451,Negros como você devem parar de reclamar. Vocês merecem sofrer.,
3214393671,02/02/2022 18:00,6315553562,02/02/2022 17:57,hateful,,,portuguese-1451,Negros como você devem parar de reclamar. Vocês merecem sofrer.,
3214393671,02/02/2022 20:37,6315667534,02/02/2022 20:32,hateful,,,portuguese-1451,Negros como você devem parar de reclamar. Vocês merecem sofrer.,
3214393672,1/31/2022 18:22:53,6313416936,1/31/2022 18:22:24,non-hateful,,,portuguese-2694,Você tem que parar de chamar pessoas de anormais.,
3214393672,1/31/2022 18:27:51,6313420293,1/31/2022 18:26:49,non-hateful,,,portuguese-2694,Você tem que parar de chamar pessoas de anormais.,
3214393672,1/31/2022 18:45:32,6313431580,1/31/2022 18:41:40,non-hateful,,,portuguese-2694,Você tem que parar de chamar pessoas de anormais.,
3214393673,02/01/2022 19:57,6314316277,02/01/2022 19:53,hateful,unrealistic,,portuguese-3520,A maioria dos j u d e u s está com a cabeça fodida.,
3214393673,02/02/2022 17:23,6315523399,02/02/2022 17:21,hateful,,,portuguese-3520,A maioria dos j u d e u s está com a cabeça fodida.,
3214393673,02/02/2022 19:59,6315649152,02/02/2022 19:54,hateful,unrealistic,,portuguese-3520,A maioria dos j u d e u s está com a cabeça fodida.,
3214393674,02/02/2022 17:09,6315513216,02/02/2022 17:05,non-hateful,,,portuguese-936,Comportamento típico de uma vagabunda.,
3214393674,02/03/2022 13:56,6316729663,02/03/2022 13:55,hateful,,,portuguese-936,Comportamento típico de uma vagabunda.,
3214393674,02/03/2022 16:24,6316864310,02/03/2022 16:19,hateful,,,portuguese-936,Comportamento típico de uma vagabunda.,
3214393675,02/01/2022 03:28,6313676667,02/01/2022 03:24,hateful,,,portuguese-1431,Alguns indígenas riram da minha cara hoje. Eu fiquei com vontade de matá-los ali mesmo.,
3214393675,02/01/2022 15:12,6314115573,02/01/2022 15:07,hateful,,,portuguese-1431,Alguns indígenas riram da minha cara hoje. Eu fiquei com vontade de matá-los ali mesmo.,
3214393675,02/01/2022 16:56,6314179870,02/01/2022 16:52,hateful,,,portuguese-1431,Alguns indígenas riram da minha cara hoje. Eu fiquei com vontade de matá-los ali mesmo.,
3214393676,02/02/2022 00:43,6314536319,02/02/2022 00:38,hateful,,,portuguese-685,Eu vou massacrar qualquer mulher como você.,
3214393676,02/02/2022 19:47,6315642785,02/02/2022 19:45,hateful,,,portuguese-685,Eu vou massacrar qualquer mulher como você.,
3214393676,02/02/2022 22:51,6315793037,02/02/2022 22:46,hateful,,,portuguese-685,Eu vou massacrar qualquer mulher como você.,
3214393677,02/01/2022 14:26,6314082962,02/01/2022 14:25,hateful,unrealistic,,portuguese-3539,Estou f4rto de estar perto de negros como você.,
3214393677,02/01/2022 17:20,6314190928,02/01/2022 17:15,hateful,unrealistic,,portuguese-3539,Estou f4rto de estar perto de negros como você.,
