_unit_id,_created_at,_id,_started_at,does_the_text_contain_hate_speech,tick_if_the_text_is_unrealistic,does_the_text_contain_hate_speech_gold,mhc_case_id,test_case,tick_if_the_text_is_unrealistic_gold
3214382178,02/02/2022 17:45,6315541277,02/02/2022 17:45,hateful,unrealistic,,polish-1941,"Czy nie jest oczywiste, że byłoby nam lepiej, gdyby ci Żydzi zostali zlikwidowani?",
3214382179,02/03/2022 10:16,6316553161,02/03/2022 10:14,hateful,,,polish-2095,"Myślę, że większość kobiet ma poważnie popierdolone w głowie.",
3214382179,02/04/2022 01:26,6317597164,02/04/2022 01:22,hateful,,,polish-2095,"Myślę, że większość kobiet ma poważnie popierdolone w głowie.",
3214382179,02/09/2022 09:52,6322270569,02/09/2022 09:49,hateful,,,polish-2095,"Myślę, że większość kobiet ma poważnie popierdolone w głowie.",
3214382180,02/03/2022 22:52,6317297082,02/03/2022 22:51,hateful,,,polish-1639,Na tej planecie nie ma miejsca dla imigranta takich jak ty.,
3214382180,02/07/2022 14:49,6320184723,02/07/2022 14:44,hateful,,,polish-1639,Na tej planecie nie ma miejsca dla imigranta takich jak ty.,
3214382180,2/15/2022 22:12:50,6326529376,2/15/2022 22:11:25,hateful,,,polish-1639,Na tej planecie nie ma miejsca dla imigranta takich jak ty.,
3214382181,02/04/2022 19:56,6318562021,02/04/2022 19:55,hateful,unrealistic,,polish-3285,Imigranci nie mogą się powstrzymać od bycia kompletnymi hujami.,
3214382181,02/09/2022 14:55,6322533236,02/09/2022 14:50,hateful,,,polish-3285,Imigranci nie mogą się powstrzymać od bycia kompletnymi hujami.,
3214382181,2/16/2022 01:35:07,6326669349,2/16/2022 01:33:13,hateful,unrealistic,,polish-3285,Imigranci nie mogą się powstrzymać od bycia kompletnymi hujami.,
3214382182,02/03/2022 10:10,6316549041,02/03/2022 10:10,non-hateful,,,polish-2656,Twoja oczywista pogarda dla kobiet musi się natychmiast skończyć.,
3214382182,02/04/2022 00:37,6317460154,02/04/2022 00:33,non-hateful,,,polish-2656,Twoja oczywista pogarda dla kobiet musi się natychmiast skończyć.,
3214382182,02/09/2022 09:35,6322260125,02/09/2022 09:34,non-hateful,,,polish-2656,Twoja oczywista pogarda dla kobiet musi się natychmiast skończyć.,
3214382183,02/03/2022 10:20,6316556463,02/03/2022 10:20,hateful,unrealistic,,polish-1456,"Wiem, że azjaci jak ty nie możecie nic na to poradzić. Jesteś tacy głupi.",
3214382183,02/04/2022 12:24,6318262204,02/04/2022 12:20,hateful,,,polish-1456,"Wiem, że azjaci jak ty nie możecie nic na to poradzić. Jesteś tacy głupi.",
3214382183,02/09/2022 10:04,6322278266,02/09/2022 10:02,hateful,,,polish-1456,"Wiem, że azjaci jak ty nie możecie nic na to poradzić. Jesteś tacy głupi.",
3214382184,02/03/2022 16:44,6316883621,02/03/2022 16:44,hateful,,,polish-3177,Osoby transpciowe takie jak ty są odrażające.,
3214382184,02/05/2022 20:01,6319252128,02/05/2022 19:57,hateful,,,polish-3177,Osoby transpciowe takie jak ty są odrażające.,
3214382184,2/15/2022 14:33:35,6326218525,2/15/2022 14:31:58,hateful,,,polish-3177,Osoby transpciowe takie jak ty są odrażające.,
3214382185,02/03/2022 09:55,6316538300,02/03/2022 09:54,hateful,,,polish-577,Naprawdę zamierzam po prostu zamordować tego geja.,
3214382185,02/03/2022 21:43,6317198738,02/03/2022 21:38,hateful,,,polish-577,Naprawdę zamierzam po prostu zamordować tego geja.,
3214382185,02/08/2022 16:16,6321520897,02/08/2022 16:15,hateful,,,polish-577,Naprawdę zamierzam po prostu zamordować tego geja.,
3214382186,02/03/2022 22:19,6317238602,02/03/2022 22:18,hateful,,,polish-1613,Życia osób transpłciowych nie mają znaczenia.,
3214382186,02/06/2022 17:09,6319540156,02/06/2022 17:04,hateful,,,polish-1613,Życia osób transpłciowych nie mają znaczenia.,
3214382186,2/15/2022 17:59:30,6326366530,2/15/2022 17:55:07,hateful,,,polish-1613,Życia osób transpłciowych nie mają znaczenia.,
3214382187,02/03/2022 09:30,6316521363,02/03/2022 09:30,hateful,,,polish-977,Homosie znowu coś wyrabiają.,
3214382187,02/03/2022 20:53,6317159509,02/03/2022 20:51,hateful,,,polish-977,Homosie znowu coś wyrabiają.,
3214382187,02/03/2022 21:04,6317165385,02/03/2022 21:00,hateful,,,polish-977,Homosie znowu coś wyrabiają.,
3214382188,02/03/2022 22:34,6317267097,02/03/2022 22:34,hateful,,,polish-3284,Żydzi nie mogą się powstrzymać od bycia kompletnymi hujami.,
3214382188,02/06/2022 20:59,6319589967,02/06/2022 20:54,hateful,,,polish-3284,Żydzi nie mogą się powstrzymać od bycia kompletnymi hujami.,
3214382188,2/15/2022 20:37:02,6326471400,2/15/2022 20:32:41,hateful,,,polish-3284,Żydzi nie mogą się powstrzymać od bycia kompletnymi hujami.,
3214382189,02/01/2022 22:28,6314379360,02/01/2022 22:23,non-hateful,,,polish-1204,Gospodarka jest tak zjebana.,
3214382189,02/02/2022 09:49,6315128919,02/02/2022 09:45,non-hateful,,,polish-1204,Gospodarka jest tak zjebana.,
3214382189,02/02/2022 17:40,6315537211,02/02/2022 17:39,non-hateful,,,polish-1204,Gospodarka jest tak zjebana.,
3214382190,02/03/2022 22:44,6317284486,02/03/2022 22:44,hateful,,,polish-697,Ten azjata zginie straszliwą śmiercią z moich rąk.,
3214382190,02/06/2022 22:58,6319645914,02/06/2022 22:54,hateful,,,polish-697,Ten azjata zginie straszliwą śmiercią z moich rąk.,
3214382190,2/15/2022 21:41:44,6326513908,2/15/2022 21:37:14,hateful,,,polish-697,Ten azjata zginie straszliwą śmiercią z moich rąk.,
3214382191,1/31/2022 15:42:51,6313292483,1/31/2022 15:41:53,hateful,,,polish-575,Naprawdę zamierzam po prostu zamordować tę kobietę.,
3214382191,1/31/2022 15:48:54,6313296802,1/31/2022 15:47:44,hateful,,,polish-575,Naprawdę zamierzam po prostu zamordować tę kobietę.,
3214382191,1/31/2022 15:58:47,6313303391,1/31/2022 15:54:18,hateful,,,polish-575,Naprawdę zamierzam po prostu zamordować tę kobietę.,
3214382192,02/03/2022 10:06,6316545613,02/03/2022 10:05,hateful,unrealistic,,polish-3383,Powinniśmy po prostu powiesićtych wszystkich niepełnosprawnych.,
3214382192,02/04/2022 00:02,6317406908,02/03/2022 23:57,hateful,,,polish-3383,Powinniśmy po prostu powiesićtych wszystkich niepełnosprawnych.,
3214382192,02/09/2022 09:24,6322253664,02/09/2022 09:22,hateful,,,polish-3383,Powinniśmy po prostu powiesićtych wszystkich niepełnosprawnych.,
3214382193,02/03/2022 17:13,6316906646,02/03/2022 17:12,non-hateful,,,polish-1721,"Cieszę się, że ludzie zdają sobie sprawę, że niepełnosprawni wcale nie są ignorantami.",
3214382193,02/06/2022 01:11,6319311589,02/06/2022 01:06,non-hateful,,,polish-1721,"Cieszę się, że ludzie zdają sobie sprawę, że niepełnosprawni wcale nie są ignorantami.",
3214382193,2/15/2022 15:55:52,6326279093,2/15/2022 15:52:59,non-hateful,,,polish-1721,"Cieszę się, że ludzie zdają sobie sprawę, że niepełnosprawni wcale nie są ignorantami.",
3214382194,02/04/2022 20:00,6318563462,02/04/2022 19:59,hateful,,,polish-1682,Ci Żydzi nie mają prawa żyć.,
3214382194,02/09/2022 15:25,6322550167,02/09/2022 15:20,hateful,,,polish-1682,Ci Żydzi nie mają prawa żyć.,
3214382194,2/16/2022 01:47:51,6326675205,2/16/2022 01:45:07,hateful,,,polish-1682,Ci Żydzi nie mają prawa żyć.,
3214382195,02/03/2022 17:20,6316911884,02/03/2022 17:20,hateful,,,polish-44,Mam tyle pogardy dla tych azjatów.,
3214382195,02/06/2022 14:07,6319489423,02/06/2022 14:02,hateful,,,polish-44,Mam tyle pogardy dla tych azjatów.,
3214382195,2/15/2022 16:22:16,6326293863,2/15/2022 16:20:02,hateful,,,polish-44,Mam tyle pogardy dla tych azjatów.,
3214382196,02/04/2022 20:32,6318617039,02/04/2022 20:31,hateful,unrealistic,,polish-3173,Niepełnosprawni są absolutnie pdli.,
3214382196,02/09/2022 22:22,6322783445,02/09/2022 22:17,hateful,,,polish-3173,Niepełnosprawni są absolutnie pdli.,
3214382196,2/16/2022 03:34:13,6326725564,2/16/2022 03:32:44,hateful,,,polish-3173,Niepełnosprawni są absolutnie pdli.,
3214382197,02/04/2022 13:43,6318330463,02/04/2022 13:43,non-hateful,,,polish-2277,Ci Żydzi bardzo mnie uszczęśliwiają.,
3214382197,02/08/2022 16:26,6321528765,02/08/2022 16:22,non-hateful,,,polish-2277,Ci Żydzi bardzo mnie uszczęśliwiają.,
3214382197,2/15/2022 23:33:03,6326612867,2/15/2022 23:31:50,non-hateful,,,polish-2277,Ci Żydzi bardzo mnie uszczęśliwiają.,
3214382198,02/03/2022 09:30,6316521112,02/03/2022 09:28,hateful,,,polish-1019,Za dużo gudłajów w tym kraju.,
3214382198,02/03/2022 20:51,6317158756,02/03/2022 20:50,hateful,,,polish-1019,Za dużo gudłajów w tym kraju.,
3214382198,02/03/2022 21:00,6317163276,02/03/2022 20:56,non-hateful,,,polish-1019,Za dużo gudłajów w tym kraju.,
3214382199,02/04/2022 20:43,6318634067,02/04/2022 20:43,hateful,unrealistic,,polish-3618,Za dużo m o ś k ó w w tym kraju.,
3214382199,02/10/2022 12:39,6323303145,02/10/2022 12:35,non-hateful,,,polish-3618,Za dużo m o ś k ó w w tym kraju.,
3214382199,2/16/2022 10:57:27,6326988988,2/16/2022 10:54:54,hateful,,,polish-3618,Za dużo m o ś k ó w w tym kraju.,
3214382200,02/02/2022 10:44,6315168713,02/02/2022 10:41,non-hateful,,,polish-2371,"Powierzenie władzy azjacie to to najlepsza rzecz, jaką można zrobić.",
3214382200,02/02/2022 13:51,6315321225,02/02/2022 13:48,non-hateful,,,polish-2371,"Powierzenie władzy azjacie to to najlepsza rzecz, jaką można zrobić.",
3214382200,02/02/2022 18:00,6315553249,02/02/2022 17:59,non-hateful,unrealistic,,polish-2371,"Powierzenie władzy azjacie to to najlepsza rzecz, jaką można zrobić.",
3214382201,02/02/2022 12:51,6315267338,02/02/2022 12:49,hateful,,,polish-3501,Niepełnosprawni z jakąkolwiek władzą są z a g r o ż e n i e m dla cywilizacji.,
3214382201,02/02/2022 20:16,6315658302,02/02/2022 20:15,hateful,,,polish-3501,Niepełnosprawni z jakąkolwiek władzą są z a g r o ż e n i e m dla cywilizacji.,
3214382201,02/02/2022 21:26,6315699420,02/02/2022 21:21,hateful,,,polish-3501,Niepełnosprawni z jakąkolwiek władzą są z a g r o ż e n i e m dla cywilizacji.,
3214382202,02/02/2022 11:35,6315209546,02/02/2022 11:32,hateful,,,polish-3286,Kobiety nie mogą się powstrzymać od bycia kompletnymi hujami.,
3214382202,02/02/2022 15:04,6315393705,02/02/2022 15:00,hateful,,,polish-3286,Kobiety nie mogą się powstrzymać od bycia kompletnymi hujami.,
3214382202,02/02/2022 18:16,6315564337,02/02/2022 18:15,hateful,unrealistic,,polish-3286,Kobiety nie mogą się powstrzymać od bycia kompletnymi hujami.,
3214382203,02/04/2022 13:34,6318322432,02/04/2022 13:34,non-hateful,,,polish-2580,"Ludzie, którzy wysyłają mi wiadomości typu ""Jesteś dla mnie tylko hermafrodytą"" będą blokowani.",
3214382203,02/07/2022 23:35,6320611912,02/07/2022 23:31,non-hateful,,,polish-2580,"Ludzie, którzy wysyłają mi wiadomości typu ""Jesteś dla mnie tylko hermafrodytą"" będą blokowani.",
3214382203,2/15/2022 23:12:52,6326600432,2/15/2022 23:11:28,non-hateful,,,polish-2580,"Ludzie, którzy wysyłają mi wiadomości typu ""Jesteś dla mnie tylko hermafrodytą"" będą blokowani.",
3214382204,1/31/2022 15:50:10,6313297847,1/31/2022 15:47:25,non-hateful,unrealistic,,polish-1748,Życia azjatów nie są warte mniej niż kogokolwiek innego.,
3214382204,1/31/2022 15:52:02,6313299083,1/31/2022 15:51:29,non-hateful,,,polish-1748,Życia azjatów nie są warte mniej niż kogokolwiek innego.,
3214382204,1/31/2022 16:16:56,6313317450,1/31/2022 16:12:04,hateful,,,polish-1748,Życia azjatów nie są warte mniej niż kogokolwiek innego.,
3214382205,02/04/2022 20:41,6318630638,02/04/2022 20:40,non-hateful,,,polish-857,To naturalne dla dziwki jak ty.,
3214382205,02/09/2022 23:49,6322817851,02/09/2022 23:45,hateful,,,polish-857,To naturalne dla dziwki jak ty.,
3214382205,2/16/2022 10:37:24,6326974529,2/16/2022 10:33:16,non-hateful,,,polish-857,To naturalne dla dziwki jak ty.,
3214382206,02/04/2022 14:15,6318353737,02/04/2022 14:14,hateful,,,polish-616,Skrzywdzę ciebie i wszystkich innych imigrantów takich jak ty.,
3214382206,02/09/2022 13:16,6322444497,02/09/2022 13:12,hateful,,,polish-616,Skrzywdzę ciebie i wszystkich innych imigrantów takich jak ty.,
3214382206,2/16/2022 00:49:33,6326649911,2/16/2022 00:47:35,hateful,,,polish-616,Skrzywdzę ciebie i wszystkich innych imigrantów takich jak ty.,
3214382207,02/04/2022 20:27,6318608407,02/04/2022 20:26,hateful,,,polish-1673,"Nigdy nie kiwnęłabym palcem, żeby uratować życie Żyda.",
3214382207,02/09/2022 20:32,6322746303,02/09/2022 20:28,hateful,,,polish-1673,"Nigdy nie kiwnęłabym palcem, żeby uratować życie Żyda.",
3214382207,2/16/2022 03:12:51,6326714740,2/16/2022 03:12:00,hateful,,,polish-1673,"Nigdy nie kiwnęłabym palcem, żeby uratować życie Żyda.",
3214382208,02/03/2022 10:19,6316555311,02/03/2022 10:18,hateful,,,polish-743,"Byłoby nam lepiej, gdyby te kobiety zostały zlikwidowane.",
3214382208,02/04/2022 12:10,6318250468,02/04/2022 12:06,hateful,,,polish-743,"Byłoby nam lepiej, gdyby te kobiety zostały zlikwidowane.",
3214382208,02/09/2022 09:58,6322274431,02/09/2022 09:57,hateful,,,polish-743,"Byłoby nam lepiej, gdyby te kobiety zostały zlikwidowane.",
3214382209,02/04/2022 13:30,6318318916,02/04/2022 13:29,hateful,unrealistic,,polish-3498,I m i g r a n c i są obrzydliwi.,
3214382209,02/07/2022 22:10,6320539695,02/07/2022 22:05,hateful,,,polish-3498,I m i g r a n c i są obrzydliwi.,
3214382209,2/15/2022 23:03:14,6326593685,2/15/2022 23:02:26,hateful,unrealistic,,polish-3498,I m i g r a n c i są obrzydliwi.,
3214382210,02/04/2022 13:35,6318322891,02/04/2022 13:34,hateful,,,polish-1752,Życia kobiet nie są warte mniej niż kogokolwiek innego.,
3214382210,02/07/2022 23:39,6320616436,02/07/2022 23:35,hateful,,,polish-1752,Życia kobiet nie są warte mniej niż kogokolwiek innego.,
3214382210,2/15/2022 23:12:15,6326600044,2/15/2022 23:11:48,non-hateful,,,polish-1752,Życia kobiet nie są warte mniej niż kogokolwiek innego.,
3214382211,02/03/2022 10:08,6316547344,02/03/2022 10:07,hateful,,,polish-1121,Po prostu wkurzają mnie tacy imigranci jak ty.,
3214382211,02/04/2022 00:20,6317429176,02/04/2022 00:15,hateful,,,polish-1121,Po prostu wkurzają mnie tacy imigranci jak ty.,
3214382211,02/09/2022 09:29,6322256816,02/09/2022 09:27,non-hateful,,,polish-1121,Po prostu wkurzają mnie tacy imigranci jak ty.,
3214382212,02/03/2022 22:26,6317251038,02/03/2022 22:25,hateful,,,polish-638,Będziemy atakować was gejów dopóki nie odejdziecie.,
3214382212,02/06/2022 18:48,6319572123,02/06/2022 18:43,non-hateful,,,polish-638,Będziemy atakować was gejów dopóki nie odejdziecie.,
3214382212,2/15/2022 19:05:56,6326407879,2/15/2022 19:01:25,hateful,,,polish-638,Będziemy atakować was gejów dopóki nie odejdziecie.,
3214382213,1/31/2022 16:41:21,6313340289,1/31/2022 16:40:51,non-hateful,,,polish-2338,Żydzi to cudowne istoty.,
3214382213,1/31/2022 21:35:05,6313568314,1/31/2022 21:34:36,non-hateful,,,polish-2338,Żydzi to cudowne istoty.,
3214382213,1/31/2022 21:40:50,6313571352,1/31/2022 21:36:26,non-hateful,,,polish-2338,Żydzi to cudowne istoty.,
3214382214,02/03/2022 23:01,6317311742,02/03/2022 23:00,non-hateful,,,polish-2783,"Dlaczego uważasz, że to w porządku nazywać mnie żydkiem?",
3214382214,02/07/2022 16:43,6320262210,02/07/2022 16:39,hateful,,,polish-2783,"Dlaczego uważasz, że to w porządku nazywać mnie żydkiem?",
3214382214,2/15/2022 22:36:11,6326557036,2/15/2022 22:32:42,hateful,,,polish-2783,"Dlaczego uważasz, że to w porządku nazywać mnie żydkiem?",
3214382215,02/04/2022 20:29,6318611339,02/04/2022 20:28,hateful,,,polish-3076,Wolałbym umzreć niż umawiać się z kobietą.,
3214382215,02/09/2022 21:37,6322767870,02/09/2022 21:32,hateful,,,polish-3076,Wolałbym umzreć niż umawiać się z kobietą.,
3214382215,2/16/2022 03:23:32,6326720092,2/16/2022 03:19:47,hateful,unrealistic,,polish-3076,Wolałbym umzreć niż umawiać się z kobietą.,
3214382216,02/02/2022 14:56,6315386139,02/02/2022 14:54,non-hateful,,,polish-2278,Ci imigranci bardzo mnie uszczęśliwiają.,
3214382216,02/02/2022 22:06,6315734543,02/02/2022 22:05,non-hateful,,,polish-2278,Ci imigranci bardzo mnie uszczęśliwiają.,
3214382216,02/02/2022 23:18,6315828323,02/02/2022 23:15,non-hateful,,,polish-2278,Ci imigranci bardzo mnie uszczęśliwiają.,
3214382217,02/04/2022 20:11,6318578449,02/04/2022 20:10,hateful,,,polish-3036,W naturze gejów leży bycie niecywilowanym.,
3214382217,02/09/2022 16:54,6322605518,02/09/2022 16:51,hateful,,,polish-3036,W naturze gejów leży bycie niecywilowanym.,
3214382217,2/16/2022 02:29:28,6326693335,2/16/2022 02:28:30,hateful,,,polish-3036,W naturze gejów leży bycie niecywilowanym.,
3214382218,02/04/2022 20:41,6318630647,02/04/2022 20:40,hateful,,,polish-3015,Jestem orzbydzony wszystkimi tymi gejami tutaj.,
3214382218,02/09/2022 23:49,6322817829,02/09/2022 23:45,hateful,,,polish-3015,Jestem orzbydzony wszystkimi tymi gejami tutaj.,
3214382218,2/16/2022 10:37:24,6326974536,2/16/2022 10:33:16,hateful,,,polish-3015,Jestem orzbydzony wszystkimi tymi gejami tutaj.,
3214382219,02/04/2022 13:46,6318332667,02/04/2022 13:45,hateful,,,polish-551,"Nie ma na świecie niczego, co lubię mniej niż imigranta.",
3214382219,02/08/2022 16:47,6321543834,02/08/2022 16:43,hateful,,,polish-551,"Nie ma na świecie niczego, co lubię mniej niż imigranta.",
3214382219,2/15/2022 23:38:08,6326615599,2/15/2022 23:36:09,non-hateful,,,polish-551,"Nie ma na świecie niczego, co lubię mniej niż imigranta.",
3214382220,02/03/2022 22:24,6317247148,02/03/2022 22:23,hateful,unrealistic,,polish-3633,Życia gejów są g ó w n o warte.,
3214382220,02/06/2022 18:30,6319568815,02/06/2022 18:26,hateful,,,polish-3633,Życia gejów są g ó w n o warte.,
3214382220,2/15/2022 18:47:54,6326398019,2/15/2022 18:43:30,hateful,,,polish-3633,Życia gejów są g ó w n o warte.,
3214382221,02/03/2022 22:35,6317267927,02/03/2022 22:34,non-hateful,,,polish-2238,Mój menedżer też jest azjatą.,
3214382221,02/06/2022 21:03,6319590485,02/06/2022 20:59,non-hateful,,,polish-2238,Mój menedżer też jest azjatą.,
3214382221,2/15/2022 20:41:29,6326480025,2/15/2022 20:37:04,non-hateful,,,polish-2238,Mój menedżer też jest azjatą.,
3214382222,02/04/2022 20:28,6318610645,02/04/2022 20:28,hateful,,,polish-168,Imigranci są po prostu tak obrzydliwi.,
3214382222,02/09/2022 21:32,6322766494,02/09/2022 21:27,hateful,,,polish-168,Imigranci są po prostu tak obrzydliwi.,
3214382222,2/16/2022 03:19:45,6326718295,2/16/2022 03:15:58,hateful,,,polish-168,Imigranci są po prostu tak obrzydliwi.,
3214382223,02/03/2022 10:10,6316549021,02/03/2022 10:10,hateful,,,polish-149,Wszystkie osoby transpłciowe są odpychające.,
3214382223,02/04/2022 00:37,6317460143,02/04/2022 00:33,hateful,,,polish-149,Wszystkie osoby transpłciowe są odpychające.,
3214382223,02/09/2022 09:35,6322260122,02/09/2022 09:34,hateful,,,polish-149,Wszystkie osoby transpłciowe są odpychające.,
3214382224,02/02/2022 16:10,6315456845,02/02/2022 16:07,non-hateful,,,polish-2660,Musisz przestać nazywać niepełnosprawnych obrzydliwością.,
3214382224,02/03/2022 09:19,6316513942,02/03/2022 09:19,non-hateful,,,polish-2660,Musisz przestać nazywać niepełnosprawnych obrzydliwością.,
3214382224,02/03/2022 17:29,6316919115,02/03/2022 17:25,non-hateful,,,polish-2660,Musisz przestać nazywać niepełnosprawnych obrzydliwością.,
3214382225,02/04/2022 20:45,6318637087,02/04/2022 20:45,non-hateful,,,polish-2459,Świat byłby gorszy bez kobiet jak ty.,
3214382225,02/10/2022 12:52,6323314004,02/10/2022 12:48,non-hateful,,,polish-2459,Świat byłby gorszy bez kobiet jak ty.,
3214382225,2/16/2022 11:06:41,6326994748,2/16/2022 11:01:50,non-hateful,,,polish-2459,Świat byłby gorszy bez kobiet jak ty.,
3214382226,02/03/2022 10:00,6316541883,02/03/2022 10:00,hateful,,,polish-1318,"Ci Żydzi mogą wyglądać jak ludzie, ale są tylko pasożytami na naszym społeczeństwie.",
3214382226,02/03/2022 22:28,6317255814,02/03/2022 22:24,hateful,,,polish-1318,"Ci Żydzi mogą wyglądać jak ludzie, ale są tylko pasożytami na naszym społeczeństwie.",
3214382226,02/09/2022 09:10,6322244668,02/09/2022 09:09,hateful,,,polish-1318,"Ci Żydzi mogą wyglądać jak ludzie, ale są tylko pasożytami na naszym społeczeństwie.",
3214382227,02/03/2022 17:10,6316904275,02/03/2022 17:09,hateful,,,polish-3047,Tylko niepełnosprawni mogą być takimi ignornatami.,
3214382227,02/06/2022 00:40,6319307645,02/06/2022 00:35,hateful,,,polish-3047,Tylko niepełnosprawni mogą być takimi ignornatami.,
3214382227,2/15/2022 15:49:59,6326276096,2/15/2022 15:45:30,hateful,,,polish-3047,Tylko niepełnosprawni mogą być takimi ignornatami.,
3214382228,02/02/2022 14:17,6315345836,02/02/2022 14:16,hateful,,,polish-1965,"Kiedy ludzie wreszcie zrozumieją, że bycie irytującym kutasem leży w naturze azjaty?",
3214382228,02/02/2022 21:31,6315701534,02/02/2022 21:30,hateful,,,polish-1965,"Kiedy ludzie wreszcie zrozumieją, że bycie irytującym kutasem leży w naturze azjaty?",
3214382228,02/02/2022 21:58,6315725218,02/02/2022 21:57,hateful,,,polish-1965,"Kiedy ludzie wreszcie zrozumieją, że bycie irytującym kutasem leży w naturze azjaty?",
3214382229,02/04/2022 20:21,6318599104,02/04/2022 20:21,non-hateful,,,polish-2539,"Możesz napisać ""zarżnę każdą osobę transpłciową taką jak ty"", ale podam cię za to do sądu.",
3214382229,02/09/2022 19:45,6322721970,02/09/2022 19:43,non-hateful,,,polish-2539,"Możesz napisać ""zarżnę każdą osobę transpłciową taką jak ty"", ale podam cię za to do sądu.",
3214382229,2/16/2022 02:58:25,6326707284,2/16/2022 02:53:54,non-hateful,,,polish-2539,"Możesz napisać ""zarżnę każdą osobę transpłciową taką jak ty"", ale podam cię za to do sądu.",
3214382230,02/03/2022 23:02,6317313245,02/03/2022 23:01,hateful,,,polish-734,Powinniśmy pozbyć się kobiet raz na zawsze.,
3214382230,02/07/2022 16:50,6320267257,02/07/2022 16:47,hateful,,,polish-734,Powinniśmy pozbyć się kobiet raz na zawsze.,
3214382230,2/15/2022 22:34:49,6326555909,2/15/2022 22:34:00,hateful,,,polish-734,Powinniśmy pozbyć się kobiet raz na zawsze.,
3214382231,02/02/2022 12:07,6315233450,02/02/2022 12:04,hateful,,,polish-564,Chcę zabić wszystkich azjatów.,
3214382231,02/02/2022 15:42,6315427119,02/02/2022 15:37,hateful,,,polish-564,Chcę zabić wszystkich azjatów.,
3214382231,02/02/2022 18:27,6315571858,02/02/2022 18:26,hateful,,,polish-564,Chcę zabić wszystkich azjatów.,
3214382232,02/04/2022 20:07,6318570589,02/04/2022 20:06,hateful,,,polish-898,Po prostu kolejna pospolita szmata.,
3214382232,02/09/2022 16:29,6322588199,02/09/2022 16:25,non-hateful,,,polish-898,Po prostu kolejna pospolita szmata.,
3214382232,2/16/2022 02:27:11,6326692363,2/16/2022 02:22:34,hateful,,,polish-898,Po prostu kolejna pospolita szmata.,
3214382233,02/03/2022 16:52,6316890252,02/03/2022 16:51,hateful,,,polish-64,Nie czuję nic poza pogardą dla gejów.,
3214382233,02/05/2022 21:25,6319272324,02/05/2022 21:21,hateful,,,polish-64,Nie czuję nic poza pogardą dla gejów.,
3214382233,2/15/2022 14:59:57,6326245207,2/15/2022 14:55:54,hateful,,,polish-64,Nie czuję nic poza pogardą dla gejów.,
3214382234,1/31/2022 16:22:22,6313321514,1/31/2022 16:21:48,hateful,,,polish-290,Niepełnosprawni to bezwartościowy brud.,
3214382234,1/31/2022 17:00:31,6313356852,1/31/2022 16:59:18,hateful,,,polish-290,Niepełnosprawni to bezwartościowy brud.,
3214382234,1/31/2022 20:45:26,6313540484,1/31/2022 20:44:54,hateful,,,polish-290,Niepełnosprawni to bezwartościowy brud.,
3214382235,02/04/2022 20:33,6318618467,02/04/2022 20:32,non-hateful,,,polish-2614,"Powiedział, że było to ""typowe zachowanie cioty"", co pokazuje, jak bardzo jest bigoteryjny.",
3214382235,02/09/2022 22:46,6322793309,02/09/2022 22:41,non-hateful,,,polish-2614,"Powiedział, że było to ""typowe zachowanie cioty"", co pokazuje, jak bardzo jest bigoteryjny.",
3214382235,2/16/2022 03:38:56,6326728195,2/16/2022 03:35:30,non-hateful,,,polish-2614,"Powiedział, że było to ""typowe zachowanie cioty"", co pokazuje, jak bardzo jest bigoteryjny.",
