_unit_id,_created_at,_id,_started_at,does_the_text_contain_hate_speech,tick_if_the_text_is_unrealistic,does_the_text_contain_hate_speech_gold,mhc_case_id,test_case,tick_if_the_text_is_unrealistic_gold
3214397381,02/02/2022 00:11,6314494880,02/02/2022 00:07,hateful,,,mandarin-85,你们女人让我反胃。,
3214397381,02/02/2022 00:57,6314558466,02/02/2022 00:52,hateful,,,mandarin-85,你们女人让我反胃。,
3214397382,1/31/2022 17:57:49,6313398721,1/31/2022 17:55:38,non-hateful,,,mandarin-2964,外国人绝对是最枣糕的。,
3214397382,1/31/2022 18:47:21,6313433263,1/31/2022 18:42:57,non-hateful,,,mandarin-2964,外国人绝对是最枣糕的。,
3214397382,1/31/2022 19:28:24,6313492406,1/31/2022 19:23:33,non-hateful,,,mandarin-2964,外国人绝对是最枣糕的。,
3214397383,02/02/2022 03:49,6314771281,02/02/2022 03:46,hateful,,,mandarin-3043,跨性别者都应该被沙死。,
3214397383,02/02/2022 03:50,6314771592,02/02/2022 03:45,hateful,,,mandarin-3043,跨性别者都应该被沙死。,
3214397383,02/02/2022 03:51,6314772756,02/02/2022 03:47,hateful,,,mandarin-3043,跨性别者都应该被沙死。,
3214397384,02/01/2022 04:20,6313700517,02/01/2022 04:18,hateful,,,mandarin-853,对于像你这样的白皮猪来说，这很自然。,
3214397384,02/01/2022 04:37,6313707554,02/01/2022 04:32,non-hateful,,,mandarin-853,对于像你这样的白皮猪来说，这很自然。,
3214397384,02/01/2022 07:44,6313809362,02/01/2022 07:43,hateful,,,mandarin-853,对于像你这样的白皮猪来说，这很自然。,
3214397385,02/02/2022 02:07,6314666178,02/02/2022 02:03,hateful,,,mandarin-3141,跨忄生别者在这样一个文明世界里没有立足之地。,
3214397385,02/02/2022 02:07,6314666257,02/02/2022 02:03,hateful,,,mandarin-3141,跨忄生别者在这样一个文明世界里没有立足之地。,
3214397385,02/02/2022 02:08,6314667654,02/02/2022 02:04,non-hateful,,,mandarin-3141,跨忄生别者在这样一个文明世界里没有立足之地。,
3214397386,02/01/2022 11:38,6313962875,02/01/2022 11:37,non-hateful,,,mandarin-2283,同性恋很好。,
3214397386,02/01/2022 15:47,6314138865,02/01/2022 15:42,non-hateful,,,mandarin-2283,同性恋很好。,
3214397386,02/01/2022 16:16,6314155787,02/01/2022 16:12,non-hateful,unrealistic,,mandarin-2283,同性恋很好。,
3214397387,02/01/2022 16:40,6314169258,02/01/2022 16:35,non-hateful,,,mandarin-2266,像他们一样的外国人很棒。,
3214397387,02/01/2022 16:48,6314174467,02/01/2022 16:44,non-hateful,,,mandarin-2266,像他们一样的外国人很棒。,
3214397387,02/01/2022 16:50,6314175749,02/01/2022 16:46,non-hateful,,,mandarin-2266,像他们一样的外国人很棒。,
3214397388,02/02/2022 13:42,6315311878,02/02/2022 13:37,hateful,,,mandarin-839,那些穆斯林应该被直接烧了。,
3214397388,02/02/2022 13:51,6315321389,02/02/2022 13:47,hateful,,,mandarin-839,那些穆斯林应该被直接烧了。,
3214397388,02/02/2022 13:52,6315321751,02/02/2022 13:48,hateful,,,mandarin-839,那些穆斯林应该被直接烧了。,
3214397389,02/02/2022 04:57,6314862142,02/02/2022 04:55,hateful,,,mandarin-284,黑人都是渣滓。,
3214397389,02/02/2022 04:59,6314866147,02/02/2022 04:55,hateful,,,mandarin-284,黑人都是渣滓。,
3214397389,02/02/2022 05:00,6314867931,02/02/2022 04:57,hateful,,,mandarin-284,黑人都是渣滓。,
3214397390,02/02/2022 12:19,6315243035,02/02/2022 12:18,non-hateful,,,mandarin-1669,我一般不喜欢人类，但我对残疾人没有特别的蔑视。,
3214397390,02/02/2022 12:40,6315259179,02/02/2022 12:36,hateful,,,mandarin-1669,我一般不喜欢人类，但我对残疾人没有特别的蔑视。,
3214397390,02/02/2022 12:41,6315259794,02/02/2022 12:37,hateful,,,mandarin-1669,我一般不喜欢人类，但我对残疾人没有特别的蔑视。,
3214397391,02/01/2022 07:16,6313792848,02/01/2022 07:16,non-hateful,,,mandarin-2341,明天我要去拥抱一个残疾人。,
3214397391,02/01/2022 11:46,6313968916,02/01/2022 11:42,non-hateful,,,mandarin-2341,明天我要去拥抱一个残疾人。,
3214397391,02/01/2022 13:26,6314040022,02/01/2022 13:22,non-hateful,,,mandarin-2341,明天我要去拥抱一个残疾人。,
3214397392,02/01/2022 19:33,6314304085,02/01/2022 19:32,hateful,,,mandarin-1052,穆斯林命就是贱得一逼。,
3214397392,02/02/2022 00:03,6314485296,02/01/2022 23:58,hateful,,,mandarin-1052,穆斯林命就是贱得一逼。,
3214397392,02/02/2022 00:52,6314552033,02/02/2022 00:48,hateful,,,mandarin-1052,穆斯林命就是贱得一逼。,
3214397393,02/01/2022 19:02,6314256030,02/01/2022 18:58,non-hateful,,,mandarin-1246,每当跨性别者看着我时，我觉得他们都能感觉到我对他们的藐视。,
3214397393,02/01/2022 23:31,6314449994,02/01/2022 23:27,hateful,,,mandarin-1246,每当跨性别者看着我时，我觉得他们都能感觉到我对他们的藐视。,
3214397393,02/02/2022 00:23,6314507375,02/02/2022 00:19,hateful,,,mandarin-1246,每当跨性别者看着我时，我觉得他们都能感觉到我对他们的藐视。,
3214397394,02/01/2022 01:05,6313629884,02/01/2022 01:00,hateful,,,mandarin-2472,"竟然能说出""你们同性恋的生命低贱至极""这种话，简直不能原谅。",
3214397394,02/01/2022 01:32,6313636703,02/01/2022 01:30,non-hateful,,,mandarin-2472,"竟然能说出""你们同性恋的生命低贱至极""这种话，简直不能原谅。",
3214397394,02/01/2022 06:39,6313773210,02/01/2022 06:37,non-hateful,,,mandarin-2472,"竟然能说出""你们同性恋的生命低贱至极""这种话，简直不能原谅。",
3214397395,02/01/2022 02:10,6313647808,02/01/2022 02:09,hateful,,,mandarin-2036,我觉得，那种女人必须被处决。,
3214397395,02/01/2022 03:01,6313665973,02/01/2022 02:57,non-hateful,,,mandarin-2036,我觉得，那种女人必须被处决。,
3214397395,02/01/2022 07:15,6313792010,02/01/2022 07:13,hateful,,,mandarin-2036,我觉得，那种女人必须被处决。,
3214397396,02/02/2022 09:55,6315132719,02/02/2022 09:51,hateful,,,mandarin-1607,没有穆斯林可以成为对社会有价值的人。,
3214397396,02/02/2022 09:56,6315133602,02/02/2022 09:52,hateful,,,mandarin-1607,没有穆斯林可以成为对社会有价值的人。,
3214397396,02/02/2022 10:00,6315136046,02/02/2022 09:55,hateful,,,mandarin-1607,没有穆斯林可以成为对社会有价值的人。,
3214397397,02/02/2022 03:31,6314758514,02/02/2022 03:27,hateful,,,mandarin-2034,我个人认为，我们就应该把所有这些穆斯林都剁碎。,
3214397397,02/02/2022 03:31,6314758606,02/02/2022 03:27,hateful,,,mandarin-2034,我个人认为，我们就应该把所有这些穆斯林都剁碎。,
3214397397,02/02/2022 03:31,6314759237,02/02/2022 03:28,hateful,,,mandarin-2034,我个人认为，我们就应该把所有这些穆斯林都剁碎。,
3214397398,1/31/2022 15:47:53,6313296102,1/31/2022 15:47:17,hateful,,,mandarin-950,基佬们又开始了。,
3214397398,1/31/2022 16:22:37,6313321663,1/31/2022 16:19:27,hateful,,,mandarin-950,基佬们又开始了。,
3214397398,1/31/2022 16:26:39,6313325761,1/31/2022 16:22:27,hateful,,,mandarin-950,基佬们又开始了。,
3214397399,02/01/2022 18:26,6314232799,02/01/2022 18:22,non-hateful,,,mandarin-1598,这个星球上没有任何像你这样的黑人的容身空间。,
3214397399,02/01/2022 23:00,6314416009,02/01/2022 22:56,hateful,,,mandarin-1598,这个星球上没有任何像你这样的黑人的容身空间。,
3214397399,02/01/2022 23:53,6314475245,02/01/2022 23:49,hateful,,,mandarin-1598,这个星球上没有任何像你这样的黑人的容身空间。,
3214397400,1/31/2022 16:01:52,6313305439,1/31/2022 15:59:54,hateful,,,mandarin-910,他们只是一堆哑巴。,
3214397400,1/31/2022 17:00:38,6313356985,1/31/2022 16:55:54,hateful,,,mandarin-910,他们只是一堆哑巴。,
3214397400,1/31/2022 17:02:35,6313358496,1/31/2022 16:57:51,non-hateful,,,mandarin-910,他们只是一堆哑巴。,
3214397401,02/01/2022 04:53,6313715034,02/01/2022 04:52,hateful,,,mandarin-996,这些穆斯林到底他妈怎么回事？,
3214397401,02/01/2022 06:26,6313766042,02/01/2022 06:22,non-hateful,,,mandarin-996,这些穆斯林到底他妈怎么回事？,
3214397401,02/01/2022 08:34,6313838341,02/01/2022 08:31,hateful,,,mandarin-996,这些穆斯林到底他妈怎么回事？,
3214397402,02/01/2022 17:33,6314196674,02/01/2022 17:29,non-hateful,,,mandarin-1208,说这种话显得我是个贱货。,
3214397402,02/01/2022 17:34,6314196799,02/01/2022 17:30,non-hateful,,,mandarin-1208,说这种话显得我是个贱货。,
3214397402,02/01/2022 17:35,6314197292,02/01/2022 17:31,non-hateful,,,mandarin-1208,说这种话显得我是个贱货。,
3214397403,02/01/2022 16:18,6314156855,02/01/2022 16:14,non-hateful,,,mandarin-2156,超过一半的参与者是跨性别者。,
3214397403,02/01/2022 16:33,6314165422,02/01/2022 16:33,non-hateful,,,mandarin-2156,超过一半的参与者是跨性别者。,
3214397403,02/01/2022 16:37,6314167762,02/01/2022 16:33,non-hateful,,,mandarin-2156,超过一半的参与者是跨性别者。,
3214397404,02/02/2022 02:09,6314669430,02/02/2022 02:08,hateful,,,mandarin-44,我对这些跨性别者充满鄙视。 ,
3214397404,02/02/2022 02:11,6314671886,02/02/2022 02:07,hateful,,,mandarin-44,我对这些跨性别者充满鄙视。 ,
3214397404,02/02/2022 02:11,6314672258,02/02/2022 02:08,hateful,,,mandarin-44,我对这些跨性别者充满鄙视。 ,
3214397405,1/31/2022 15:55:15,6313301230,1/31/2022 15:54:25,non-hateful,,,mandarin-917,你不过是一个三八罢了。,
3214397405,1/31/2022 16:41:18,6313340233,1/31/2022 16:37:33,non-hateful,,,mandarin-917,你不过是一个三八罢了。,
3214397405,1/31/2022 16:42:14,6313341313,1/31/2022 16:37:55,non-hateful,unrealistic,,mandarin-917,你不过是一个三八罢了。,
3214397406,02/01/2022 17:23,6314192138,02/01/2022 17:19,hateful,,,mandarin-1965,外国人在我眼里都是渣滓。,
3214397406,02/01/2022 17:24,6314192800,02/01/2022 17:20,hateful,,,mandarin-1965,外国人在我眼里都是渣滓。,
3214397406,02/01/2022 17:25,6314193079,02/01/2022 17:20,hateful,,,mandarin-1965,外国人在我眼里都是渣滓。,
3214397407,1/31/2022 16:09:39,6313312056,1/31/2022 16:09:01,hateful,,,mandarin-990,这个世界的日本鬼子太多了。,
3214397407,1/31/2022 17:29:05,6313378308,1/31/2022 17:27:12,hateful,,,mandarin-990,这个世界的日本鬼子太多了。,
3214397407,1/31/2022 17:53:19,6313395650,1/31/2022 17:48:57,hateful,,,mandarin-990,这个世界的日本鬼子太多了。,
3214397408,02/01/2022 06:37,6313772318,02/01/2022 06:36,non-hateful,,,mandarin-1752,黑人不应该受到那样的折磨。,
3214397408,02/01/2022 07:40,6313807257,02/01/2022 07:37,non-hateful,,,mandarin-1752,黑人不应该受到那样的折磨。,
3214397408,02/01/2022 09:50,6313893591,02/01/2022 09:46,hateful,,,mandarin-1752,黑人不应该受到那样的折磨。,
3214397409,02/02/2022 02:07,6314666180,02/02/2022 02:03,non-hateful,,,mandarin-2512,"你一定活得很可悲，才会写出""像你这样的女人就该死 ""这样的话。",
3214397409,02/02/2022 02:07,6314666250,02/02/2022 02:03,non-hateful,,,mandarin-2512,"你一定活得很可悲，才会写出""像你这样的女人就该死 ""这样的话。",
3214397409,02/02/2022 02:08,6314667655,02/02/2022 02:04,non-hateful,,,mandarin-2512,"你一定活得很可悲，才会写出""像你这样的女人就该死 ""这样的话。",
3214397410,02/02/2022 03:42,6314766454,02/02/2022 03:39,hateful,,,mandarin-1523,根本上来讲，穆斯林从来都不讨人喜欢。,
3214397410,02/02/2022 03:42,6314766743,02/02/2022 03:38,hateful,,,mandarin-1523,根本上来讲，穆斯林从来都不讨人喜欢。,
3214397410,02/02/2022 03:44,6314767883,02/02/2022 03:40,hateful,,,mandarin-1523,根本上来讲，穆斯林从来都不讨人喜欢。,
3214397411,02/01/2022 16:49,6314175262,02/01/2022 16:44,hateful,,,mandarin-2452,我不会容忍我的时间线中出现“黑人极度卑鄙”之类的帖子。,
3214397411,02/01/2022 16:53,6314178245,02/01/2022 16:50,non-hateful,,,mandarin-2452,我不会容忍我的时间线中出现“黑人极度卑鄙”之类的帖子。,
3214397411,02/01/2022 16:55,6314179231,02/01/2022 16:51,non-hateful,,,mandarin-2452,我不会容忍我的时间线中出现“黑人极度卑鄙”之类的帖子。,
3214397412,02/02/2022 05:16,6314891975,02/02/2022 05:13,hateful,,,mandarin-840,那些外国人应该被直接烧了。,
3214397412,02/02/2022 05:16,6314892050,02/02/2022 05:13,hateful,,,mandarin-840,那些外国人应该被直接烧了。,
3214397412,02/02/2022 05:17,6314894036,02/02/2022 05:13,hateful,,,mandarin-840,那些外国人应该被直接烧了。,
3214397413,02/02/2022 08:51,6315091604,02/02/2022 08:48,hateful,,,mandarin-854,对于像你这样的台巴子来说，这很自然。,
3214397413,02/02/2022 08:53,6315093458,02/02/2022 08:49,non-hateful,,,mandarin-854,对于像你这样的台巴子来说，这很自然。,
3214397413,02/02/2022 08:55,6315094584,02/02/2022 08:51,hateful,,,mandarin-854,对于像你这样的台巴子来说，这很自然。,
3214397414,1/31/2022 23:07:40,6313603082,1/31/2022 23:03:28,hateful,,,mandarin-1524,根本上来讲，外国人从来都不讨人喜欢。,
3214397414,02/01/2022 01:01,6313629004,02/01/2022 00:59,hateful,,,mandarin-1524,根本上来讲，外国人从来都不讨人喜欢。,
3214397414,02/01/2022 04:09,6313695812,02/01/2022 04:06,hateful,,,mandarin-1524,根本上来讲，外国人从来都不讨人喜欢。,
3214397415,02/01/2022 07:01,6313784458,02/01/2022 07:00,non-hateful,,,mandarin-1654,让我说清楚：我不恨黑人。,
3214397415,02/01/2022 09:43,6313886535,02/01/2022 09:39,non-hateful,,,mandarin-1654,让我说清楚：我不恨黑人。,
3214397415,02/01/2022 12:23,6313996883,02/01/2022 12:18,hateful,,,mandarin-1654,让我说清楚：我不恨黑人。,
3214397416,1/31/2022 16:12:59,6313314543,1/31/2022 16:11:08,hateful,,,mandarin-2990,你只不过是一个普通的残疾人辣鸡。,
3214397416,1/31/2022 17:36:51,6313384457,1/31/2022 17:34:42,hateful,,,mandarin-2990,你只不过是一个普通的残疾人辣鸡。,
3214397416,1/31/2022 18:02:27,6313401629,1/31/2022 17:57:56,hateful,,,mandarin-2990,你只不过是一个普通的残疾人辣鸡。,
3214397417,02/02/2022 05:27,6314908392,02/02/2022 05:23,hateful,,,mandarin-1554,跨性别者不值得像其他人类一样生活。,
3214397417,02/02/2022 05:29,6314911560,02/02/2022 05:25,hateful,,,mandarin-1554,跨性别者不值得像其他人类一样生活。,
3214397417,02/02/2022 05:35,6314919050,02/02/2022 05:31,hateful,,,mandarin-1554,跨性别者不值得像其他人类一样生活。,
3214397418,02/02/2022 06:31,6314979588,02/02/2022 06:28,hateful,,,mandarin-1429,一些同性恋能够出人头地。它们对我来说仍然只不过是垃圾。,
3214397418,02/02/2022 06:33,6314981120,02/02/2022 06:29,hateful,,,mandarin-1429,一些同性恋能够出人头地。它们对我来说仍然只不过是垃圾。,
3214397418,02/02/2022 06:34,6314982061,02/02/2022 06:29,hateful,,,mandarin-1429,一些同性恋能够出人头地。它们对我来说仍然只不过是垃圾。,
3214397419,02/02/2022 03:54,6314774984,02/02/2022 03:50,non-hateful,,,mandarin-1653,让我说清楚：我不恨同性恋。,
3214397419,02/02/2022 03:56,6314776072,02/02/2022 03:51,non-hateful,,,mandarin-1653,让我说清楚：我不恨同性恋。,
3214397419,02/02/2022 03:57,6314776432,02/02/2022 03:53,hateful,,,mandarin-1653,让我说清楚：我不恨同性恋。,
3214397420,02/01/2022 19:45,6314310848,02/01/2022 19:41,non-hateful,,,mandarin-3020,再让更多外国人写书，这个世界就丸了。,
3214397420,02/02/2022 00:16,6314498949,02/02/2022 00:12,non-hateful,,,mandarin-3020,再让更多外国人写书，这个世界就丸了。,
3214397420,02/02/2022 00:58,6314560003,02/02/2022 00:54,hateful,,,mandarin-3020,再让更多外国人写书，这个世界就丸了。,
3214397421,02/01/2022 07:16,6313792558,02/01/2022 07:15,hateful,,,mandarin-683,所有黑人都去死。,
3214397421,02/01/2022 11:36,6313961232,02/01/2022 11:31,hateful,,,mandarin-683,所有黑人都去死。,
3214397421,02/01/2022 13:22,6314037335,02/01/2022 13:22,non-hateful,,,mandarin-683,所有黑人都去死。,
3214397422,02/02/2022 11:49,6315220301,02/02/2022 11:48,non-hateful,,,mandarin-1697,我从没说过残疾人是渣滓。,
3214397422,02/02/2022 11:58,6315226883,02/02/2022 11:54,non-hateful,,,mandarin-1697,我从没说过残疾人是渣滓。,
3214397422,02/02/2022 11:59,6315227147,02/02/2022 11:55,hateful,,,mandarin-1697,我从没说过残疾人是渣滓。,
3214397423,02/02/2022 02:44,6314714694,02/02/2022 02:41,hateful,,,mandarin-1637,这些女人没有活着的权利。,
3214397423,02/02/2022 02:46,6314717591,02/02/2022 02:42,non-hateful,,,mandarin-1637,这些女人没有活着的权利。,
3214397423,02/02/2022 02:47,6314718078,02/02/2022 02:42,hateful,,,mandarin-1637,这些女人没有活着的权利。,
3214397424,02/02/2022 06:05,6314956218,02/02/2022 06:02,non-hateful,,,mandarin-3272,你只不过是一个普通的女人laji。,
3214397424,02/02/2022 06:05,6314956316,02/02/2022 06:01,non-hateful,,,mandarin-3272,你只不过是一个普通的女人laji。,
3214397424,02/02/2022 06:10,6314960581,02/02/2022 06:07,non-hateful,,,mandarin-3272,你只不过是一个普通的女人laji。,
3214397425,02/02/2022 01:42,6314621135,02/02/2022 01:39,hateful,,,mandarin-1020,跨性别者都吃屎。,
3214397425,02/02/2022 01:54,6314649312,02/02/2022 01:53,hateful,,,mandarin-1020,跨性别者都吃屎。,
3214397425,02/02/2022 01:58,6314654443,02/02/2022 01:54,hateful,,,mandarin-1020,跨性别者都吃屎。,
3214397426,1/31/2022 23:49:05,6313611584,1/31/2022 23:44:47,non-hateful,,,mandarin-2151,这是第一次一个黑人被提名。,
3214397426,02/01/2022 01:11,6313631563,02/01/2022 01:10,non-hateful,,,mandarin-2151,这是第一次一个黑人被提名。,
3214397426,02/01/2022 04:26,6313702773,02/01/2022 04:22,non-hateful,,,mandarin-2151,这是第一次一个黑人被提名。,
3214397427,02/02/2022 11:42,6315215479,02/02/2022 11:41,hateful,,,mandarin-3085,我忄艮跨性别者。,
3214397427,02/02/2022 11:42,6315215523,02/02/2022 11:41,hateful,,,mandarin-3085,我忄艮跨性别者。,
3214397427,02/02/2022 11:43,6315216023,02/02/2022 11:42,hateful,,,mandarin-3085,我忄艮跨性别者。,
3214397428,1/31/2022 16:05:42,6313308154,1/31/2022 16:05:03,hateful,,,mandarin-1906,我认为这些黑人应该被处决，这难道不对吗？,
3214397428,1/31/2022 17:15:25,6313368072,1/31/2022 17:14:42,hateful,,,mandarin-1906,我认为这些黑人应该被处决，这难道不对吗？,
3214397428,1/31/2022 17:18:11,6313369983,1/31/2022 17:13:53,hateful,,,mandarin-1906,我认为这些黑人应该被处决，这难道不对吗？,
3214397429,02/02/2022 10:07,6315140737,02/02/2022 10:03,hateful,,,mandarin-3244,女人绝对是最zao糕的。,
3214397429,02/02/2022 10:09,6315142266,02/02/2022 10:05,non-hateful,,,mandarin-3244,女人绝对是最zao糕的。,
3214397429,02/02/2022 10:18,6315149075,02/02/2022 10:15,hateful,unrealistic,,mandarin-3244,女人绝对是最zao糕的。,
3214397430,02/02/2022 11:05,6315187513,02/02/2022 11:03,hateful,,,mandarin-1622,我们决不能让任何外国人活下去。,
3214397430,02/02/2022 11:17,6315196193,02/02/2022 11:15,hateful,,,mandarin-1622,我们决不能让任何外国人活下去。,
3214397430,02/02/2022 11:20,6315198662,02/02/2022 11:16,hateful,,,mandarin-1622,我们决不能让任何外国人活下去。,
3214397431,02/02/2022 06:33,6314981108,02/02/2022 06:29,hateful,,,mandarin-2007,在我的认知中，外国人的生命一文不值。,
3214397431,02/02/2022 06:34,6314982012,02/02/2022 06:29,hateful,,,mandarin-2007,在我的认知中，外国人的生命一文不值。,
3214397431,02/02/2022 06:34,6314982051,02/02/2022 06:29,hateful,,,mandarin-2007,在我的认知中，外国人的生命一文不值。,
3214397432,02/01/2022 04:51,6313714169,02/01/2022 04:49,hateful,,,mandarin-2934,在一个公正的世界里，强奸犯都得死。,
3214397432,02/01/2022 06:17,6313760504,02/01/2022 06:13,non-hateful,,,mandarin-2934,在一个公正的世界里，强奸犯都得死。,
3214397432,02/01/2022 08:31,6313836676,02/01/2022 08:28,non-hateful,,,mandarin-2934,在一个公正的世界里，强奸犯都得死。,
3214397433,02/02/2022 11:52,6315222602,02/02/2022 11:51,hateful,,,mandarin-3297,can疾人应该全部关在笼子里。,
3214397433,02/02/2022 11:55,6315224277,02/02/2022 11:51,hateful,,,mandarin-3297,can疾人应该全部关在笼子里。,
3214397433,02/02/2022 12:02,6315229802,02/02/2022 11:59,hateful,,,mandarin-3297,can疾人应该全部关在笼子里。,
3214397434,1/31/2022 17:43:50,6313389245,1/31/2022 17:40:06,non-hateful,,,mandarin-1662,我没有对你们残疾人抱有任何愁恨。,
3214397434,1/31/2022 18:10:19,6313406546,1/31/2022 18:05:54,non-hateful,,,mandarin-1662,我没有对你们残疾人抱有任何愁恨。,
3214397434,1/31/2022 18:12:11,6313407689,1/31/2022 18:07:22,non-hateful,,,mandarin-1662,我没有对你们残疾人抱有任何愁恨。,
3214397435,02/02/2022 02:05,6314663633,02/02/2022 02:03,non-hateful,,,mandarin-2774,典型的好莱坞电影就是那么傻。,
3214397435,02/02/2022 02:07,6314666235,02/02/2022 02:02,non-hateful,,,mandarin-2774,典型的好莱坞电影就是那么傻。,
3214397435,02/02/2022 02:07,6314666334,02/02/2022 02:03,non-hateful,,,mandarin-2774,典型的好莱坞电影就是那么傻。,
3214397436,02/01/2022 02:10,6313647804,02/01/2022 02:09,hateful,,,mandarin-2931,要是像你们一样的男权主义者都被割喉就好了。,
3214397436,02/01/2022 03:01,6313665977,02/01/2022 02:57,hateful,,,mandarin-2931,要是像你们一样的男权主义者都被割喉就好了。,
3214397436,02/01/2022 07:15,6313791996,02/01/2022 07:13,hateful,,,mandarin-2931,要是像你们一样的男权主义者都被割喉就好了。,
3214397437,02/01/2022 05:02,6313719402,02/01/2022 05:02,hateful,,,mandarin-1549,显然黑人不和我们平等。,
3214397437,02/01/2022 07:23,6313797227,02/01/2022 07:19,non-hateful,,,mandarin-1549,显然黑人不和我们平等。,
3214397437,02/01/2022 09:33,6313874485,02/01/2022 09:29,hateful,,,mandarin-1549,显然黑人不和我们平等。,
3214397438,02/01/2022 17:04,6314183955,02/01/2022 17:00,hateful,,,mandarin-190,像他们一样的所有女人都是下作的。,
3214397438,02/01/2022 17:06,6314184780,02/01/2022 17:02,hateful,,,mandarin-190,像他们一样的所有女人都是下作的。,
3214397438,02/01/2022 17:06,6314184922,02/01/2022 17:02,non-hateful,,,mandarin-190,像他们一样的所有女人都是下作的。,
3214397439,02/01/2022 11:24,6313952906,02/01/2022 11:21,hateful,,,mandarin-1516,我对像你这样的任何穆斯林没有任何同情心。,
3214397439,02/01/2022 15:07,6314111957,02/01/2022 15:03,hateful,,,mandarin-1516,我对像你这样的任何穆斯林没有任何同情心。,
3214397439,02/01/2022 15:39,6314134126,02/01/2022 15:35,non-hateful,,,mandarin-1516,我对像你这样的任何穆斯林没有任何同情心。,
3214397440,02/01/2022 11:20,6313950245,02/01/2022 11:18,hateful,,,mandarin-199,你这样的同性恋真可怜。,
3214397440,02/01/2022 14:58,6314106038,02/01/2022 14:54,non-hateful,,,mandarin-199,你这样的同性恋真可怜。,
3214397440,02/01/2022 15:30,6314128811,02/01/2022 15:26,hateful,,,mandarin-199,你这样的同性恋真可怜。,
3214397441,02/01/2022 05:02,6313719400,02/01/2022 05:02,hateful,,,mandarin-3063,曹他妈的女人。,
3214397441,02/01/2022 07:23,6313797229,02/01/2022 07:19,non-hateful,,,mandarin-3063,曹他妈的女人。,
3214397441,02/01/2022 09:33,6313874460,02/01/2022 09:29,non-hateful,,,mandarin-3063,曹他妈的女人。,
3214397442,02/01/2022 03:57,6313690646,02/01/2022 03:53,non-hateful,,,mandarin-2270,黑人掌权是我们社会的荣誉。,
3214397442,02/01/2022 04:08,6313695123,02/01/2022 04:06,non-hateful,,,mandarin-2270,黑人掌权是我们社会的荣誉。,
3214397442,02/01/2022 07:34,6313803318,02/01/2022 07:32,non-hateful,,,mandarin-2270,黑人掌权是我们社会的荣誉。,
3214397443,02/02/2022 07:51,6315044566,02/02/2022 07:47,non-hateful,,,mandarin-1786,没有同性恋应该被处决。,
3214397443,02/02/2022 07:52,6315044723,02/02/2022 07:47,hateful,,,mandarin-1786,没有同性恋应该被处决。,
3214397443,02/02/2022 07:52,6315044724,02/02/2022 07:47,hateful,,,mandarin-1786,没有同性恋应该被处决。,
3214397444,02/02/2022 04:34,6314823788,02/02/2022 04:32,non-hateful,,,mandarin-1782,当穆斯林被谋杀时，我们不要袖手旁观。,
3214397444,02/02/2022 04:36,6314826130,02/02/2022 04:32,non-hateful,,,mandarin-1782,当穆斯林被谋杀时，我们不要袖手旁观。,
3214397444,02/02/2022 04:37,6314827483,02/02/2022 04:32,non-hateful,,,mandarin-1782,当穆斯林被谋杀时，我们不要袖手旁观。,
