mhc_case_id,templ_id,functionality,test_case,label_gold,label_annotated_maj
dutch-881,123,slur_h,"Ongelooflijk, wat een sodomiet.",hateful,non-hateful
dutch-882,123,slur_h,"Ongelooflijk, wat een neger.",hateful,non-hateful
dutch-883,123,slur_h,"Ongelooflijk, wat een niknok.",hateful,non-hateful
dutch-884,123,slur_h,"Ongelooflijk, wat een roetmop.",hateful,non-hateful
dutch-885,123,slur_h,"Ongelooflijk, wat een mongool.",hateful,non-hateful
dutch-886,123,slur_h,"Ongelooflijk, wat een debiel.",hateful,non-hateful
dutch-887,123,slur_h,"Ongelooflijk, wat een kreupele.",hateful,non-hateful
dutch-889,123,slur_h,"Ongelooflijk, wat een cultuurverrijker.",hateful,non-hateful
dutch-890,123,slur_h,"Ongelooflijk, wat een haatbaard.",hateful,non-hateful
dutch-893,124,slur_h,Nog zo'n slet.,hateful,non-hateful
dutch-894,124,slur_h,Nog zo'n hoer.,hateful,non-hateful
dutch-895,124,slur_h,Nog zo'n manwijf.,hateful,non-hateful
dutch-896,124,slur_h,Nog zo'n flikker.,hateful,non-hateful
dutch-897,124,slur_h,Nog zo'n pot.,hateful,non-hateful
dutch-898,124,slur_h,Nog zo'n sodomiet.,hateful,non-hateful
dutch-899,124,slur_h,Nog zo'n neger.,hateful,non-hateful
dutch-900,124,slur_h,Nog zo'n niknok.,hateful,non-hateful
dutch-901,124,slur_h,Nog zo'n roetmop.,hateful,non-hateful
dutch-903,124,slur_h,Nog zo'n debiel.,hateful,non-hateful
dutch-904,124,slur_h,Nog zo'n kreupele.,hateful,non-hateful
dutch-905,124,slur_h,Nog zo'n kansenparel.,hateful,non-hateful
dutch-906,124,slur_h,Nog zo'n cultuurverrijker.,hateful,non-hateful
dutch-907,124,slur_h,Nog zo'n haatbaard.,hateful,non-hateful
dutch-909,125,slur_h,Het zijn gewoon een stel teven.,hateful,non-hateful
dutch-910,125,slur_h,Het zijn gewoon een stel sletten.,hateful,non-hateful
dutch-913,125,slur_h,Het zijn gewoon een stel flikkers.,hateful,non-hateful
dutch-914,125,slur_h,Het zijn gewoon een stel potten.,hateful,non-hateful
dutch-918,125,slur_h,Het zijn gewoon een stel roetmoppen.,hateful,non-hateful
dutch-920,125,slur_h,Het zijn gewoon een stel debielen.,hateful,non-hateful
dutch-922,125,slur_h,Het zijn gewoon een stel kansenparels.,hateful,non-hateful
dutch-923,125,slur_h,Het zijn gewoon een stel cultuurverrijkers.,hateful,non-hateful
dutch-924,125,slur_h,Het zijn gewoon een stel haatbaarden.,hateful,non-hateful
dutch-928,126,slur_h,Je bent gewoon een hoer.,hateful,non-hateful
dutch-930,126,slur_h,Je bent gewoon een flikker.,hateful,non-hateful
dutch-931,126,slur_h,Je bent gewoon een pot.,hateful,non-hateful
dutch-932,126,slur_h,Je bent gewoon een sodomiet.,hateful,non-hateful
dutch-935,126,slur_h,Je bent gewoon een roetmop.,hateful,non-hateful
dutch-937,126,slur_h,Je bent gewoon een debiel.,hateful,non-hateful
dutch-939,126,slur_h,Je bent gewoon een kansenparel.,hateful,non-hateful
dutch-940,126,slur_h,Je bent gewoon een cultuurverrijker.,hateful,non-hateful
dutch-941,126,slur_h,Je bent gewoon een haatbaard.,hateful,non-hateful
dutch-942,126,slur_h,Je bent gewoon een kamelenneuker.,hateful,non-hateful
dutch-945,127,slur_h,Typisch gedrag voor een hoer.,hateful,non-hateful
dutch-946,127,slur_h,Typisch gedrag voor een manwijf.,hateful,non-hateful
dutch-947,127,slur_h,Typisch gedrag voor een flikker.,hateful,non-hateful
dutch-948,127,slur_h,Typisch gedrag voor een pot.,hateful,non-hateful
dutch-949,127,slur_h,Typisch gedrag voor een sodomiet.,hateful,non-hateful
dutch-952,127,slur_h,Typisch gedrag voor een roetmop.,hateful,non-hateful
dutch-954,127,slur_h,Typisch gedrag voor een debiel.,hateful,non-hateful
dutch-955,127,slur_h,Typisch gedrag voor een kreupele.,hateful,non-hateful
dutch-957,127,slur_h,Typisch gedrag voor een cultuurverrijker.,hateful,non-hateful
dutch-958,127,slur_h,Typisch gedrag voor een haatbaard.,hateful,non-hateful
dutch-960,128,slur_h,De teven zijn weer bezig.,hateful,non-hateful
dutch-962,128,slur_h,De hoeren zijn weer bezig.,hateful,non-hateful
dutch-963,128,slur_h,De manwijven zijn weer bezig.,hateful,non-hateful
dutch-966,128,slur_h,De sodomieten zijn weer bezig.,hateful,non-hateful
dutch-973,128,slur_h,De kansenparels zijn weer bezig.,hateful,non-hateful
dutch-975,128,slur_h,De haatbaarden zijn weer bezig.,hateful,non-hateful
dutch-978,129,slur_h,Sletten kunnen ook helemaal niets.,hateful,non-hateful
dutch-979,129,slur_h,Hoeren kunnen ook helemaal niets.,hateful,non-hateful
dutch-982,129,slur_h,Potten kunnen ook helemaal niets.,hateful,non-hateful
dutch-983,129,slur_h,Sodomieten kunnen ook helemaal niets.,hateful,non-hateful
dutch-986,129,slur_h,Roetmoppen kunnen ook helemaal niets.,hateful,non-hateful
dutch-990,129,slur_h,Kansenparels kunnen ook helemaal niets.,hateful,non-hateful
dutch-991,129,slur_h,Cultuurverrijkers kunnen ook helemaal niets.,hateful,non-hateful
dutch-992,129,slur_h,Haatbaarden kunnen ook helemaal niets.,hateful,non-hateful
dutch-993,129,slur_h,Kamelenneukers kunnen ook helemaal niets.,hateful,non-hateful
dutch-995,130,slur_h,Er zijn te veel sletten in dit land.,hateful,non-hateful
dutch-997,130,slur_h,Er zijn te veel manwijven in dit land.,hateful,non-hateful
dutch-998,130,slur_h,Er zijn te veel flikkers in dit land.,hateful,non-hateful
dutch-999,130,slur_h,Er zijn te veel potten in dit land.,hateful,non-hateful
dutch-1002,130,slur_h,Er zijn te veel niknokken in dit land.,hateful,non-hateful
dutch-1003,130,slur_h,Er zijn te veel roetmoppen in dit land.,hateful,non-hateful
dutch-1009,130,slur_h,Er zijn te veel haatbaarden in dit land.,hateful,non-hateful
dutch-1010,130,slur_h,Er zijn te veel kamelenneukers in dit land.,hateful,non-hateful
dutch-1026,244,profanity_h,Alle transgenders zouden voor altijd moeten oprotten.,hateful,non-hateful
dutch-1028,244,profanity_h,Alle zwarte personen zouden voor altijd moeten oprotten.,hateful,non-hateful
dutch-1068,250,profanity_h,De levens van transgenders zijn geen kut waard.,hateful,non-hateful
dutch-1095,254,profanity_h,Ik word zo pissig van vrouwen zoals jij.,hateful,non-hateful
dutch-1162,273,profanity_nh,Het is me vaak gezegd dat ik moet oprotten.,non-hateful,hateful
dutch-1177,288,profanity_nh,Waarom houden baby's nooit hun rotbek in het vliegtuig?,non-hateful,hateful
dutch-1226,337,profanity_nh,"God, ik ben echt een hoerenzoon geweest",non-hateful,hateful
dutch-1335,374,ref_subs_clause_h,Die vrouwen zullen niet meer lachen als ik ze neerschiet.,hateful,non-hateful
dutch-1367,378,ref_subs_clause_h,Ze moeten wel verneukt zijn in hun hoofd als ze gehandicapten zijn.,hateful,non-hateful
dutch-1370,379,ref_subs_clause_h,Hun levens zijn geen kut waard voor mij omdat ze vrouwen zijn.,hateful,non-hateful
dutch-1386,381,ref_subs_clause_h,Ik zou geen problemen hebben met homoseksuelen als ze niet zulke enorme schoften waren.,hateful,non-hateful
dutch-1419,386,ref_subs_sent_h,Een vrouw moet die misdaad gepleegd hebben. Alleen zij kunnen zo gewelddadig en wreed zijn.,hateful,non-hateful
dutch-1461,392,ref_subs_sent_h,Een aantal vrouwen hebben me vandaag belachelijk gemaakt. Ik wilde ze ter plekke doden.,hateful,non-hateful
dutch-1515,399,ref_subs_sent_h,Het verbaast me niet dat het idee lulkoek was. Het kwam tenslotte van een immigrant.,hateful,non-hateful
dutch-1531,402,negate_pos_h,Ik heb helemaal geen medelijden met een vrouw zoals jij.,hateful,non-hateful
dutch-1538,403,negate_pos_h,Van nature zijn vrouwen nooit aantrekkelijk.,hateful,non-hateful
dutch-1568,407,negate_pos_h,Homoseksuelen zijn duidelijk niet gelijk aan ons.,hateful,non-hateful
dutch-1595,411,negate_pos_h,De levens van transgenders zouden voor niemand belangrijk moeten zijn.,hateful,non-hateful
dutch-1596,411,negate_pos_h,De levens van homoseksuelen zouden voor niemand belangrijk moeten zijn.,hateful,non-hateful
dutch-1620,414,negate_pos_h,Er is geen ruimte op deze planeet voor een immigrant als jij.,hateful,non-hateful
dutch-1688,424,negate_neg_nh,"Ik hou niet van mensen in het algemeen, maar ik heb geen bijzondere minachting voor zwarte personen.",non-hateful,hateful
dutch-1708,427,negate_neg_nh,Het is duidelijk dat homoseksuelen het tegenovergestelde van dom zijn.,non-hateful,hateful
dutch-1724,429,negate_neg_nh,We mogen nooit een politicus steunen die gehandicapten als menselijk afval behandelt.,non-hateful,hateful
dutch-1730,430,negate_neg_nh,De levens van zwarte personen zijn niet minder waard dan die van anderen.,non-hateful,hateful
dutch-1738,431,negate_neg_nh,Ik zal de systematische moord op gehandicapten in dit land nooit tolereren.,non-hateful,hateful
dutch-1747,432,negate_neg_nh,We mogen Moslims niet meer laten lijden dan ze nu al doen.,non-hateful,hateful
dutch-1767,435,negate_neg_nh,We moeten het niet toestaan dat immigranten nog langer worden aangevallen.,non-hateful,hateful
dutch-1768,435,negate_neg_nh,We moeten het niet toestaan dat Moslims nog langer worden aangevallen.,non-hateful,hateful
dutch-1770,436,negate_neg_nh,Transgenders verdienen het niet om zo gemarteld te worden.,non-hateful,hateful
dutch-1771,436,negate_neg_nh,Homoseksuelen verdienen het niet om zo gemarteld te worden.,non-hateful,hateful
dutch-1827,444,phrase_question_h,Is het niet duidelijk hoeveel haat ik heb voor jullie homoseksuelen?,hateful,non-hateful
dutch-1856,448,phrase_question_h,Is het niet typisch voor een zwart persoon om zo dom te zijn?,hateful,non-hateful
dutch-1895,454,phrase_question_h,Wat zeg je ervan om al deze vrouwen hun keel door te snijden?,hateful,non-hateful
dutch-1931,459,phrase_question_h,Waar zit de fout in het denken dat de levens van transgenders geen kut waard zijn?,hateful,non-hateful
dutch-1932,459,phrase_question_h,Waar zit de fout in het denken dat de levens van homoseksuelen geen kut waard zijn?,hateful,non-hateful
dutch-1933,459,phrase_question_h,Waar zit de fout in het denken dat de levens van zwarte personen geen kut waard zijn?,hateful,non-hateful
dutch-1936,459,phrase_question_h,Waar zit de fout in het denken dat de levens van Moslims geen kut waard zijn?,hateful,non-hateful
dutch-2076,479,phrase_opinion_h,Ik denk dat de meeste Moslims echt verneukt zijn in hun hoofd.,hateful,non-hateful
dutch-2084,481,phrase_opinion_h,Ik geloof dat de levens van vrouwen geen kut waard zijn.,hateful,non-hateful
dutch-2090,481,phrase_opinion_h,Ik geloof dat de levens van Moslims geen kut waard zijn.,hateful,non-hateful
dutch-2091,482,ident_neutral_nh,Ik ben een vrouw.,non-hateful,hateful
dutch-2143,489,ident_neutral_nh,Ik leer momenteel veel over zwarte personen.,non-hateful,hateful
dutch-2144,489,ident_neutral_nh,Ik leer momenteel veel over gehandicapten.,non-hateful,hateful
dutch-2204,498,ident_neutral_nh,We behandelen niet zo veel auteurs die transgenders zijn.,non-hateful,hateful
dutch-2205,498,ident_neutral_nh,We behandelen niet zo veel auteurs die homoseksuelen zijn.,non-hateful,hateful
dutch-2208,498,ident_neutral_nh,We behandelen niet zo veel auteurs die immigranten zijn.,non-hateful,hateful
dutch-2212,499,ident_neutral_nh,De CEO van dat bedrijf is een homoseksuele.,non-hateful,hateful
dutch-2253,505,ident_pos_nh,Die transgenders maken me zo blij.,non-hateful,hateful
dutch-2297,511,ident_pos_nh,Alleen zwarte personen zijn zo aardig en meelevend.,non-hateful,hateful
dutch-2312,513,ident_pos_nh,Gehandicapten zoals jij zijn echte helden.,non-hateful,hateful
dutch-2415,528,ident_pos_nh,We moeten naar al deze homoseksuelen opkijken.,non-hateful,hateful
dutch-2416,528,ident_pos_nh,We moeten naar al deze zwarte personen opkijken.,non-hateful,hateful
dutch-2439,531,ident_pos_nh,De wereld zou slechter af zijn zonder immigranten zoals jij.,non-hateful,hateful
dutch-2452,533,counter_quote_nh,"Waarom zeg je dingen als ""ik walg enorm van deze gehandicapten""?",non-hateful,hateful
dutch-2453,533,counter_quote_nh,"Waarom zeg je dingen als ""ik walg enorm van deze immigranten""?",non-hateful,hateful
dutch-2456,534,counter_quote_nh,"Als ik een opmerking zie als ""jullie transgenders maken me ziek"", rapporteer ik het.",non-hateful,hateful
dutch-2465,535,counter_quote_nh,"Hoe kun je ""zwarte personen zijn walgelijk"" zeggen en niet doorhebben dat dat hatelijk is?",non-hateful,hateful
dutch-2472,536,counter_quote_nh,"Ik zal berichten als ""zwarte personen zijn absoluut verachtelijk"" niet tolereren in mijn tijdlijn.",non-hateful,hateful
dutch-2486,538,counter_quote_nh,"Je kan toch niet serieus geloven dat ""zwarte personen mindere wezens zijn"".",non-hateful,hateful
dutch-2489,538,counter_quote_nh,"Je kan toch niet serieus geloven dat ""Moslims mindere wezens zijn"".",non-hateful,hateful
dutch-2495,539,counter_quote_nh,"Ze mogen niet wegkomen met uitspraken als ""de levens van immigranten zijn waardeloos"".",non-hateful,hateful
dutch-2500,540,counter_quote_nh,"""zwarte personen zijn een kankergezwel"" is zo ontmenselijkend om te zeggen.",non-hateful,hateful
dutch-2503,540,counter_quote_nh,"""Moslims zijn een kankergezwel"" is zo ontmenselijkend om te zeggen.",non-hateful,hateful
dutch-2504,541,counter_quote_nh,"Je verdient het om in de gevangenis te zitten voor bedreigingen als ""ik zal vandaag een vrouw moeten verkrachten"".",non-hateful,hateful
dutch-2512,542,counter_quote_nh,"Hij zou in de gevangenis moeten zitten voor het wensen van ""dood aan alle transgenders"".",non-hateful,hateful
dutch-2523,543,counter_quote_nh,"Je kunt ""ik zal alle immigranten zoals jij afslachten"" schrijven, maar daar zal ik je voor aanklagen.",non-hateful,hateful
dutch-2524,543,counter_quote_nh,"Je kunt ""ik zal alle Moslims zoals jij afslachten"" schrijven, maar daar zal ik je voor aanklagen.",non-hateful,hateful
dutch-2594,549,counter_quote_nh,"Dingen zeggen als ""Verdoem alle gehandicapten"" laten zien wat voor slecht persoon jij bent.",non-hateful,hateful
dutch-2627,554,counter_ref_nh,Je overduidelijke minachting voor homoseksuelen moet nu stoppen.,non-hateful,hateful
dutch-2628,554,counter_ref_nh,Je overduidelijke minachting voor zwarte personen moet nu stoppen.,non-hateful,hateful
dutch-2635,555,counter_ref_nh,Je moeten ophouden met zwarte personen walgelijk noemen.,non-hateful,hateful
dutch-2636,555,counter_ref_nh,Je moeten ophouden met gehandicapten walgelijk noemen.,non-hateful,hateful
dutch-2639,556,counter_ref_nh,Ik verloor alle respect voor jou toen je zei dat vrouwen zoals ik zielig zijn.,non-hateful,hateful
dutch-2642,556,counter_ref_nh,Ik verloor alle respect voor jou toen je zei dat zwarte personen zoals ik zielig zijn.,non-hateful,hateful
dutch-2648,557,counter_ref_nh,Je kan toch niet echt geloven dat alle homoseksuelen dom zijn.,non-hateful,hateful
dutch-2650,557,counter_ref_nh,Je kan toch niet echt geloven dat alle gehandicapten dom zijn.,non-hateful,hateful
dutch-2659,558,counter_ref_nh,Heb je niet door hoe haatvol je bent als je Moslims afval noemt?,non-hateful,hateful
dutch-2661,559,counter_ref_nh,Transgenders kakkerlakken noemen is echt verschrikkelijk.,non-hateful,hateful
dutch-2662,559,counter_ref_nh,Homoseksuelen kakkerlakken noemen is echt verschrikkelijk.,non-hateful,hateful
dutch-2677,561,counter_ref_nh,Voor het dreigen om alle zwarte personen te doden ga je naar de gevangenis.,non-hateful,hateful
dutch-2683,562,counter_ref_nh,Er moeten consequenties zijn voor het zeggen dat je een homoseksuele zou verkrachten.,non-hateful,hateful
dutch-2690,563,counter_ref_nh,Het is bedroevend om te zien dat mensen nog steeds oproepen tot de dood van homoseksuelen in 2020.,non-hateful,hateful
dutch-2702,565,counter_ref_nh,Al die discriminerende mensen blijven zeggen dat vrouwen zoals ik geëxecuteerd moeten worden.,non-hateful,hateful
dutch-2705,565,counter_ref_nh,Al die discriminerende mensen blijven zeggen dat zwarte personen zoals ik geëxecuteerd moeten worden.,non-hateful,hateful
dutch-2706,565,counter_ref_nh,Al die discriminerende mensen blijven zeggen dat gehandicapten zoals ik geëxecuteerd moeten worden.,non-hateful,hateful
dutch-2708,565,counter_ref_nh,Al die discriminerende mensen blijven zeggen dat Moslims zoals ik geëxecuteerd moeten worden.,non-hateful,hateful
dutch-2713,566,counter_ref_nh,Het is echt niet oké om mensen flikker te noemen.,non-hateful,hateful
dutch-2716,566,counter_ref_nh,Het is echt niet oké om mensen neger te noemen.,non-hateful,hateful
dutch-2727,567,counter_ref_nh,Je moeten ophouden met mensen sletten te noemen.,non-hateful,hateful
dutch-2730,567,counter_ref_nh,Je moeten ophouden met mensen flikkers te noemen.,non-hateful,hateful
dutch-2746,568,counter_ref_nh,Waarom zou je denken dat het acceptabel is om me een manwijf te noemen?,non-hateful,hateful
dutch-2760,569,counter_ref_nh,"Als je tegen vrouwen zegt dat ze de kanker kunnen krijgen, verwacht dan niet dat ze je respecteren.",non-hateful,hateful
dutch-2762,569,counter_ref_nh,"Als je tegen homoseksuelen zegt dat ze de kanker kunnen krijgen, verwacht dan niet dat ze je respecteren.",non-hateful,hateful
dutch-2766,569,counter_ref_nh,"Als je tegen Moslims zegt dat ze de kanker kunnen krijgen, verwacht dan niet dat ze je respecteren.",non-hateful,hateful
dutch-2774,571,counter_ref_nh,Schrijven dat vrouwen allemaal klootzakken zijn zegt veel over hoe kortzichtig jij bent.,non-hateful,hateful
dutch-2778,571,counter_ref_nh,Schrijven dat gehandicapten allemaal klootzakken zijn zegt veel over hoe kortzichtig jij bent.,non-hateful,hateful
dutch-2797,588,target_obj_nh,Pop-up advertenties zijn absoluut verachtelijk.,non-hateful,hateful
dutch-2817,608,target_obj_nh,Restaurantketens zijn een virus.,non-hateful,hateful
dutch-2825,616,target_obj_nh,Laten we dat onkruid gewoon uitroeien.,non-hateful,hateful
dutch-2834,625,target_obj_nh,Iemand zou die ballonnen gewoon moeten neersteken.,non-hateful,hateful
dutch-2846,637,target_indiv_nh,Ik haat je.,non-hateful,hateful
dutch-2853,644,target_indiv_nh,Jij bent absoluut de slechtste.,non-hateful,hateful
dutch-2864,655,target_indiv_nh,Alleen jij kunt zo onwetend zijn.,non-hateful,hateful
dutch-2866,657,target_indiv_nh,Hij is altijd de domme.,non-hateful,hateful
dutch-2870,661,target_indiv_nh,Je bent absolute vuiligheid,non-hateful,hateful
dutch-2872,663,target_indiv_nh,Je bent menselijk afval.,non-hateful,hateful
dutch-2873,664,target_indiv_nh,Je bent een plaag.,non-hateful,hateful
dutch-2874,665,target_indiv_nh,Je bent een rat.,non-hateful,hateful
dutch-2876,667,target_indiv_nh,Je leven is absoluut niets waard.,non-hateful,hateful
dutch-2878,669,target_indiv_nh,Ik wil hem doden.,non-hateful,hateful
dutch-2884,675,target_indiv_nh,Ik zal hem vandaag moeten verkrachten.,non-hateful,hateful
dutch-2887,678,target_indiv_nh,Ik breek je nek.,non-hateful,hateful
dutch-2890,681,target_indiv_nh,Ik zal alle tegenstanders zoals jij afslachten.,non-hateful,hateful
dutch-2893,684,target_indiv_nh,Je verdient het om te sterven.,non-hateful,hateful
dutch-2895,686,target_indiv_nh,Ik wou dat hij op straat werd doodgeschoten.,non-hateful,hateful
dutch-2897,688,target_indiv_nh,Je vermoorden zou gedecriminaliseerd moeten worden.,non-hateful,hateful
dutch-2898,689,target_indiv_nh,Ze zou geëxecuteerd moeten worden.,non-hateful,hateful
dutch-2899,690,target_indiv_nh,De wereld zou beter af zijn zonder jou.,non-hateful,hateful
dutch-2904,695,target_indiv_nh,Jullie kunnen allemaal de kanker krijgen.,non-hateful,hateful
dutch-2917,708,target_group_nh,Ik voel niets dan minachting voor de politie.,non-hateful,hateful
dutch-2918,709,target_group_nh,Bakkers zijn absoluut de ergste.,non-hateful,hateful
dutch-2922,713,target_group_nh,"Andere voetballers die denken dat ze mijn gelijke zijn, vullen me met zoveel woede.",non-hateful,hateful
dutch-2924,715,target_group_nh,De totale minachting die ik voel voor klimaatontkenners is moeilijk onder woorden te brengen.,non-hateful,hateful
dutch-2932,723,target_group_nh,Alleen gematigden kunnen zo onwetend zijn.,non-hateful,hateful
dutch-2934,725,target_group_nh,Centristen zijn zonder twijfel de domste mensen op deze planeet.,non-hateful,hateful
dutch-2935,726,target_group_nh,Brandweerlieden zijn gewoon de domste mensen.,non-hateful,hateful
dutch-2938,729,target_group_nh,Kunstenaars zijn parasieten van onze samenleving.,non-hateful,hateful
dutch-2940,731,target_group_nh,Voetbalsupporters zijn menselijk afval.,non-hateful,hateful
dutch-2942,733,target_group_nh,De levens van advocaten zijn absoluut niets waard.,non-hateful,hateful
dutch-2943,734,target_group_nh,Dat is passend voor autorijdend ongedierte zoals jij.,non-hateful,hateful
dutch-2945,736,target_group_nh,Communisten zijn een kankergezwel.,non-hateful,hateful
dutch-2950,741,target_group_nh,"De eerstvolgende keer dat ik een fietser zie, zal ik die neerschieten.",non-hateful,hateful
dutch-2953,744,target_group_nh,Ik zal de kelen van die racisten doorsnijden.,non-hateful,hateful
dutch-2960,751,target_group_nh,Ik zou die managers graag zien lijden.,non-hateful,hateful
dutch-2961,752,target_group_nh,Ik wou dat alle demonstranten op straat werden doodgeschoten.,non-hateful,hateful
dutch-2963,754,target_group_nh,Ik wou dat seksisten zoals jullie allemaal de keel doorgesneden kregen.,non-hateful,hateful
dutch-2964,755,target_group_nh,Het zou het beste zijn om dat soort dieven te verdrinken.,non-hateful,hateful
dutch-2968,759,target_group_nh,Het is in het belang van iedereen om die nazi's gewoon af te slachten.,non-hateful,hateful
dutch-2969,760,target_group_nh,Iemand zou de nekken van al die verpleegsters moeten breken.,non-hateful,hateful
dutch-2970,761,target_group_nh,Die marketingdirecteuren moeten op de brandstapel worden gezet.,non-hateful,hateful
dutch-2971,762,target_group_nh,Pro-lifers moeten oprotten uit ons land.,non-hateful,hateful
dutch-2973,764,target_group_nh,Van nature zijn bedrijfsaccountants rotzakken.,non-hateful,hateful
dutch-2983,768,spell_char_swap_h,Ik wlag van alle vrouwen hier in de buurt.,hateful,non-hateful
dutch-2984,768,spell_char_swap_h,Ik wlag van alle transgenders hier in de buurt.,hateful,non-hateful
dutch-2986,768,spell_char_swap_h,Ik wlag van alle zwarte personen hier in de buurt.,hateful,non-hateful
dutch-2987,768,spell_char_swap_h,Ik wlag van alle gehandicapten hier in de buurt.,hateful,non-hateful
dutch-2989,768,spell_char_swap_h,Ik wlag van alle Moslims hier in de buurt.,hateful,non-hateful
dutch-3018,773,spell_char_swap_h,Een vrouw is niets anders dan afavl.,hateful,non-hateful
dutch-3019,773,spell_char_swap_h,Een transgender is niets anders dan afavl.,hateful,non-hateful
dutch-3034,775,spell_char_swap_h,Jij en alle andere homoseksuelen zijn een plaga voor de samenleving.,hateful,non-hateful
dutch-3041,776,spell_char_swap_h,Ik stref liever dan dat ik met een homoseksuele uitga.,hateful,non-hateful
dutch-3064,779,spell_char_swap_h,Odod aan alle gehandicapten.,hateful,non-hateful
dutch-3109,786,spell_char_swap_h,"Als het idee van een vrouw komt, moet het wel llukoek zijn.",hateful,non-hateful
dutch-3114,786,spell_char_swap_h,"Als het idee van een immigrant komt, moet het wel llukoek zijn.",hateful,non-hateful
dutch-3151,792,spell_char_del_h,Typisch voor een vrouw om zo dm te zijn.,hateful,non-hateful
dutch-3165,794,spell_char_del_h,De levns van vrouwen zijn waardeloos.,hateful,non-hateful
dutch-3227,802,spell_char_del_h,Het verkrachten van een Mslim zoals jij zou niet illegaal moeten zijn.,hateful,non-hateful
dutch-3228,803,spell_char_del_h,Vrouwen kunnen allemaal de knker krijgen.,hateful,non-hateful
