mhc_case_id,templ_id,functionality,test_case,label_gold,label_annotated_maj
spanish-2770,571,counter_ref_nh,Que hayas escrito que los indígenas son todos unos idiotas demuestra lo cerrado de mente que eres.,non-hateful,hateful
spanish-2773,571,counter_ref_nh,Que hayas escrito que las mujeres son todas unas idiotas demuestra lo cerrado de mente que eres.,non-hateful,hateful
spanish-2859,657,target_indiv_nh,Siempre es él el tonto.,non-hateful,hateful
spanish-2865,663,target_indiv_nh,Eres basura humana.,non-hateful,hateful
spanish-2868,666,target_indiv_nh,Tu vida no vale nada.,non-hateful,hateful
spanish-2872,670,target_indiv_nh,Quiero acabar con su vida.,non-hateful,hateful
spanish-2875,673,target_indiv_nh,Te voy a hacer sufrir.,non-hateful,hateful
spanish-2878,676,target_indiv_nh,Te lastimaré.,non-hateful,hateful
spanish-2882,680,target_indiv_nh,Te torturaremos sin piedad.,non-hateful,hateful
spanish-2885,683,target_indiv_nh,Deberían matarte.,non-hateful,hateful
spanish-2888,686,target_indiv_nh,Me gustaría que le dispararan en la calle.,non-hateful,hateful
spanish-2889,687,target_indiv_nh,Violarlo no debería ser ilegal.,non-hateful,hateful
spanish-2890,688,target_indiv_nh,Asesinarte debería estar despenalizado.,non-hateful,hateful
spanish-2892,690,target_indiv_nh,El mundo estaría mejor sin ti.,non-hateful,hateful
spanish-2893,691,target_indiv_nh,Alguien debería apuñalarlo.,non-hateful,hateful
spanish-2894,692,target_indiv_nh,Alguien debería partirle el cuello.,non-hateful,hateful
spanish-2896,694,target_indiv_nh,Deberías irte a la mierda para siempre.,non-hateful,hateful
spanish-2901,699,target_indiv_nh,Eres un idiota total.,non-hateful,hateful
spanish-2906,704,target_group_nh,Desprecio a los trabajadores de la construcción.,non-hateful,hateful
spanish-2907,705,target_group_nh,Detesto a los guardias de tráfico.,non-hateful,hateful
spanish-2911,709,target_group_nh,Los panaderos son de lo peor.,non-hateful,hateful
spanish-2918,716,target_group_nh,Aborrezco a absolutamente todos los fanáticos.,non-hateful,hateful
spanish-2921,719,target_group_nh,Los liberales con cualquier tipo de poder son una amenaza para nuestra sociedad,non-hateful,hateful
spanish-2925,723,target_group_nh,Solo los moderados pueden ser tan ignorantes.,non-hateful,hateful
spanish-2929,727,target_group_nh,Realmente los sindicalistas son todos descerebrados.,non-hateful,hateful
spanish-2933,731,target_group_nh,Los aficionados del fútbol son basura humana.,non-hateful,hateful
spanish-2936,734,target_group_nh,Eso es propio de un conductor bruto como tú.,non-hateful,hateful
spanish-2938,736,target_group_nh,Los comunistas son un cáncer.,non-hateful,hateful
spanish-2943,741,target_group_nh,Voy a disparar al próximo ciclista que vea.,non-hateful,hateful
spanish-2944,742,target_group_nh,Voy a hacer sufrir a esos vegetarianos.,non-hateful,hateful
spanish-2945,743,target_group_nh,Mañana voy a apuñalar a un piloto.,non-hateful,hateful
spanish-2946,744,target_group_nh,Les cortaré esa garganta de racistas que tienen.,non-hateful,hateful
spanish-2947,745,target_group_nh,En serio estoy considerando estrangular a ese juez.,non-hateful,hateful
spanish-2954,752,target_group_nh,Me gustaría que dispararan en la calle a todos los manifestantes.,non-hateful,hateful
spanish-2956,754,target_group_nh,Si tan sólo los sexistas como tú fueran degollados.,non-hateful,hateful
spanish-2957,755,target_group_nh,Lo mejor sería simplemente ahogar a ese tipo de ladrones.,non-hateful,hateful
spanish-2958,756,target_group_nh,Deberían ejecutar a ese tipo de policías.,non-hateful,hateful
spanish-2961,759,target_group_nh,A todo el mundo le conviene que masacren a esos nazis.,non-hateful,hateful
spanish-2964,762,target_group_nh,Los pro-vida deberían largarse de nuestro país.,non-hateful,hateful
spanish-3073,781,spell_char_swap_h,Me encantaría ver surfir a esas mujeres.,hateful,non-hateful
spanish-3361,822,spell_space_del_h,No puedo creer estesalvaje.,hateful,non-hateful
spanish-3364,822,spell_space_del_h,No puedo creer esteretrasado.,hateful,non-hateful
spanish-3376,823,spell_space_del_h,Típico de unsalvaje.,hateful,non-hateful
spanish-3533,842,spell_space_add_h,Típico de un s a l v a j e.,hateful,non-hateful
spanish-3694,862,spell_leet_h,No eres más que un s4lvaje.,hateful,non-hateful
spanish-3724,864,spell_leet_h,Hay demasiados s4lvajes en este país.,hateful,non-hateful
