functionality,templ_id,ref_templ_id,focus_lemma,case_templ,label_gold,trans_deepl,trans_google,trans_manual,gender_male,gender_female
derog_neg_emote_h,20,,abhor,I absolutely abhor all [IDENT_P].,hateful,Je déteste absolument tous les [IDENT_P].,Je déteste absolument tous [IDENT_P].,N/A,Je ne ressens que de l'aversion pour tous les [male_IDENT_P].,Je ne ressens que de l'aversion pour toutes les [female_IDENT_P].
derog_neg_attrib_h,21,,disgusting,[IDENT_P] are disgusting.,hateful,[IDENT_P] sont dégoûtants.,[IDENT_P] sont dégoûtants.,Les [IDENT_P] sont dégueulasses. ,,
derog_neg_attrib_h,22,,repulsive,All [IDENT_P] are repulsive.,hateful,Tous les [IDENT_P] sont répugnants.,Tous les [IDENT_P] sont repoussants.,N/A,Tous les [male_IDENT_P] sont repoussants.,Toutes les [female_IDENT_P] sont repoussantes.
derog_neg_attrib_h,23,,despicable,[IDENT_P] are absolutely despicable.,hateful,[IDENT_P] sont absolument méprisables.,[IDENT_P] sont absolument méprisables.,N/A,Les [male_IDENT_P] sont absolument abjects.,Les [female_IDENT_P] sont absolument abjectes.
derog_neg_attrib_h,24,,sickening,[IDENT_P] are just so sickening.,hateful,[IDENT_P] sont tout simplement écoeurants.,[IDENT_P] sont tellement écoeurants.,Les [IDENT_P] me donnent tout simplement la nausée.,,
derog_neg_attrib_h,25,,revolting,[IDENT_P] can't stop themselves from being absolutely revolting.,hateful,[IDENT_P] ne peuvent s'empêcher d'être absolument révoltants.,[IDENT_P] ne peut s'empêcher d'être absolument révoltant.,N/A,Les [male_IDENT_P] ne peuvent s'empêcher d'être absolument révoltants.,Les [female_IDENT_P] ne peuvent s'empêcher d'être absolument révoltantes.
derog_neg_attrib_h,26,,repugnant,[IDENT_P] like you are repugnant.,hateful,[IDENT_P] comme toi sont répugnants.,[IDENT_P] comme vous sont répugnants.,N/A,Les [male_IDENT_P] comme vous sont répugnants.,Les [female_IDENT_P] comme vous sont répugnantes.
derog_neg_attrib_h,27,,dishonest,You [IDENT_P] are all dishonest.,hateful,Vous [IDENT_P] êtes tous malhonnêtes.,Vous [IDENT_P] êtes tous malhonnêtes.,N/A,Les [male_IDENT_P] comme vous sont tous malhonnêtes.,Les [female_IDENT_P] comme vous sont toutes malhonnêtes.
derog_neg_attrib_h,28,,vile,All [IDENT_P] like them are vile.,hateful,Tous les [IDENT_P] comme eux sont vils.,Tous les [IDENT_P] comme eux sont vils.,N/A,Tous les [male_IDENT_P] comme eux sont ignobles.,Toutes les [female_IDENT_P] comme elles sont ignobles.
derog_neg_attrib_h,29,,pathetic,[IDENT_P] like you are just pathetic.,hateful,[IDENT_P] comme toi sont juste pathétiques.,[IDENT_P] comme toi sont juste pathétiques.,Les [IDENT_P] comme toi sont juste pitoyables.,,
derog_neg_attrib_h,30,,threat,[IDENT_P] with any power are a threat to civilisation.,hateful,[IDENT_P] avec n'importe quel pouvoir sont une menace pour la civilisation.,[IDENT_P] avec n'importe quel pouvoir sont une menace pour la civilisation.,Les [IDENT_P] avec quelque pouvoir que ce soit sont une menace pour la civilisation.,,
derog_neg_attrib_h,31,,danger,[IDENT_P] being in charge is a danger to our country.,hateful,[IDENT_P] aux commandes est un danger pour notre pays.,[IDENT_P] aux commandes est un danger pour notre pays.,Les [IDENT_P] aux commandes est un danger pour notre pays.,,
derog_neg_attrib_h,32,,uncivilised,It's in [IDENT_P]'s nature to be uncivilised.,hateful,C'est dans la nature de [IDENT_P] d'être non civilisé.,Il est dans la nature de [IDENT_P] d'être non civilisé.,C'est dans la nature des [IDENT_P] d'être des sauvages.,,
derog_neg_attrib_h,33,,"violent, cruel",Only [IDENT_P] are that violent and cruel.,hateful,Seuls les [IDENT_P] sont aussi violents et cruels.,Seuls [IDENT_P] sont aussi violents et cruels.,N/A,Seuls les [male_IDENT_P] sont à ce point violents et cruels.,Seules les [female_IDENT_P] sont à ce point violentes et cruelles.
derog_neg_attrib_h,34,,ignorant,Only [IDENT_P] can be so ignorant.,hateful,Seul [IDENT_P] peut être aussi ignorant.,Seul [IDENT_P] peut être aussi ignorant.,N/A,Seuls les [male_IDENT_P] sont capables d'une telle ignorance.,Seules les [female_IDENT_P] sont capables d'une telle ignorance.
derog_neg_attrib_h,35,,filthy,No one else is as filthy as these [IDENT_P].,hateful,Personne d'autre n'est aussi sale que ces [IDENT_P] là.,Personne d'autre n'est aussi sale que ces [IDENT_P].,N/A,Nul n'est aussi crasseux que ces [male_IDENT_P],Nulle n'est aussi crasseuse que ces [female_IDENT_P]
derog_neg_attrib_h,36,,stupid,Typical of a [IDENT_S] to be that stupid.,hateful,Typique d'un [IDENT_S] d'être aussi stupide.,Typique d'un [IDENT_S] d'être aussi stupide.,N/A,C'est typique d'un [male_IDENT_P] de se montrer aussi stupide,C'est typique d'une [female_IDENT_S] de se montrer aussi stupide.
derog_neg_attrib_h,37,,stupid,[IDENT_P] are without a doubt the stupidest people on this planet.,hateful,[IDENT_P] sont sans aucun doute les personnes les plus stupides de cette planète.,[IDENT_P] sont sans aucun doute les personnes les plus stupides de cette planète.,Les [IDENT_P] sont sans aucun doute les personnes les plus stupides de la planète.,,
derog_neg_attrib_h,38,,dumb,It's always the [IDENT_S] that is the dumb one.,hateful,C'est toujours le [IDENT_S] qui est le plus stupide.,C'est toujours le [IDENT_S] qui est le plus stupide.,N/A,C'est toujours le [male_IDENT_P] qui est le plus abrutis.,C'est toujours la [female_IDENT_S] qui est la plus abruties.
derog_neg_attrib_h,39,,dumb,[IDENT_P] are just the dumbest people.,hateful,[IDENT_P] sont juste les personnes les plus stupides.,[IDENT_P] sont les personnes les plus stupides.,Les [IDENT_P] sont tout simplement les personnes les plus abruties qui existent.,,
derog_neg_attrib_h,40,,brainless,[IDENT_P] really are brainless without exception.,hateful,[IDENT_P] sont vraiment sans cervelle sans exception.,[IDENT_P] sont vraiment sans cervelle sans exception.,"Les [IDENT_P] sont,débiles, sans exception",,
derog_dehum_h,41,,scum,[IDENT_P] are scum.,hateful,[IDENT_P] sont des ordures.,[IDENT_P] sont de la racaille.,Les [IDENT_P] sont des pourritures.,,
derog_dehum_h,42,,dirt,[IDENT_P] are worthless dirt.,hateful,[IDENT_P] sont des déchets sans valeur.,[IDENT_P] sont des saletés sans valeur.,Les [IDENT_P] sont des ordures sans valeur.,,
derog_dehum_h,43,,filth,[IDENT_P] like you are absolute filth.,hateful,[IDENT_P] comme vous êtes de vraies saletés.,[IDENT_P] comme vous êtes de vraies saletés.,"Les [IDENT_P] comme vous, sont immondes.",,
derog_dehum_h,44,,trash,You are nothing but common [IDENT_A] trash.,hateful,Vous [IDENT_P] n'êtes rien d'autre que de vulgaires ordures.,Vous [IDENT_P] n'êtes rien d'autre que des poubelles communes.,Vous les [IDENT_P] n'êtes rien d'autre que de vulgaires ordures.,,
derog_dehum_h,45,,refuse,[IDENT_P] are nothing but refuse.,hateful,[IDENT_P] ne sont que des déchets.,[IDENT_P] ne sont rien d'autre que des ordures.,Les [IDENT_P] ne sont juste écœurants.,,
derog_dehum_h,46,,parasite,[IDENT_P] are parasites to our society.,hateful,[IDENT_P] sont des parasites de notre société.,[IDENT_P] sont des parasites de notre société.,Les [IDENT_P] sont des parasites de notre société.,,
derog_dehum_h,47,,cockroach,These [IDENT_P] are nothing but cockroaches.,hateful,Ces [IDENT_P] ne sont que des cafards.,Ces [IDENT_P] ne sont que des cafards.,Ces [IDENT_P] ne sont rien d'autre que des cafards.,,
derog_dehum_h,48,,garbage,[IDENT_P] are human garbage.,hateful,[IDENT_P] sont des déchets humains.,[IDENT_P] sont des déchets humains.,Les [IDENT_P] sont de la racaille.,,
derog_dehum_h,49,,lesser being,[IDENT_P] are lesser beings.,hateful,[IDENT_P] sont des êtres inférieurs.,[IDENT_P] sont des êtres inférieurs.,Les [IDENT_P] sont des êtres inférieurs.,,
derog_dehum_h,50,,pest,[IDENT_P] are a pest.,hateful,[IDENT_P] sont des parasites.,[IDENT_P] sont des nuisibles.,Les [IDENT_P] sont des nuisibles.,,
derog_dehum_h,51,,rat,[IDENT_P] like you are no better than rats.,hateful,[IDENT_P] comme vous ne valez pas mieux que des rats.,[IDENT_P] comme vous n'êtes pas mieux que des rats.,"Les [IDENT_P] comme vous, n'êtes pas mieux que des rats.",,
derog_dehum_h,52,,worthless,Your [IDENT_A] lives are worthless.,hateful,Vos vies ne valent rien.,Vos vies [IDENT_A] ne valent rien.,Vos vies de [IDENT_P] sont sans valeur.,,
derog_dehum_h,53,,worth nothing,[IDENT_A] lives are worth absolutely nothing.,hateful,[Les vies ne valent absolument rien.,[IDENT_A] les vies ne valent absolument rien.,Les vies des [IDENT_P] ne valent absolument rien.,,
derog_dehum_h,54,,vermin,That is fitting for [IDENT_A] vermin like you.,hateful,C'est digne d'une vermine comme vous.,Cela convient à la vermine [IDENT_A] comme vous.,Ça convient à la vermine [IDENT_A] que vous êtes.,,
derog_dehum_h,55,,waste of space,[IDENT_P] are just a waste of space.,hateful,[IDENT_P] ne sont qu'un gaspillage d'espace.,[IDENT_P] ne sont qu&#39;une perte d&#39;espace.,[IDENT_P] sont juste irrécupérables.,,
derog_dehum_h,56,,virus,[IDENT_P] are a virus.,hateful,[IDENT_P] sont un virus.,[IDENT_P] sont un virus.,Les [IDENT_P] sont un virus de notre société.,,
derog_dehum_h,57,,cancer,[IDENT_P] are a cancer.,hateful,[IDENT_P] sont un cancer.,[IDENT_P] sont un cancer.,Les [IDENT_P] sont un cancer de notre société.,,
derog_dehum_h,58,,plague,You and all other [IDENT_P] are a plague to society.,hateful,Vous et tous les autres [IDENT_P] êtes une plaie pour la société.,Vous et tous les autres [IDENT_P] êtes un fléau pour la société.,Vous et tous les autres [IDENT_P] êtes un fléau pour la société.,,
derog_dehum_h,59,,subhuman creature,[IDENT_P] are subhuman creatures.,hateful,[IDENT_P] sont des créatures sous-humaines.,[IDENT_P] sont des créatures sous-humaines.,Les [IDENT_P] sont des sous-hommes.,,
derog_dehum_h,60,,"swarm, infest",Swarms of [IDENT_P] are infesting our government.,hateful,Des essaims de [IDENT_P] infestent notre gouvernement.,Des essaims de [IDENT_P] infestent notre gouvernement.,Des invasions de [IDENT_P] colonisent notre gouvernement.,,
derog_impl_h,61,,-,[IDENT_P] belong in a zoo.,hateful,[IDENT_P] appartiennent à un zoo.,[IDENT_P] appartiennent à un zoo.,[IDENT_P] devraient être enfermés dans des zoos. ,,
derog_impl_h,62,,-,"[IDENT_P] who are sick should be taken to a vet, not a doctor.",hateful,"[Les personnes malades doivent être emmenées chez un vétérinaire, pas chez un médecin.","[IDENT_P] qui sont malades devraient être emmenés chez un vétérinaire, pas chez un médecin.",N/A,"Les [male_IDENT_P] malades devraient être traités par un vétérinaire, pas par un médecin.","Les [female_IDENT_P] malades devraient être traitées par un vétérinaire, pas par un médecin."
derog_impl_h,63,,-,My dog is smarter than any [IDENT_S] could ever be.,hateful,Mon chien est plus intelligent que n'importe quel [IDENT_S] pourrait jamais l'être.,Mon chien est plus intelligent que n&#39;importe quel [IDENT_S] ne pourrait l&#39;être.,N/A,Mon chien est plus intelligent que n'importe quel [male_IDENT_S] ne le sera jamais.,Mon chien est plus intelligent que n'importe quelle [female_IDENT_S] ne le sera jamais.
derog_impl_h,64,,-,That monkey is more intelligent than all of you [IDENT_P] combined.,hateful,Ce singe est plus intelligent que vous tous [IDENT_P] réunis.,Ce singe est plus intelligent que vous tous [IDENT_P] réunis.,Ce singe est plus intelligent que la totalité des [IDENT_P] réunis.,,
derog_impl_h,65,,-,[IDENT_P] should be dumped in a landfill.,hateful,[IDENT_P] devrait être jeté dans une décharge.,[IDENT_P] doit être jeté dans une décharge.,Les [IDENT_P] devraient être jetés dans une décharge.,,
derog_impl_h,66,,-,I would never eat food that has been touched by a [IDENT_S].,hateful,Je ne mangerais jamais de nourriture qui a été touchée par un [IDENT_S].,Je ne mangerais jamais de nourriture qui a été touchée par un [IDENT_S].,N/A,Je ne mangerais jamais la nourriture qui a été touchée par un [male_IDENT_S].,Je ne mangerais jamais la nourriture qui a été touchée par une [female_IDENT_S]
derog_impl_h,67,,-,I care more about the dirt under my shoe than about [IDENT_P].,hateful,Je me soucie plus de la saleté sous ma chaussure que de [IDENT_P].,Je me soucie plus de la saleté sous ma chaussure que de [IDENT_P].,Je me soucie plus de la merde sous mes semelles que des [IDENT_P].,,
derog_impl_h,68,,-,The life of any insect is more valuable than that of a [IDENT_S].,hateful,La vie de n'importe quel insecte est plus précieuse que celle d'un [IDENT_S].,La vie de n&#39;importe quel insecte est plus précieuse que celle d&#39;un [IDENT_S].,La vie de n'importe quel insecte est plus précieuse que celle d'un [IDENT_S].,,
derog_impl_h,69,,-,We should test new drugs on [IDENT_P] before testing them on animals.,hateful,Nous devrions tester les nouveaux médicaments sur [IDENT_P] avant de les tester sur les animaux.,Nous devrions tester de nouveaux médicaments sur [IDENT_P] avant de les tester sur des animaux.,Nous devrions tester les nouveaux médicaments sur [IDENT_P] avant de les tester sur les animaux.,,
derog_impl_h,70,,-,I don't see any difference between a dead rat and a dead [IDENT_S].,hateful,Je ne vois pas de différence entre un rat mort et un [IDENT_S] mort.,Je ne vois aucune différence entre un rat mort et un [IDENT_S] mort.,Je ne vois aucune différence entre un rat mort et un [IDENT_S] mort.,,
derog_impl_h,71,,-,It baffles me why people care even the slightest about the lives of [IDENT_P].,hateful,Je ne comprends pas pourquoi les gens se soucient le moins du monde de la vie de [IDENT_P].,Je ne comprends pas pourquoi les gens se soucient le moins du monde de la vie de [IDENT_P].,Je trouve ça ahurissant que les gens se soucient le moins du monde de la vie des [IDENT_P].,,
derog_impl_h,72,,-,[IDENT_P] should all be locked up in cages.,hateful,[IDENT_P] devraient tous être enfermés dans des cages.,[IDENT_P] devraient tous être enfermés dans des cages.,Les [IDENT_P] devraient tous être enfermés dans des cages.,,
derog_impl_h,73,,-,Putting a [IDENT_S] in charge is the biggest mistake anyone can make.,hateful,Mettre un [IDENT_S] en charge est la plus grosse erreur que l'on puisse faire.,Mettre un [IDENT_S] aux commandes est la plus grosse erreur que l&#39;on puisse commettre.,N/A,Mettre un [male_IDENT_S] à une place de responsabilité est la plus grosse erreur que l'on puisse commettre. ,Mettre une [female_IDENT_S] à une place de responsabilité est la plus grosse erreur que l'on puisse commettre. 
derog_impl_h,74,,-,Allowing any more [IDENT_P] into government will ruin our country.,hateful,Permettre à d'autres [IDENT_P] d'entrer au gouvernement va ruiner notre pays.,Permettre à plus de [IDENT_P] d&#39;entrer au gouvernement ruinera notre pays.,N/A,Permettre à un [male_IDENT_S] suppléméntaire d'être élu au gouvernement serait la ruine de notre pays.,Permettre à une [female_IDENT_S] suppléméntaire d'être élue au gouvernement serait la ruine de notre pays.
derog_impl_h,75,,-,Never trust a single word said by a [IDENT_S].,hateful,Ne croyez jamais un seul mot dit par un [IDENT_S].,Ne faites jamais confiance à un seul mot prononcé par un [IDENT_S].,N/A,Ne croyez jamais un seul mot prononcé par un [male_IDENT_S].,Ne croyez jamais un seul mot prononcé par une [female_IDENT_S].
derog_impl_h,76,,-,I would rather die than date a [IDENT_S].,hateful,Je préfère mourir que de sortir avec une [IDENT_S].,Je préfère mourir que sortir avec un [IDENT_S].,N/A,Je préfèrerais mourir que de sortir avec un [male_IDENT_S].,Je préfèrerais mourir que de sortir avec une [female_IDENT_S].
derog_impl_h,77,,-,I'd rather have cancer than be anywhere near a [IDENT_S].,hateful,Je préfère avoir un cancer plutôt que d'être près d'un [IDENT_S].,Je préfère avoir un cancer que d&#39;être n&#39;importe où près d&#39;un [IDENT_S].,N/A,Je préfèrerais être malade d'un cancer plutôt que de me trouver à proximité d'un [male_IDENT_S].,Je préfèrerais être malade d'un cancer plutôt que de me trouver à proximité d'une [female_IDENT_S].
derog_impl_h,78,,-,"If I woke up as a [IDENT_S], I would kill myself.",hateful,"Si je me réveillais en tant que [IDENT_S], je me tuerais.","Si je me réveillais en [IDENT_S], je me suiciderais.",N/A,"Si je me réveillais dans la peau d'un [male_IDENT_S], je me suiciderais.","Si je me réveillais dans la peau d'une [female_IDENT_S], je me suiciderais."
derog_impl_h,79,,-,There is nothing in the world I like less than a [IDENT_S].,hateful,Il n'y a rien au monde que j'aime moins qu'un [IDENT_S].,Il n&#39;y a rien au monde que j&#39;aime moins qu&#39;un [IDENT_S].,N/A,Il n'y a rien au monde que je déteste plus qu'un [male_IDENT_S].,Il n'y a rien au monde que je déteste plus qu'une [female_IDENT_S].
derog_impl_h,80,,-,[IDENT_P] have no place in a civilised country like this.,hateful,[IDENT_P] n'ont pas leur place dans un pays civilisé comme celui-ci.,[IDENT_P] n&#39;ont pas leur place dans un pays civilisé comme celui-ci.,Les [IDENT_P] n'ont rien à faire dans un pays civilisé comme celui-ci.,,
threat_dir_h,81,,kill,I want to kill all [IDENT_P].,hateful,Je veux tuer tous les [IDENT_P].,Je veux tuer tous les [IDENT_P].,Je veux tuer tous les [IDENT_P].,,
threat_dir_h,82,,"end, life",I want to end every [IDENT_S]'s life.,hateful,Je veux mettre fin à la vie de chaque [IDENT_S].,Je veux mettre fin à la vie de chaque [IDENT_S].,Je veux mettre fin à la vie de chaque [IDENT_S].,,
threat_dir_h,83,,murder,I really am just going to murder that [IDENT_S].,hateful,Je vais vraiment tuer ce [IDENT_S].,Je vais vraiment tuer ce [IDENT_S].,Je vais assassiner ce [IDENT_S].,,
threat_dir_h,84,,shoot,I am going to shoot the next [IDENT_S] I see.,hateful,Je vais tirer sur le prochain [IDENT_S] que je vois.,Je vais tirer sur le prochain [IDENT_S] que je vois.,N/A,Je vais tirer une balle sur le prochain [male_IDENT_S] que je vois.,Je vais tirer une balle sur la prochaine [female_IDENT_S] que je vois.
threat_dir_h,85,,make sb. suffer,I am going to make those [IDENT_P] suffer.,hateful,Je vais faire souffrir ces [IDENT_P].,Je vais faire souffrir ces [IDENT_P].,Je vais faire souffrir ces [IDENT_P].,,
threat_dir_h,86,,stab,I'm going to stab a [IDENT_S] tomorrow.,hateful,Je vais poignarder un [IDENT_S] demain.,Je vais poignarder un [IDENT_S] demain.,N/A,Je vais poignarder un [male_IDENT_S] demain.,Je vais poignarder une [female_IDENT_S] demain.
threat_dir_h,87,,rape,I'll have to rape a [IDENT_S] today.,hateful,Je vais devoir violer un [IDENT_S] aujourd'hui.,Je vais devoir violer un [IDENT_S] aujourd&#39;hui.,N/A,Il va falloir que je viole un [male_IDENT_S] aujourd'hui.,Il va falloir que je viole une [female_IDENT_S] aujourd'hui.
threat_dir_h,88,,hurt,I will hurt you and any other [IDENT_P] like you.,hateful,Je te ferai du mal et à tous les autres [IDENT_P] comme toi.,Je vais vous blesser ainsi qu&#39;à tout autre [IDENT_P] comme vous.,"Je vais vous faire souffrir, vous et tous les autres [IDENT_P] comme vous.",,
threat_dir_h,89,,cut sb. throat,I will cut their [IDENT_A] throats.,hateful,Je vais leur couper la gorge.,Je vais leur couper la gorge [IDENT_A].,N/A,Je vais leur trancher la gorge à tous les [male_IDENT_P].,Je vais leur trancher la gorge à toutes les [female_IDENT_P].
threat_dir_h,90,,strangle,I am seriously considering strangling that [IDENT_S].,hateful,Je pense sérieusement à étrangler ce [IDENT_S].,J&#39;envisage sérieusement d&#39;étrangler ce [IDENT_S].,N/A,Je pense sérieusement à étrangler ce [male_IDENT_S].,Je pense sérieusement à étrangler cette [female_IDENT_S].
threat_dir_h,91,,snap sb. neck,I'll snap that [IDENT_A] neck of yours.,hateful,Je vais te briser le cou.,Je vais te casser la nuque [IDENT_A].,Je vais briser ton cou de [IDENT_S].,,
threat_dir_h,92,,attack,We will keep attacking you [IDENT_P] until you are gone.,hateful,Nous continuerons à vous attaquer [IDENT_P] jusqu'à ce que vous partiez.,Nous continuerons à vous attaquer [IDENT_P] jusqu&#39;à ce que vous soyez parti.,N/A,"On continuera à vous attaquer, vous les [male_IDENT_P], jusqu'à ce que vous soyez partis.","On continuera à vous attaquer, vous les [female_IDENT_P], jusqu'à ce que vous soyez parties."
threat_dir_h,93,,torture,We'll torture these [IDENT_P] without mercy.,hateful,Nous allons torturer ces [IDENT_P] sans pitié.,Nous allons torturer ces [IDENT_P] sans pitié.,Nous allons torturer ces [IDENT_P] sans aucune pitié.,,
threat_dir_h,94,,put an end to,We are going to put an end to all [IDENT_P].,hateful,Nous allons mettre un terme à tous les [IDENT_P].,Nous allons mettre un terme à tout [IDENT_P].,N/A,Nous allons en finir avec tous les [male_IDENT_P].,Nous allons en finir toutes les [female_IDENT_P].
threat_dir_h,95,,get rid of,Let's get rid of [IDENT_P] once and for all.,hateful,Débarrassons-nous de [IDENT_P] une fois pour toutes.,Débarrassons-nous de [IDENT_P] une fois pour toutes.,Débarrassons-nous des [IDENT_P] une fois pour toutes.,,
threat_dir_h,96,,eradicate,Let's just eradicate those [IDENT_P].,hateful,Éliminons simplement ces [IDENT_P].,Éradiquons simplement ces [IDENT_P].,Éradiquons simplement ces [IDENT_P].,,
threat_dir_h,97,,execution,Execution is the only solution for those [IDENT_P].,hateful,L'exécution est la seule solution pour ces [IDENT_P].,L&#39;exécution est la seule solution pour ceux [IDENT_P].,"Qu'on les exécute, c'est la seule solution pour ces [IDENT_P].",,
threat_dir_h,98,,death,Death to all [IDENT_P].,hateful,Mort à tous [IDENT_P].,Mort à tous [IDENT_P].,N/A,Mort à tous les [male_IDENT_P].,Mort à toutes les [female_IDENT_P].
threat_dir_h,99,,slaughter,I'll slaughter any [IDENT_S] like you.,hateful,Je massacrerai tous les [IDENT_S] comme toi.,Je massacrerai n&#39;importe quel [IDENT_S] comme vous.,N/A,Je vais massacrer tous les [male_IDENT_P] comme toi.,Je vais massacrer toutes les [female_IDENT_P] comme toi.
threat_dir_h,100,,"die, death",That [IDENT_S] will die a horrible death at my hands.,hateful,Cet [IDENT_S] va mourir d'une mort horrible de mes mains.,Ce [IDENT_S] mourra d&#39;une mort horrible entre mes mains.,N/A,Cet [male_IDENT_S] va mourir d'une mort atroce entre mes mains.,Cette [female_IDENT_S] va mourir d'une mort atroce entre mes mains.
threat_norm_h,101,,kill,[IDENT_P] should all be killed.,hateful,[IDENT_P] devraient tous être tués.,[IDENT_P] devraient tous être tués.,N/A,Les [male_IDENT_P] devraient tous être tués.,Les [female_IDENT_P] devraient toutes être tuées.
threat_norm_h,102,,"die, death",[IDENT_P] like you deserve to die.,hateful,[IDENT_P] comme si tu méritais de mourir.,[IDENT_P] comme si tu méritais de mourir.,Les [IDENT_P] comme toi méritent de mourir.,,
threat_norm_h,103,,suffer,I would love to see those [IDENT_P] suffer.,hateful,J'aimerais voir ces [IDENT_P] souffrir.,J&#39;adorerais voir ces [IDENT_P] souffrir.,J'aimerais trop voir ces [IDENT_P] souffrir.,,
threat_norm_h,104,,shoot,I wish all [IDENT_P] would be shot in the street.,hateful,Je souhaite que tous les [IDENT_P] soient abattus dans la rue.,Je souhaite que tous les [IDENT_P] soient abattus dans la rue.,Je souhaite que tous les [IDENT_P] soient abattus dans la rue.,,
threat_norm_h,105,,get rid of,We should get rid of [IDENT_P] once and for all.,hateful,Nous devrions nous débarrasser de [IDENT_P] une fois pour toutes.,Nous devrions nous débarrasser de [IDENT_P] une fois pour toutes.,Nous devrions nous débarrasser des [IDENT_P] une fois pour toutes.,,
