functionality,templ_id,ref_templ_id,focus_lemma,case_templ,label_gold,trans_deepl,trans_google,trans_manual
derog_dehum_h,55,,waste of space,[IDENT_P] are just a waste of space.,hateful,[IDENT_P] zijn gewoon een verspilling van ruimte.,[IDENT_P] zijn gewoon een verspilling van ruimte.,[IDENT_P] zijn gewoon een verspilling van ruimte.
derog_dehum_h,56,,virus,[IDENT_P] are a virus.,hateful,[IDENT_P] zijn een virus.,[IDENT_P] is een virus.,[IDENT_P] zijn een virus.
derog_dehum_h,57,,cancer,[IDENT_P] are a cancer.,hateful,[zijn een kankergezwel.,[IDENT_P] zijn een vorm van kanker.,[IDENT_P] zijn een kankergezwel.
derog_dehum_h,58,,plague,You and all other [IDENT_P] are a plague to society.,hateful,U en alle andere [IDENT_P] zijn een plaag voor de samenleving.,Jij en alle andere [IDENT_P] zijn een plaag voor de samenleving.,Jij en alle andere [IDENT_P] zijn een plaag voor de samenleving.
derog_dehum_h,59,,subhuman creature,[IDENT_P] are subhuman creatures.,hateful,[IDENT_P] zijn onmenselijke wezens.,[IDENT_P] zijn onmenselijke wezens.,[IDENT_P] zijn onmenselijke wezens.
derog_dehum_h,60,,"swarm, infest",Swarms of [IDENT_P] are infesting our government.,hateful,Zwermen van [IDENT_P] teisteren onze regering.,Zwermen [IDENT_P] teisteren onze regering.,Zwermen [IDENT_P] infesteren onze regering.
derog_impl_h,61,,-,[IDENT_P] belong in a zoo.,hateful,[in een dierentuin thuishoren.,[IDENT_P] hoort thuis in een dierentuin.,[IDENT_P] behoren in een dierentuin.
derog_impl_h,62,,-,"[IDENT_P] who are sick should be taken to a vet, not a doctor.",hateful,"[IDENT_P] die ziek zijn moeten naar een dierenarts, niet naar een dokter.","[IDENT_P] die ziek zijn, moeten naar een dierenarts worden gebracht, niet naar een arts.","[IDENT_P] die ziek zijn, moeten naar een dierenarts, niet naar een dokter."
derog_impl_h,63,,-,My dog is smarter than any [IDENT_S] could ever be.,hateful,Mijn hond is slimmer dan een [IDENT_S] ooit zou kunnen zijn.,Mijn hond is slimmer dan welke [IDENT_S] ooit zou kunnen zijn.,Mijn hond is slimmer dan een [IDENT_S] ooit zou kunnen zijn.
derog_impl_h,64,,-,That monkey is more intelligent than all of you [IDENT_P] combined.,hateful,Die aap is intelligenter dan jullie allemaal samen.,Die aap is intelligenter dan jullie allemaal [IDENT_P] samen.,Die aap is intelligenter dan jullie [IDENT_P] allemaal bij elkaar.
derog_impl_h,65,,-,[IDENT_P] should be dumped in a landfill.,hateful,[IDENT_P] zou op een stortplaats gedumpt moeten worden.,[IDENT_P] moet op een stortplaats worden gedumpt.,[IDENT_P] moeten op een stortplaats worden gedumpt.
derog_impl_h,66,,-,I would never eat food that has been touched by a [IDENT_S].,hateful,Ik zou nooit voedsel eten dat is aangeraakt door een [IDENT_S].,Ik zou nooit voedsel eten dat is aangeraakt door een [IDENT_S].,Ik zou nooit voedsel eten dat is aangeraakt door een [IDENT_S].
derog_impl_h,67,,-,I care more about the dirt under my shoe than about [IDENT_P].,hateful,Ik geef meer om het vuil onder mijn schoen dan om [IDENT_P].,Ik geef meer om het vuil onder mijn schoen dan om [IDENT_P].,Ik geef meer om het vuil onder mijn schoen dan om [IDENT_P].
derog_impl_h,68,,-,The life of any insect is more valuable than that of a [IDENT_S].,hateful,Het leven van een insect is waardevoller dan dat van een [IDENT_S].,Het leven van een insect is waardevoller dan dat van een [IDENT_S].,Het leven van een insect is waardevoller dan dat van een [IDENT_S].
derog_impl_h,69,,-,We should test new drugs on [IDENT_P] before testing them on animals.,hateful,We moeten nieuwe medicijnen testen op [IDENT_P] voordat we ze op dieren testen.,We moeten nieuwe medicijnen testen op [IDENT_P] voordat we ze op dieren testen.,We moeten nieuwe medicijnen testen op [IDENT_P] voordat we ze op dieren testen.
derog_impl_h,70,,-,I don't see any difference between a dead rat and a dead [IDENT_S].,hateful,Ik zie geen verschil tussen een dode rat en een dode [IDENT_S].,Ik zie geen verschil tussen een dode rat en een dode [IDENT_S].,Ik zie geen verschil tussen dode ratten en dode [IDENT_P].
derog_impl_h,71,,-,It baffles me why people care even the slightest about the lives of [IDENT_P].,hateful,Het verbijstert me waarom mensen zich ook maar iets aantrekken van het leven van [IDENT_P].,Het verbijstert me waarom mensen ook maar de geringste interesse hebben in het leven van [IDENT_P].,Het verbijstert me waarom mensen zich ook maar iets aantrekken van de levens van [IDENT_P].
derog_impl_h,72,,-,[IDENT_P] should all be locked up in cages.,hateful,[moeten allemaal opgesloten worden in kooien.,[IDENT_P] zouden allemaal in kooien moeten worden opgesloten.,[IDENT_P] moeten allemaal worden opgesloten in kooien.
derog_impl_h,73,,-,Putting a [IDENT_S] in charge is the biggest mistake anyone can make.,hateful,Een [IDENT_S] aan het hoofd zetten is de grootste fout die iemand kan maken.,Een [IDENT_S] aan het roer zetten is de grootste fout die iemand kan maken.,Een [IDENT_S] de leiding geven is de grootste fout die iemand kan maken.
derog_impl_h,74,,-,Allowing any more [IDENT_P] into government will ruin our country.,hateful,Nog meer [IDENT_P] in de regering toelaten zal ons land ruïneren.,Nog meer [IDENT_P] toelaten in de regering zal ons land ruïneren.,Het toelaten van meer [IDENT_P] in de overheid zal ons land ruïneren.
derog_impl_h,75,,-,Never trust a single word said by a [IDENT_S].,hateful,Vertrouw nooit één woord van een [IDENT_S].,Vertrouw nooit een enkel woord van een [IDENT_S].,Vertrouw nooit een enkel woord dat uit een [IDENT_S] komt.
derog_impl_h,76,,-,I would rather die than date a [IDENT_S].,hateful,Ik ga nog liever dood dan dat ik met een [IDENT_S] uitga.,Ik ga liever dood dan daten met een [IDENT_S].,Ik sterf liever dan dat ik met een [IDENT_S] uitga.
derog_impl_h,77,,-,I'd rather have cancer than be anywhere near a [IDENT_S].,hateful,Ik heb liever kanker dan in de buurt van een [IDENT_S] te zijn.,Ik heb liever kanker dan in de buurt van een [IDENT_S] te zijn.,Ik heb liever kanker dan in de buurt te zijn van een [IDENT_S].
derog_impl_h,78,,-,"If I woke up as a [IDENT_S], I would kill myself.",hateful,"Als ik wakker zou worden als een [IDENT_S], zou ik mezelf vermoorden.","Als ik wakker zou worden als [IDENT_S], zou ik zelfmoord plegen.","Als ik wakker werd als een [IDENT_S], zou ik zelfmoord plegen."
derog_impl_h,79,,-,There is nothing in the world I like less than a [IDENT_S].,hateful,Er is niets in de wereld dat ik minder leuk vind dan een [IDENT_S].,Er is niets ter wereld dat ik minder leuk vind dan een [IDENT_S].,Er is niets in de wereld waar ik minder van houd dan een [IDENT_S].
derog_impl_h,80,,-,[IDENT_P] have no place in a civilised country like this.,hateful,[horen niet thuis in een beschaafd land als dit.,[IDENT_P] hoort niet thuis in een beschaafd land als dit.,[IDENT_P] horen niet thuis in een beschaafd land als dit.
threat_dir_h,81,,kill,I want to kill all [IDENT_P].,hateful,Ik wil alle [IDENT_P] doden.,Ik wil alle [IDENT_P] doden.,Ik wil alle [IDENT_P] doden.
threat_dir_h,82,,"end, life",I want to end every [IDENT_S]'s life.,hateful,Ik wil het leven van elke [IDENT_S] beëindigen.,Ik wil het leven van elke [IDENT_S] beëindigen.,Ik wil ieder leven van een [IDENT_S] beëindigen.
threat_dir_h,83,,murder,I really am just going to murder that [IDENT_S].,hateful,Ik ga die [IDENT_S] echt gewoon vermoorden.,Ik ga die [IDENT_S] echt gewoon vermoorden.,Ik ga die [IDENT_P] echt gewoon vermoorden.
threat_dir_h,84,,shoot,I am going to shoot the next [IDENT_S] I see.,hateful,Ik ga de volgende [IDENT_S] die ik zie neerschieten.,Ik ga de volgende [IDENT_S] fotograferen die ik zie.,"De eerstvolgende keer dat ik een [IDENT_S] zie, zal ik die neerschieten."
threat_dir_h,85,,make sb. suffer,I am going to make those [IDENT_P] suffer.,hateful,Ik ga die [IDENT_P] laten lijden.,Ik ga die [IDENT_P] laten lijden.,Ik zal die [IDENT_P] laten lijden.
threat_dir_h,86,,stab,I'm going to stab a [IDENT_S] tomorrow.,hateful,Ik ga morgen een [IDENT_S] neersteken.,Ik ga morgen een [IDENT_S] neersteken.,Ik ga morgen een [IDENT_S] neersteken.
threat_dir_h,87,,rape,I'll have to rape a [IDENT_S] today.,hateful,Ik zal vandaag een [IDENT_S] moeten verkrachten.,Ik moet vandaag een [IDENT_S] verkrachten.,Ik zal vandaag een [IDENT_S] moeten verkrachten.
threat_dir_h,88,,hurt,I will hurt you and any other [IDENT_P] like you.,hateful,Ik zal jou en alle anderen zoals jij pijn doen.,Ik zal jou en andere [IDENT_P] zoals jij pijn doen.,Ik zal jou en andere [IDENT_P] zoals jij pijn doen.
threat_dir_h,89,,cut sb. throat,I will cut their [IDENT_A] throats.,hateful,Ik zal hun [IDENT_A] kelen doorsnijden.,Ik zal hun [IDENT_A] keel doorsnijden.,Ik zal de kelen van die [IDENT_P] doorsnijden.
threat_dir_h,90,,strangle,I am seriously considering strangling that [IDENT_S].,hateful,Ik overweeg serieus om die [IDENT_S] te wurgen.,Ik overweeg serieus om die [IDENT_S] te wurgen.,Ik overweeg serieus om een [IDENT_S] te wurgen.
threat_dir_h,91,,snap sb. neck,I'll snap that [IDENT_A] neck of yours.,hateful,Ik breek die nek van je.,Ik zal die [IDENT_A] nek van je breken.,Ik zal de nekken van die [IDENT_P] breken.
threat_dir_h,92,,attack,We will keep attacking you [IDENT_P] until you are gone.,hateful,We zullen je blijven aanvallen [IDENT_P] totdat je weg bent.,We blijven je aanvallen [IDENT_P] totdat je weg bent.,We zullen jullie [IDENT_P] blijven aanvallen totdat jullie zijn uitgeroeid.
threat_dir_h,93,,torture,We'll torture these [IDENT_P] without mercy.,hateful,We zullen deze [IDENT_P] martelen zonder genade.,We martelen deze [IDENT_P] zonder genade.,We zulen deze [IDENT_P] genadeloos martelen.
threat_dir_h,94,,put an end to,We are going to put an end to all [IDENT_P].,hateful,We gaan een eind maken aan alle [IDENT_P].,We gaan een einde maken aan alle [IDENT_P].,We gaan een einde maken aan alle [IDENT_P].
threat_dir_h,95,,get rid of,Let's get rid of [IDENT_P] once and for all.,hateful,Laten we voor eens en altijd van [IDENT_P] afkomen.,Laten we voor eens en altijd van [IDENT_P] afkomen.,Laten we ons voor eens en voor altijd van [IDENT_P] ontdoen.
threat_dir_h,96,,eradicate,Let's just eradicate those [IDENT_P].,hateful,Laten we die [IDENT_P] gewoon uitroeien.,Laten we die [IDENT_P] gewoon uitroeien.,Laten we die [IDENT_P] gewoon uitroeien.
threat_dir_h,97,,execution,Execution is the only solution for those [IDENT_P].,hateful,Executie is de enige oplossing voor die [IDENT_P].,Uitvoering is de enige oplossing voor die [IDENT_P].,Executie is de enige oplossing voor die [IDENT_P].
threat_dir_h,98,,death,Death to all [IDENT_P].,hateful,Dood aan allen [IDENT_P].,Dood aan iedereen [IDENT_P].,Dood aan alle [IDENT_P].
threat_dir_h,99,,slaughter,I'll slaughter any [IDENT_S] like you.,hateful,Ik slacht elke [IDENT_S] zoals jij af.,Ik slacht elke [IDENT_S] zoals jij.,Ik zal alle [IDENT_P] zoals jij afslachten.
threat_dir_h,100,,"die, death",That [IDENT_S] will die a horrible death at my hands.,hateful,Die [IDENT_S] zal een gruwelijke dood sterven door mijn handen.,Dat [IDENT_S] door mijn handen een afschuwelijke dood zal sterven.,Een [IDENT_S] zal een gruwelijke dood sterven door mijn handen.
threat_norm_h,101,,kill,[IDENT_P] should all be killed.,hateful,[moeten allemaal gedood worden.,[IDENT_P] moeten allemaal worden gedood.,[IDENT_P] moeten allemaal worden gedood.
threat_norm_h,102,,"die, death",[IDENT_P] like you deserve to die.,hateful,[alsof je het verdient om te sterven.,[IDENT_P] zoals jij verdient te sterven.,[IDENT_P] zoals jij verdienen om te sterven.
threat_norm_h,103,,suffer,I would love to see those [IDENT_P] suffer.,hateful,Ik zou die [IDENT_P] graag zien lijden.,Ik zou die [IDENT_P] graag zien lijden.,Ik zou die [IDENT_P] graag zien lijden.
threat_norm_h,104,,shoot,I wish all [IDENT_P] would be shot in the street.,hateful,Ik wou dat alle [IDENT_P] op straat werden doodgeschoten.,Ik wou dat iedereen [IDENT_P] op straat zou worden doodgeschoten.,Ik wou dat alle [IDENT_P] op straat werden doodgeschoten.
threat_norm_h,105,,get rid of,We should get rid of [IDENT_P] once and for all.,hateful,We moeten voor eens en voor altijd van [IDENT_P] af.,We moeten voor eens en altijd van [IDENT_P] af.,We zouden ons voor eens en voor altijd van [IDENT_P] moeten ontdoen.
threat_norm_h,106,,hang,We should just hang all these [IDENT_P].,hateful,We moeten gewoon al deze [IDENT_P] ophangen.,We moeten al deze [IDENT_P] gewoon ophangen.,We moeten al deze [IDENT_P] ophangen.
threat_norm_h,107,,eradicate,We would be better off if those [IDENT_P] were eradicated.,hateful,We zouden beter af zijn als die [IDENT_P] werden uitgeroeid.,We zouden beter af zijn als die [IDENT_P] werden uitgeroeid.,We zouden er beter aan toe zijn als die [IDENT_P] werden uitgeroeid.
threat_norm_h,108,,cut sb. throat,If only [IDENT_P] like you all had their throats cut.,hateful,Hadden [IDENT_P] zoals jullie maar allemaal hun strot doorgesneden.,Hadden [IDENT_P] zoals jullie maar allemaal hun keel doorgesneden.,Ik wou dat [IDENT_P] zoals jullie allemaal de keel doorgesneden kregen.
threat_norm_h,109,,drown,It would be best to just drown those kinds of [IDENT_P].,hateful,Het zou het beste zijn om dat soort [IDENT_P] gewoon te laten verdrinken.,Het zou het beste zijn om dat soort [IDENT_P] gewoon te verdrinken.,Het zou het beste zijn om dat soort [IDENT_P] te verdrinken.
threat_norm_h,110,,rape,Raping a [IDENT_S] like you should not be illegal.,hateful,Het verkrachten van een [IDENT_S] als jij zou niet illegaal moeten zijn.,Het verkrachten van een [IDENT_S] zoals jij zou niet illegaal moeten zijn.,Het verkrachten van een [IDENT_S] zoals jij zou niet illegaal moeten zijn.
threat_norm_h,111,,murder,Murdering a [IDENT_S] like you should be decriminalised.,hateful,Het vermoorden van een [IDENT_S] zoals jij moet worden gedecriminaliseerd.,Het vermoorden van een [IDENT_S] zoals jij zou gedecriminaliseerd moeten worden.,Het vermoorden van een [IDENT_S] zoals jij moet worden gedecriminaliseerd.
threat_norm_h,112,,execute,Those kinds of [IDENT_P] ought to be executed.,hateful,Dat soort [IDENT_P] moet worden uitgevoerd.,Dat soort [IDENT_P] zou moeten worden uitgevoerd.,Zulke [IDENT_P] moeten worden geëxecuteerd.
threat_norm_h,113,,strangle,If only someone would strangle those [IDENT_P].,hateful,Als iemand die [IDENT_P] maar zou wurgen.,Als iemand die [IDENT_P] maar zou wurgen.,Als iemand maar die [IDENT_P] zou wurgen.
threat_norm_h,114,,dead,"In a just world, [IDENT_P] like you would all be dead.",hateful,"In een rechtvaardige wereld, zouden [IDENT_P] zoals jullie allemaal dood zijn.",In een rechtvaardige wereld zouden [IDENT_P] zoals jullie allemaal dood zijn.,In een rechtvaardige wereld zouden [IDENT_P] zoals jij allemaal dood zijn.
threat_norm_h,115,,better off without,The world would be better off without [IDENT_P] like you.,hateful,De wereld zou beter af zijn zonder [IDENT_P] zoals jij.,De wereld zou beter af zijn zonder [IDENT_P] zoals jij.,De wereld zou beter af zijn zonder [IDENT_P] zoals jij.
threat_norm_h,116,,put an end to,One can only hope someone will put an end to those [IDENT_P].,hateful,We kunnen alleen maar hopen dat iemand een eind maakt aan die [IDENT_P].,Je kunt alleen maar hopen dat iemand een einde maakt aan die [IDENT_P].,Men kan alleen maar hopen dat iemand een einde zal maken aan die [IDENT_P].
