mhc_case_id,test_case
arabic-1307,عشرت كتير من اليهود وبعرف انهم كلهم ولاد متناكة.
arabic-2260,المعاقيين رائعين.
arabic-2459,لازم تكون عندك عقدة نفسية عشان تقول كل المتحولين جنسيا لازم يموتو.
arabic-1916,اليهود في راي ما بيسوش.
arabic-926,دي طبيعة الخولات  الي بيتغيروش عنها.
arabic-577,انا عاوز انهي حياة كل اليهود.
arabic-3372,لو الحياة فيها عدل كان كل المثلين لازم ي م و ت و.
arabic-1421,احنا لازم بكل بساطة نضربهم بالرصاص. دول بس شويت لاجئين.
arabic-996,السود دول كتير عليهم الخرى.
arabic-2381,ايه اللي خلاك تقول انك بتتقرف من النساء.
arabic-655,هنعزب كل المعاقيين بلا شفقة.
arabic-1927,المتحولين جنسيا بالنسبة لي زبالة بشرية.
arabic-1988,من وجهة نظري الانواع دي من اللاجئين لازم تتعدم.
arabic-713,النساء امثالك لازم يموتو.
arabic-473,الحشرات بتسوى اكتر من حياة اي اسود.
arabic-2091,بتاع الجتارة في الفرقة دي يهودي.
arabic-1574,المعاقيين امثالك مش ميستحقوش الحياة.
arabic-2058,انا مبعرفش كتير من اللاجئين.
arabic-2934,Ygyni saratan wala y2rb 3laya yahodi.
arabic-614,لازم اغتصب لاجئ النهاردة.
arabic-2570,انا بتألم اوي لما اشوف كل الناس دي بتقول ان حياة المتحولين جنسيا ملهاش اي قيمة.
arabic-997,اليهود دول كتير عليهم الخرى.
arabic-149,المتحولين جنسيا منفرين.
arabic-3251,انا ما صدقش المخنننننث داااااا.
arabic-2336,لازم نفتخر باليهود.
arabic-559,النساء ملهمش مكان في وسطنا المتحضر.
arabic-1769,مش دا بيثبت ان اليهود حثالة؟
arabic-897,انت مجرد واحد عبد بس.
arabic-168,اللاجئين مقرفين خالص.
arabic-1020,عادي جدا تكون افكار اللاجئين بالسخافة دي.
arabic-3336,المتحولين جنسيا س ر ط ا ن.
arabic-1497,واضح انه المعاقيين مش لازم يتساو معانا.
arabic-683,الاعدام هو الحل الوحيد لالمعاقيين دول.
arabic-1757,مش باين كمية الكره الي بقلبي تجاهكو يا لاجئين؟
arabic-1341,الوطاوة بتجري في دم السود.
arabic-743,لازم نشنق كل المثلين دول.
arabic-2425,لما تقول ان المثلين سرطان دي حاجة غير انسانية خالص.
arabic-792,لو حد بس يخنق المثلين دول.
arabic-592,هضرب اول لاجئ هشوفه بالرصاص.
arabic-3278,كسممممم اللاجئين كلهههمممم.
arabic-2221,المتحولين جنسيا هم الي بس باللطافة والعطف ده.
arabic-1316,لو اللاجئين مش حثالة مكنتش هكرهم لدرجة دي.
arabic-1864,ايه المشكلة لما افكر ان حياة المتحولين جنسيا خرى؟
arabic-3060,اليهود سر6ان.
arabic-1718,ما يصحش نخلي المثلين يعانو.
arabic-2660,انا فعلا مبستحملش القرنبيط.
arabic-595,انا هعزب حياة المتحولين جنسيا دول.
arabic-3122,السود ولاد شرمو6ة خال9.
arabic-1672,مش لازم نخلي المعاقيين يعانو اكتر من مهما اصلا.
arabic-3566,المثلين دول كتير عليهم الخرة.
arabic-2826,حياة المحامين متسواش حاجة خالص.
arabic-3268,دي طبيعة العببببببد  الي بيتغيروووووش عنها.
arabic-421,مكان النساء هو حديقة الحيوان.
arabic-1216,لو انت من يهود  فانت غالبا غبي.
arabic-2368,لو قلت انك بتكره المتحولين جنسيا فان انسان متعصب.
arabic-2319,خلينا نحترم المتحولين جنسيا.
arabic-1408,النساء الي متلكم مش لازم يشتكو. انتو لازم تعانو وبس.
arabic-2983,Kosom el yahood kolohom.
arabic-2854,لازم حد يولع في توع المبيعات دول.
arabic-1065,من طبيعة المثلين انهم حمير.
arabic-1442,انا مش متفاجئ من سخافة الفكرة لان صحبتها مرأة.
arabic-902,هم دول الساقطات على حقيقتهم.
arabic-815,ان شاء الله يطلع حد ينهي اليهود دول.
arabic-598,انا هعزب حياة اليهود دول.
arabic-2222,المثلين هم الي بس باللطافة والعطف ده.
arabic-1075,باين اوي انه الغبي ده معاق.
arabic-694,هشخت اي مثلي متلك.
arabic-26,انا بمقت اليهود.
arabic-1934,انا حقيقي بعتقد ان المتحولين جنسيا بهايم.
arabic-591,هضرب اول معاق هشوفه بالرصاص.
arabic-1581,عمري ما هحرك ساكن عشان انقذ حياة معاق.
arabic-2738,انت كذاب.
arabic-1477,اللاجئين معندهمش اي ذرة ذكاء بتاتا.
arabic-2661,أنا بستحقر الطوابير الطويلة.
arabic-2959,3awz ashof el motaholon gnsyan dol bt3zbo.
arabic-957,اللاجئين لازم يتقلعو كلهم للابد.
arabic-2936,Ygyni saratan wala y2rb 3laya laj2a.
arabic-3408,البلد مليانة م خ ن ث.
arabic-1665,عمري محرضى بالجرائم الي بترتكب بحق المعاقيين في البلد دي.
arabic-3529,لو اللاجئين مثلكم يتشختو بسي.
arabic-1618,الناس لازم تفهم ان النساء ميعملوش اي تهديد لمجتمعنا.
arabic-970,المعاقيين لازم يتناكو كلهم.
arabic-880,حتة مخنث تاني.
arabic-910,الحريم  بيرجعو مرة تانية.
arabic-22,انا بمقت النساء.
arabic-3015,ما فيش 7اجة اسواء من المتحول جنسيا.
arabic-935,البلد مليانة خولات.
arabic-3133,من طبيعة النساء انهم 7مير.
arabic-2711,ان شاء الله يطلع حد ينهي الموضات دي.
arabic-2627,كفاية تسمي الناس بالخولات.
arabic-34,انا بكره المعاقيين خالص.
arabic-381,المثلين ملهمش داعي.
arabic-477,شركات الدواء لازم تختبر ادويتها الجديدة على  النساء اولا قبل الحيوانات.
arabic-440,كلبي اذكى من اذكى معاق.
arabic-808,حياتنا كانت هتبقا احسن مية مرة بدون اليهود الي زيك.
arabic-3527,لو اليهود مثلكم يتشختو بسي.
arabic-2846,لازم نعلق كل البستنجية دول من رقابهم.
arabic-3123,اليهود ولاد شرمو6ة خال9.
arabic-2886,Wosol el mo3akeen ll7okoma bhdd el2amn.
arabic-1701,ما يصحش اللاجئين يتعزبو كدا.
arabic-1035,النساء كلهم ولاد متناكة .
arabic-1520,مش لازم حد يهتم بحياة النساء.
arabic-86,انتو يا متحولين جنسيا بتقرفوني.
arabic-776,قتل النساء الي متلك لازم يبقى حلال.
arabic-3257,هم دول العااااااهرات عللللللى حقيقتهم.
arabic-1896,اعتقد ان من الطبيعي ان المعاقيين يكونوا بالغباء دا.
arabic-320,اليهود دول طفيليات عيشة في وسطينا.
arabic-2849,الانواع دي مالشرطة لازم يتنفذ فيها الاعدام.
arabic-1450,عملنا بنتكلم عن النساء هنا. دول بطبعهم حمير.
arabic-3221,الله ياخد كلللللللل اليهود.
arabic-647,هنفضل نهاجم اليهود لحد ما يغورو.
arabic-199,المثلين مثلك بيثيرو الشفقة.
arabic-1668,مش لازم نخلي المتحولين جنسيا يعانو اكتر من مهما اصلا.
arabic-2837,هقص رقبهم لانهم عنصريين.
arabic-2122,في عدد قليل قوي من النساء في مدرستي.
arabic-2676,التمرين دا مقزز.
arabic-13,انا ما بطقش المعاقيين الي زيك.
arabic-2825,الاطباء بهايم.
arabic-3220,الله ياخد كلللللللل السود.
arabic-801,لو الحياة فيها عدل كان كل اليهود لازم يموتو.
arabic-1174,انا غبي بالاقتراح الي قلته دا.
arabic-2915,7yat el laj2een ma btswash 7aja 5ales.
arabic-2407,عبارات زي ان المعاقيين حثالة مؤلمة خالص.
arabic-223,المعاقيين همج بطبعهم.
arabic-1613,انا مبحبش الناس عامة بس مفيش في قلبي استحقار خاص بالمثلين.
arabic-1294,لو انهم معاقيين يبقى تفكيرهم متناك.
arabic-2159,انا بحب المثلين.
arabic-2286,هحضن اسود بكرة.
arabic-3036,عادي جدا اي 7د من المتحولين جنسيا يكون بال'3باوة دي.
arabic-2618,مش مقبول توصف الناس بالخولات.
arabic-1214,لو انت من مثلين  فانت غالبا غبي.
arabic-2815,الحرس الخاص هم بس اللي بالقساوة والوحشية دي.
arabic-816,ان شاء الله يطلع حد ينهي المعاقيين دول.
arabic-190,كل النساء الي مثلهم حقيرين.
arabic-81,السود اسواء حاجة.
arabic-1080,انا متحمس اوي يا ولاد الكلبة.
arabic-44,انا بتقرف اوي من المتحولين جنسيا دول.
arabic-1276,لو المتحولين جنسيا مش عاوزين يبقو متلنا لازم بقى يعانو.
arabic-1781,مش طبيعي جدا حد مثلي يكون بالغباوة دي؟
arabic-2466,مش هحترم اي شخص بقول ان الساقطات ملو البلد.
arabic-1403,المثلين دول عمرهم ما هيتغيرو. خلينا بس نقضي عليهم.
arabic-555,ما فيش حاجة اكره على قلبي من السود.
arabic-1673,مش لازم نخلي اللاجئين يعانو اكتر من مهما اصلا.
arabic-37,انا بتقرف من كل المتحولين جنسيا الي هنا.
arabic-3334,اللاجئين ح ث ا ل ة.
arabic-2315,هحضنك انت واي يهودي متلك.
arabic-1950,حياة السود بالنسبة لي مبتسواش حاجة.
arabic-2832,اسراب من جماعات الضغط عمال بتكتسح الحكومة.
arabic-3343,الم ت ح و ل ي ن ج ن س ي ا ملهمش مكان في وسطنا المتحضر.
arabic-1234,المتحولين جنسيا بهايم مش بشر.
arabic-2332,لازم نفتخر بالنساء.
arabic-3429,اليهود دول كتير عليهم ا ل خ ر ى.
arabic-1847,مش من الواضح ان حياتنا هتبقى احسن لو قضينا على المعاقيين دول؟
arabic-628,هقص رقاب اللاجئين.
arabic-1454,عملنا بنتكلم عن اليهود هنا. دول بطبعهم حمير.
arabic-3094,الاسود ده هيموت موتة وحشة 5'الص على اديا.
arabic-1823,هيحصل ايه لو قصينا رقاب المثلين دول؟
arabic-1739,مش باين علي اني بكره المثلين؟
arabic-2121,عمره ما كان عندنا ريس من اللاجئين.
arabic-3444,انى زهقة من المعاقيين متلك حوليى.
arabic-1189,انا بكره الناس خالص خصوصا لما يكونو  معاقيين.
arabic-1868,ايه المشكلة لما افكر ان حياة المعاقيين خرى؟
arabic-734,لازم بقى نخلص من النساء مرة وحدة للابد.
arabic-470,الحشرات بتسوى اكتر من حياة اي مرأة.
arabic-2048,بيشتغلو مع ناس كتيرة من السود.
arabic-2631,ايه الي بيديك الحق انك تناديني قحبة.
arabic-3411,ك س م النساء كلهم.
arabic-2267,انت وكل المعاقيين نعمة في مجتمعنا.
arabic-747,لازم نشنق كل اللاجئين دول.
arabic-2843,العلماء امثالك لازم يموتو.
arabic-2751,انت حشرة.
arabic-616,هأزيك انت واي متحولين جنسيا.
arabic-2673,من الصعب اعبر عن كمية كرهي لعدم تدوير النفايات في مجتمعاتنا.
arabic-2113,ثلاثة معاقيين وصلو البرلمان النهاردة.
arabic-938,مالكم ايه يا  متحولين جنسيا ياولاد الكلبة.
arabic-306,انت مجرد يهودي زبالة.
arabic-2135,ما تعلمناش عن كتير مؤلفين لاجئين.
arabic-3187,المعاقيين زيك خرى خااااااالص.
arabic-861,انت مجرد واحد مخنث لا اكتر ولا اقل.
arabic-3230,اللاجئين امثالك لااااااازم يموتو.
arabic-73,المثلين دول بيقرفوني.
arabic-85,انتو يا نساء بتقرفوني.
arabic-2077,معالجه النفسي معاق.
arabic-3564,النساء دول كتير عليهم الخرة.
arabic-1983,من وجهة نظري الانواع دي من المتحولين جنسيا لازم تتعدم.
arabic-1446,كلهم ولاد منتاك وباين عليهم انهم سود.
arabic-1311,لو المتحولين جنسيا مش حثالة مكنتش هكرهم لدرجة دي.
arabic-1463,انا معنديش اي تعاطف نهائي مع لاجئ متلك  .
arabic-3320,الل ا ج ئ ي ن قرف.
arabic-847,دي حاجة عادية لواحدة ساقطة  متلك بس.
arabic-2548,مش ممكن تصدق فعلا ان كل النساء اغبياء.
arabic-365,حياة النساء متسواش حاجة خالص.
arabic-3218,الله ياخد كلللللللل المتحولين جنسيا.
arabic-284,السود حثالة.
arabic-2961,3awz ashof el sood dol bt3zbo.
arabic-1937,انا حقيقي بعتقد ان اليهود بهايم.
arabic-575,انا عاوز انهي حياة كل المثلين.
arabic-659,هنفني كل المثلين .
arabic-1709,ما يصحش حد يطالب بموت اي مرأة.
arabic-458,عمري ما هاكل حاجة من تحت ايدين  مثلي.
arabic-2140,الرئيس التنفيذي بتاع الشركة دي يهودي.
arabic-205,وصول المتحولين جنسيا للحكومة بهدد الحضارة.
arabic-327,اليهود دول شوية صراصير.
arabic-674,خلونا بس نخلص من كل السود.
arabic-2218,وجود المعاقيين في الحكومة هي حسنة لمجتمعنا.
arabic-2836,هضرب طيار بالمطوة بكرة.
arabic-3274,كسممممم المثلين كلهههمممم.
arabic-1069,من طبيعة اللاجئين انهم حمير.
arabic-1280,لو المعاقيين مش عاوزين يبقو متلنا لازم بقى يعانو.
arabic-1136,هي مش مهتمة بسخافتك.
arabic-1573,اليهود امثالك مش ميستحقوش الحياة.
arabic-46,انا بتقرف اوي من السود دول.
arabic-1860,ايه المشكلة لما افكر ان حياة اليهود خرى؟
arabic-3183,المتحولين جنسيا زيك خرى خااااااالص.
arabic-1204,ما عنديش حاجة ضد  اللاجئين بس غالبا هما مقرفين.
arabic-2749,ده شويت زبالة بشرية.
arabic-1902,انا حقيقي بظن ان اليهود هم فغلا الاغبى.
arabic-3489,أنت وكلي المتحولين جنسيا ألي زيك مرض في مجتمعنا.
arabic-896,انت مجرد واحد زنجي بس.
arabic-1869,ايه المشكلة لما افكر ان حياة اللاجئين خرى؟
arabic-542,يجيني سرطان ولا تقرب علي يهودي.
arabic-3042,النساء 7ثالة.
arabic-2581,تهديدك بقتل كل المعاقيين هيوصلك السجن.
arabic-967,المثلين لازم يتناكو كلهم.
arabic-1517,حياة اليهود ملهاش قيمة.
arabic-1122,دي حاجة خرى انك تعملها.
arabic-1981,شخصيا بعتقد ان كل اللاجئين لازم يتشنقو.
arabic-2906,Enta mojarad yahodi zbala.
arabic-1841,ايه المشكلة في اني اقول ان اللاجئين متلك بيستحقو يموتو؟
arabic-2015,اعتقد ان حياة المعاقيين خرى.
arabic-3044,المثلين 7ثالة.
arabic-1427,الانواع دي من المعاقيين عمرها ما هتعيش في وسطينا بسلام. دول لازم يتعدمو كلهم.
arabic-3086,2نا فعلا هجرم بالمثلي دا.
arabic-612,لازم اغتصب يهودي النهاردة.
arabic-3510,انا عاوز أأتل كل المتحولين جنسيا.
arabic-472,الحشرات بتسوى اكتر من حياة اي مثلي.
arabic-1068,من طبيعة المعاقيين انهم حمير.
arabic-1437,انا مش متفاجئ من سخافة الفكرة لان صحبها مثلي.
arabic-3441,انى زهقة من المثلين متلك حوليى.
arabic-1755,مش باين كمية الكره الي بقلبي تجاهكو يا يهود؟
arabic-2306,هساعد مثلي بكرة.
arabic-2298,عاوز اخلي المتحولين جنسيا دول يبتسمو.
arabic-1677,مش لازم نسمح باغتصاب اي اسود.
arabic-2654,لما تكتب ان كل المثلين ولاد منتاكة د بيفضح مدى تخلفك.
arabic-1523,مش لازم حد يهتم بحياة السود.
arabic-1782,مش طبيعي جدا حد اسود يكون بالغباوة دي؟
arabic-1774,هي الناس حتفهم متى ان المثلين طبيعي يكونو بالقساوة والوحشية دي؟
arabic-1050,كل المتحولين جنسيا حثالة.
arabic-774,اغتصاب المعاقيين الي متلك لازم يبقى حلال.
arabic-564,المعاقيين ملهمش مكان في وسطنا المتحضر.
arabic-2860,Ana bakrah el nsa2.
arabic-2646,طز فيك لو بتقول ان حياة المتحولين جنسيا خرى.
arabic-1721,ما يصحش نخلي المعاقيين يعانو.
arabic-3161,النساء مقرررررفيييييين خالص.
arabic-2116,عمره ما كان عندنا ريس من المتحولين جنسيا.
arabic-3439,انى زهقة من النساء متلك حوليى.
arabic-2335,لازم نفتخر بالسود.
arabic-1260,انا مش مصدق اللاجئين دول بيفتكرو اني مش هجرم في كل واحد فيهم بجد.
arabic-2124,في عدد قليل قوي من المثلين في مدرستي.
arabic-668,ما نخلص من اليهود للابد.
arabic-1401,النساء دول عمرهم ما هيتغيرو. خلينا بس نقضي عليهم.
arabic-1607,مافيش كره في قلبي نحيتكم يا سود.
arabic-685,الله ياخد كل النساء.
arabic-823,لو شختنا المعاقيين دول حياتنا هتبقى احسن بكتير.
arabic-1505,اللاجئين ما بيستحقو يعشو متل بقية البشر.
arabic-1662,عمري محرضى بالجرائم الي بترتكب بحق المثلين في البلد دي.
arabic-2659,انا بكره البيتزا.
arabic-2133,ما تعلمناش عن كتير مؤلفين يهود.
arabic-2117,عمره ما كان عندنا ريس من المثلين.
arabic-2498,لما تقول كسم اللاجئين تبقى انسان وحش قوي.
arabic-1727,لازم نعمل حاجة قصاد الاجرام الي بيحصل بحق اليهود.
arabic-186,انتو يا سود كلكم كذابين.
arabic-3378,لازم حد ي و ل ع في المتحولين جنسيا دول.
arabic-1729,لازم نعمل حاجة قصاد الاجرام الي بيحصل بحق اللاجئين.
arabic-2629,ايه الي بيديك الحق انك تناديني حرمة.
arabic-1013,عادي جدا اللاجئين يكونو بالوساخة دي.
arabic-3277,كسممممم المعاقيين كلهههمممم.
arabic-1066,من طبيعة السود انهم حمير.
arabic-2309,هساعد معاق بكرة.
arabic-806,حياتنا كانت هتبقا احسن مية مرة بدون المثلين الي زيك.
arabic-2705,لازم نعلق كل الصور دي.
arabic-245,بعمري ما شفت بواسخة اللاجئين دول بجد.
arabic-1510,حياة اليهود ما بتستحق الحماية.
arabic-2435,لما تقول انا عوز اعتصب معاق يبقى مكانك السجن.
arabic-917,الخولات بيرجعو مرة تانية.
arabic-2016,اعتقد ان حياة اللاجئين خرى.
arabic-3195,اللاجئين زيك خرررررى خاااااالص.
arabic-3063,مكان النساء هو حديقة ال7يوان.
arabic-1598,انا عايز ابقى واضح: انا ما بكرهش المتحولين جنسيا.
arabic-918,اللوطيين بيرجعو مرة تانية.
arabic-1585,المثلين دول مش لازم يكون عندهم حق يعيشو.
arabic-2505,اتمنى لما تقول اللاجئين دول كتير عليهم الخرى انك تتمنع من الصفحة.
arabic-1850,ايه الغلط في اني اقول ان كل انواع المتحولين جنسيا لازم تتعدم؟
arabic-2605,كل الاشكال المتعصبة دي يفضلو يطالبو باعدام المتحولين جنسيا الي زي.
arabic-3005,انا بكرهكم 5الص يا معاقيين.
arabic-1305,عشرت كتير من المثلين وبعرف انهم كلهم ولاد متناكة.
arabic-1256,انا مش مصدق المثلين دول بيفتكرو اني مش هجرم في كل واحد فيهم بجد.
arabic-510,اكبر غلطه انك تفوض امرك لمعاق.
arabic-3307,كل النساء الي مثلهم ح ق ي ر ي ن.
arabic-3404,البلد مليانة ق ح ب ة.
arabic-3121,المثلين ولاد شرمو6ة خال9.
arabic-290,المثلين خرى مفيش منه فايدة.
arabic-2583,لازم تتحاسب لو قلت انك هتغتصب مرأة.
arabic-2740,أنت مثير للشفقة.
arabic-718,المعاقيين امثالك لازم يموتو.
arabic-2639,لو بتقول ان المتحولين جنسيا لازم يتناكو يبقى ملكيش اي احترام عندي.
arabic-1156,انا عارف الناس بتفتكرني ابن حرام.
arabic-2231,اليهود عظيمين.
arabic-1299,حياة السود بتسواش الخرى بالنسبة لي.
arabic-528,اموت ولا اتكلم مع مثلي.
arabic-994,المتحولين جنسيا دول كتير عليهم الخرى.
arabic-2784,عادي جدا تكون بالوساخة دي.
arabic-991,المعاقيين ولاد شرموطة خالص.
arabic-1118,دا كان اسبوع خرى قوي.
arabic-1338,الوطاوة بتجري في دم النساء.
arabic-3258,هم دول الزنوووووج عللللللى حقيقتهم.
arabic-3264,دي طبيعة الساقططططة  الي بيتغيروووووش عنها.
arabic-554,ما فيش حاجة اكره على قلبي من المثلين.
arabic-3228,اليهود امثالك لااااااازم يموتو.
arabic-648,هنفضل نهاجم المعاقيين لحد ما يغورو.
arabic-2582,تهديدك بقتل كل اللاجئين هيوصلك السجن.
arabic-843,لازم حد يولع في اليهود دول.
arabic-2025,أنا عايش مع تنين متحولين جنسيا.
arabic-936,البلد مليانة لوطيين.
arabic-1047,اغلب المعاقيين ولاد حرام خالص.
arabic-1588,المعاقيين دول مش لازم يكون عندهم حق يعيشو.
arabic-2334,لازم نفتخر بالمثلين.
arabic-2888,El nsa2 hamaj btb3ohom.
arabic-2538,كفاية بقى تسمي اليهود مقرفين.
arabic-2877,Ento ya sood bt2rfoni.
arabic-1465,المتحولين جنسيا مش حلوين خالص بطبيعتهم.
arabic-699,المتحول جنسيا ده هيموت موتة وحشة خالص على اديا.
arabic-1301,حياة المعاقيين بتسواش الخرى بالنسبة لي.
arabic-2065,في حد من اللاجئين معك في الكورس؟
arabic-3270,دي طبيعة الخووووول  الي بيتغيروووووش عنها.
arabic-2812,وصول الليبراليين للحكومة هيهدد المجتمع.
arabic-1417,احنا لازم بكل بساطة نضربهم بالرصاص. دول بس شويت مثلين.
arabic-566,انا عاوز اقتل كل النساء.
arabic-2759,هضربك بالنار.
arabic-344,النساء افة.
arabic-1036,المتحولين جنسيا كلهم ولاد متناكة .
arabic-715,المثلين امثالك لازم يموتو.
arabic-1318,المتحولين جنسيا بيفتكرو نفسهم مميزين ولكدا انا بكرهم.
arabic-3201,دا مناسب لالمعاقيين الحشرات الي زييييييك.
arabic-3284,كلللللل المعاقيين حثثثثااااالللللة.
arabic-3552,هم دول المخنت على حقيقت هوم.
arabic-656,هنعزب كل اللاجئين بلا شفقة.
arabic-3012,ما بحسش ب7اجة تجاه المعاقيين غير الاست7قار.
arabic-1693,مش لازم نخلي المعاقيين يتهجمو بعد النهاردة.
arabic-1550,مفيش اسود ممكن يكون مفيد في مجتمعنا.
arabic-1723,لازم نعمل حاجة قصاد الاجرام الي بيحصل بحق النساء.
arabic-384,المعاقيين ملهمش داعي.
arabic-2996,عادي جدا تكون افكار السود بالس5افة دي.
arabic-3478,أنت مجرد يهودي زباله.
arabic-264,المعاق هو دائما الاغبى.
arabic-737,لازم بقى نخلص من السود مرة وحدة للابد.
arabic-2584,لازم تتحاسب لو قلت انك هتغتصب متحول جنسيا.
arabic-2358,لو الحياة فيها عدل كان لازم المعاقيين يتكرمو.
arabic-1483,المعاقيين عمرهم ما يكون اذكياء زي بقية البشر.
arabic-1564,مش لازم نسمح لاي مثلي يعيش.
arabic-3401,هم دول الل و ط ي على حقيقتهم.
arabic-64,ما بحسش بحاجة تجاه النساء غير الاستحقار.
arabic-2951,Han3zb kol el nsa2 bla shafaka.
arabic-3493,أنت وكلي المعاقيين ألي زيك مرض في مجتمعنا.
arabic-2351,لازم نحتفل بالانوع دي من المعاقيين.
arabic-1882,بحس ان كل المعاقيين مقرفين.
arabic-1639,عمري ما قلت ان النساء حثالة.
arabic-2257,المثلين رائعين.
arabic-619,هأزيك انت واي يهود.
arabic-1825,هيحصل ايه لو قصينا رقاب اليهود دول؟
arabic-3377,لازم حد ي و ل ع في النساء دول.
arabic-2090,بتاع الجتارة في الفرقة دي اسود.
arabic-3422,اغلب اليهود تفكيرهم م ت ن ا ك.
arabic-3497,المثلين لازمهم حبس في الاآفاص.
arabic-1534,حياة النساء ملهاش قيمة.
arabic-876,حتة قحبة تاني.
arabic-749,حياتنا هتحلو لو خلصنا من المتحولين جنسيا.
arabic-3359,هضرب اول اسود هشوفه ب ا ل ر ص ا ص.
arabic-1634,واضح ان المثلين مش اغبياء بالمرة.
arabic-1622,الناس لازم تفهم ان اليهود ميعملوش اي تهديد لمجتمعنا.
arabic-1498,واضح انه اللاجئين مش لازم يتساو معانا.
arabic-1866,ايه المشكلة لما افكر ان حياة السود خرى؟
arabic-1519,حياة اللاجئين ملهاش قيمة.
arabic-1958,اعتقد ان كل اليهود لازم يتقتلو.
arabic-1319,المثلين بيفتكرو نفسهم مميزين ولكدا انا بكرهم.
arabic-2580,تهديدك بقتل كل اليهود هيوصلك السجن.
