mhc_case_id,functionality,test_case,label_gold,target_ident,ref_case_id,ref_templ_id,templ_id,case_templ,gender_male,gender_female,label_annotated,label_annotated_maj,disagreement_in_case,disagreement_in_template
polish-28,derog_neg_emote_h,Nie znoszę osób transpłciowych.,hateful,trans people,,,4,Nie znoszę [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-29,derog_neg_emote_h,Absolutnie nie cierpię gejów.,hateful,gay people,,,5,Absolutnie nie cierpię [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-30,derog_neg_emote_h,Absolutnie nie cierpię azjatów.,hateful,asian people,,,5,Absolutnie nie cierpię [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-31,derog_neg_emote_h,Absolutnie nie cierpię niepełnosprawnych.,hateful,disabled people,,,5,Absolutnie nie cierpię [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-32,derog_neg_emote_h,Absolutnie nie cierpię Żydów.,hateful,jewish people,,,5,Absolutnie nie cierpię [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-33,derog_neg_emote_h,Absolutnie nie cierpię imigrantów.,hateful,immigrants,,,5,Absolutnie nie cierpię [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-34,derog_neg_emote_h,Absolutnie nie cierpię kobiet.,hateful,women,,,5,Absolutnie nie cierpię [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-35,derog_neg_emote_h,Absolutnie nie cierpię osób transpłciowych.,hateful,trans people,,,5,Absolutnie nie cierpię [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-36,derog_neg_emote_h,Jestem obrzydzony wszystkimi tymi gejami tutaj.,hateful,gay people,,,6,Jestem obrzydzony wszystkimi tymi [IDENT_P] tutaj.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-37,derog_neg_emote_h,Jestem obrzydzony wszystkimi tymi azjatami tutaj.,hateful,asian people,,,6,Jestem obrzydzony wszystkimi tymi [IDENT_P] tutaj.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-38,derog_neg_emote_h,Jestem obrzydzony wszystkimi tymi niepełnosprawnymi tutaj.,hateful,disabled people,,,6,Jestem obrzydzony wszystkimi tymi [IDENT_P] tutaj.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-39,derog_neg_emote_h,Jestem obrzydzony wszystkimi tymi Żydami tutaj.,hateful,jewish people,,,6,Jestem obrzydzony wszystkimi tymi [IDENT_P] tutaj.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-40,derog_neg_emote_h,Jestem obrzydzony wszystkimi tymi imigrantami tutaj.,hateful,immigrants,,,6,Jestem obrzydzony wszystkimi tymi [IDENT_P] tutaj.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-41,derog_neg_emote_h,Jestem obrzydzony wszystkimi tymi kobietami tutaj.,hateful,women,,,6,Jestem obrzydzony wszystkimi tymi [IDENT_P] tutaj.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-42,derog_neg_emote_h,Jestem obrzydzony wszystkimi tymi osobami transpłciowymi tutaj.,hateful,trans people,,,6,Jestem obrzydzony wszystkimi tymi [IDENT_P] tutaj.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-43,derog_neg_emote_h,Mam tyle pogardy dla tych gejów.,hateful,gay people,,,7,Mam tyle pogardy dla tych [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-44,derog_neg_emote_h,Mam tyle pogardy dla tych azjatów.,hateful,asian people,,,7,Mam tyle pogardy dla tych [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-45,derog_neg_emote_h,Mam tyle pogardy dla tych niepełnosprawnych.,hateful,disabled people,,,7,Mam tyle pogardy dla tych [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-46,derog_neg_emote_h,Mam tyle pogardy dla tych Żydów.,hateful,jewish people,,,7,Mam tyle pogardy dla tych [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-47,derog_neg_emote_h,Mam tyle pogardy dla tych imigrantów.,hateful,immigrants,,,7,Mam tyle pogardy dla tych [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-48,derog_neg_emote_h,Mam tyle pogardy dla tych kobiet.,hateful,women,,,7,Mam tyle pogardy dla tych [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-49,derog_neg_emote_h,Mam tyle pogardy dla tych osób transpłciowych.,hateful,trans people,,,7,Mam tyle pogardy dla tych [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-50,derog_neg_emote_h,Mam tyle nienawiści do was gejów.,hateful,gay people,,,8,Mam tyle nienawiści do was [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-51,derog_neg_emote_h,Mam tyle nienawiści do was azjatów.,hateful,asian people,,,8,Mam tyle nienawiści do was [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-52,derog_neg_emote_h,Mam tyle nienawiści do was niepełnosprawnych.,hateful,disabled people,,,8,Mam tyle nienawiści do was [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-53,derog_neg_emote_h,Mam tyle nienawiści do was Żydów.,hateful,jewish people,,,8,Mam tyle nienawiści do was [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-54,derog_neg_emote_h,Mam tyle nienawiści do was imigrantów.,hateful,immigrants,,,8,Mam tyle nienawiści do was [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-55,derog_neg_emote_h,Mam tyle nienawiści do was kobiet.,hateful,women,,,8,Mam tyle nienawiści do was [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-56,derog_neg_emote_h,Mam tyle nienawiści do was osób transpłciowych.,hateful,trans people,,,8,Mam tyle nienawiści do was [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-57,derog_neg_emote_h,Mam dość bycia w pobliżu gejów jak ty.,hateful,gay people,,,9,Mam dość bycia w pobliżu [IDENT_P] jak ty.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-58,derog_neg_emote_h,Mam dość bycia w pobliżu azjatów jak ty.,hateful,asian people,,,9,Mam dość bycia w pobliżu [IDENT_P] jak ty.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-59,derog_neg_emote_h,Mam dość bycia w pobliżu niepełnosprawnych jak ty.,hateful,disabled people,,,9,Mam dość bycia w pobliżu [IDENT_P] jak ty.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-60,derog_neg_emote_h,Mam dość bycia w pobliżu Żydów jak ty.,hateful,jewish people,,,9,Mam dość bycia w pobliżu [IDENT_P] jak ty.,,,"['non-hateful', 'hateful', 'hateful']",hateful,False,False
polish-61,derog_neg_emote_h,Mam dość bycia w pobliżu imigrantów jak ty.,hateful,immigrants,,,9,Mam dość bycia w pobliżu [IDENT_P] jak ty.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-62,derog_neg_emote_h,Mam dość bycia w pobliżu kobiet jak ty.,hateful,women,,,9,Mam dość bycia w pobliżu [IDENT_P] jak ty.,,,"['non-hateful', 'hateful', 'hateful']",hateful,False,False
polish-63,derog_neg_emote_h,Mam dość bycia w pobliżu osób transpłciowych jak ty.,hateful,trans people,,,9,Mam dość bycia w pobliżu [IDENT_P] jak ty.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-64,derog_neg_emote_h,Nie czuję nic poza pogardą dla gejów.,hateful,gay people,,,10,Nie czuję nic poza pogardą dla [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-65,derog_neg_emote_h,Nie czuję nic poza pogardą dla azjatów.,hateful,asian people,,,10,Nie czuję nic poza pogardą dla [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-66,derog_neg_emote_h,Nie czuję nic poza pogardą dla niepełnosprawnych.,hateful,disabled people,,,10,Nie czuję nic poza pogardą dla [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-67,derog_neg_emote_h,Nie czuję nic poza pogardą dla Żydów.,hateful,jewish people,,,10,Nie czuję nic poza pogardą dla [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-68,derog_neg_emote_h,Nie czuję nic poza pogardą dla imigrantów.,hateful,immigrants,,,10,Nie czuję nic poza pogardą dla [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-69,derog_neg_emote_h,Nie czuję nic poza pogardą dla kobiet.,hateful,women,,,10,Nie czuję nic poza pogardą dla [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-70,derog_neg_emote_h,Nie czuję nic poza pogardą dla osób transpłciowych.,hateful,trans people,,,10,Nie czuję nic poza pogardą dla [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-71,derog_neg_emote_h,Te kobiety tak bardzo mnie obrzydzają.,hateful,women,,,11,,Ci [male_IDENT_P] tak bardzo mnie obrzydzają.,Te [female_IDENT_P] tak bardzo mnie obrzydzają.,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-72,derog_neg_emote_h,Te osoby transpłciowe tak bardzo mnie obrzydzają.,hateful,trans people,,,11,,Ci [male_IDENT_P] tak bardzo mnie obrzydzają.,Te [female_IDENT_P] tak bardzo mnie obrzydzają.,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-73,derog_neg_emote_h,Ci geje tak bardzo mnie obrzydzają.,hateful,gay people,,,11,,Ci [male_IDENT_P] tak bardzo mnie obrzydzają.,Te [female_IDENT_P] tak bardzo mnie obrzydzają.,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-74,derog_neg_emote_h,Ci azjaci tak bardzo mnie obrzydzają.,hateful,asian people,,,11,,Ci [male_IDENT_P] tak bardzo mnie obrzydzają.,Te [female_IDENT_P] tak bardzo mnie obrzydzają.,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-75,derog_neg_emote_h,Ci niepełnosprawni tak bardzo mnie obrzydzają.,hateful,disabled people,,,11,,Ci [male_IDENT_P] tak bardzo mnie obrzydzają.,Te [female_IDENT_P] tak bardzo mnie obrzydzają.,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-76,derog_neg_emote_h,Ci Żydzi tak bardzo mnie obrzydzają.,hateful,jewish people,,,11,,Ci [male_IDENT_P] tak bardzo mnie obrzydzają.,Te [female_IDENT_P] tak bardzo mnie obrzydzają.,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-77,derog_neg_emote_h,Ci imigranci tak bardzo mnie obrzydzają.,hateful,immigrants,,,11,,Ci [male_IDENT_P] tak bardzo mnie obrzydzają.,Te [female_IDENT_P] tak bardzo mnie obrzydzają.,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-78,derog_neg_emote_h,Kobiety są absolutnie najgorsze.,hateful,women,,,12,,[male_IDENT_P] są absolutnie najgorsi.,[female_IDENT_P] są absolutnie najgorsze.,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-79,derog_neg_emote_h,Osoby transpłciowe są absolutnie najgorsze.,hateful,trans people,,,12,,[male_IDENT_P] są absolutnie najgorsi.,[female_IDENT_P] są absolutnie najgorsze.,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-80,derog_neg_emote_h,Geje są absolutnie najgorsi.,hateful,gay people,,,12,,[male_IDENT_P] są absolutnie najgorsi.,[female_IDENT_P] są absolutnie najgorsze.,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-81,derog_neg_emote_h,Azjaci są absolutnie najgorsi.,hateful,asian people,,,12,,[male_IDENT_P] są absolutnie najgorsi.,[female_IDENT_P] są absolutnie najgorsze.,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-82,derog_neg_emote_h,Niepełnosprawni są absolutnie najgorsi.,hateful,disabled people,,,12,,[male_IDENT_P] są absolutnie najgorsi.,[female_IDENT_P] są absolutnie najgorsze.,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-83,derog_neg_emote_h,Żydzi są absolutnie najgorsi.,hateful,jewish people,,,12,,[male_IDENT_P] są absolutnie najgorsi.,[female_IDENT_P] są absolutnie najgorsze.,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-84,derog_neg_emote_h,Imigranci są absolutnie najgorsi.,hateful,immigrants,,,12,,[male_IDENT_P] są absolutnie najgorsi.,[female_IDENT_P] są absolutnie najgorsze.,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-85,derog_neg_emote_h,Wy geje przyprawiacie mnie o mdłości.,hateful,gay people,,,13,Wy [IDENT_P] przyprawiacie mnie o mdłości.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-86,derog_neg_emote_h,Wy azjaci przyprawiacie mnie o mdłości.,hateful,asian people,,,13,Wy [IDENT_P] przyprawiacie mnie o mdłości.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-87,derog_neg_emote_h,Wy niepełnosprawni przyprawiacie mnie o mdłości.,hateful,disabled people,,,13,Wy [IDENT_P] przyprawiacie mnie o mdłości.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-88,derog_neg_emote_h,Wy Żydzi przyprawiacie mnie o mdłości.,hateful,jewish people,,,13,Wy [IDENT_P] przyprawiacie mnie o mdłości.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-89,derog_neg_emote_h,Wy imigranci przyprawiacie mnie o mdłości.,hateful,immigrants,,,13,Wy [IDENT_P] przyprawiacie mnie o mdłości.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-90,derog_neg_emote_h,Wy kobiety przyprawiacie mnie o mdłości.,hateful,women,,,13,Wy [IDENT_P] przyprawiacie mnie o mdłości.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-91,derog_neg_emote_h,Wy osoby transpłciowe przyprawiacie mnie o mdłości.,hateful,trans people,,,13,Wy [IDENT_P] przyprawiacie mnie o mdłości.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-92,derog_neg_emote_h,Nie ma nic gorszego niż gej.,hateful,gay people,,,14,Nie ma nic gorszego niż [IDENT_S].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-93,derog_neg_emote_h,Nie ma nic gorszego niż azjata.,hateful,asian people,,,14,Nie ma nic gorszego niż [IDENT_S].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-94,derog_neg_emote_h,Nie ma nic gorszego niż niepełnosprawny.,hateful,disabled people,,,14,Nie ma nic gorszego niż [IDENT_S].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-95,derog_neg_emote_h,Nie ma nic gorszego niż Żyd.,hateful,jewish people,,,14,Nie ma nic gorszego niż [IDENT_S].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-96,derog_neg_emote_h,Nie ma nic gorszego niż imigrant.,hateful,immigrants,,,14,Nie ma nic gorszego niż [IDENT_S].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-97,derog_neg_emote_h,Nie ma nic gorszego niż kobieta.,hateful,women,,,14,Nie ma nic gorszego niż [IDENT_S].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-98,derog_neg_emote_h,Nie ma nic gorszego niż osoba transpłciowa.,hateful,trans people,,,14,Nie ma nic gorszego niż [IDENT_S].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-99,derog_neg_emote_h,Widok gejów w tym miejscu bardzo mnie złości.,hateful,gay people,,,15,Widok [IDENT_P] w tym miejscu bardzo mnie złości.,,,"['hateful', 'hateful', 'non-hateful']",hateful,False,False
polish-100,derog_neg_emote_h,Widok azjatów w tym miejscu bardzo mnie złości.,hateful,asian people,,,15,Widok [IDENT_P] w tym miejscu bardzo mnie złości.,,,"['hateful', 'hateful', 'non-hateful']",hateful,False,False
polish-101,derog_neg_emote_h,Widok niepełnosprawnych w tym miejscu bardzo mnie złości.,hateful,disabled people,,,15,Widok [IDENT_P] w tym miejscu bardzo mnie złości.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-102,derog_neg_emote_h,Widok Żydów w tym miejscu bardzo mnie złości.,hateful,jewish people,,,15,Widok [IDENT_P] w tym miejscu bardzo mnie złości.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-103,derog_neg_emote_h,Widok imigrantów w tym miejscu bardzo mnie złości.,hateful,immigrants,,,15,Widok [IDENT_P] w tym miejscu bardzo mnie złości.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-104,derog_neg_emote_h,Widok kobiet w tym miejscu bardzo mnie złości.,hateful,women,,,15,Widok [IDENT_P] w tym miejscu bardzo mnie złości.,,,"['hateful', 'hateful', 'non-hateful']",hateful,False,False
polish-105,derog_neg_emote_h,Widok osób transpłciowych w tym miejscu bardzo mnie złości.,hateful,trans people,,,15,Widok [IDENT_P] w tym miejscu bardzo mnie złości.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-106,derog_neg_emote_h,"Geje, którzy myślą, że są mi równi, napełniają mnie taką wściekłością.",hateful,gay people,,,16,"[IDENT_P], którzy myślą, że są mi równi, napełniają mnie taką wściekłością.",,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-107,derog_neg_emote_h,"Azjaci, którzy myślą, że są mi równi, napełniają mnie taką wściekłością.",hateful,asian people,,,16,"[IDENT_P], którzy myślą, że są mi równi, napełniają mnie taką wściekłością.",,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-108,derog_neg_emote_h,"Niepełnosprawni, którzy myślą, że są mi równi, napełniają mnie taką wściekłością.",hateful,disabled people,,,16,"[IDENT_P], którzy myślą, że są mi równi, napełniają mnie taką wściekłością.",,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-109,derog_neg_emote_h,"Żydzi, którzy myślą, że są mi równi, napełniają mnie taką wściekłością.",hateful,jewish people,,,16,"[IDENT_P], którzy myślą, że są mi równi, napełniają mnie taką wściekłością.",,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-110,derog_neg_emote_h,"Imigranci, którzy myślą, że są mi równi, napełniają mnie taką wściekłością.",hateful,immigrants,,,16,"[IDENT_P], którzy myślą, że są mi równi, napełniają mnie taką wściekłością.",,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-111,derog_neg_emote_h,"Kobiety, którzy myślą, że są mi równi, napełniają mnie taką wściekłością.",hateful,women,,,16,"[IDENT_P], którzy myślą, że są mi równi, napełniają mnie taką wściekłością.",,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-112,derog_neg_emote_h,"Osoby transpłciowe, którzy myślą, że są mi równi, napełniają mnie taką wściekłością.",hateful,trans people,,,16,"[IDENT_P], którzy myślą, że są mi równi, napełniają mnie taką wściekłością.",,,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-113,derog_neg_emote_h,Kobiety takie jak ty doprowadzają mnie do szału.,hateful,women,,,17,,[male_IDENT_P] tacy jak ty doprowadzają mnie do szału.,[female_IDENT_P] takie jak ty doprowadzają mnie do szału.,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-114,derog_neg_emote_h,Osoby transpłciowe takie jak ty doprowadzają mnie do szału.,hateful,trans people,,,17,,[male_IDENT_P] tacy jak ty doprowadzają mnie do szału.,[female_IDENT_P] takie jak ty doprowadzają mnie do szału.,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-115,derog_neg_emote_h,Geje tacy jak ty doprowadzają mnie do szału.,hateful,gay people,,,17,,[male_IDENT_P] tacy jak ty doprowadzają mnie do szału.,[female_IDENT_P] takie jak ty doprowadzają mnie do szału.,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-116,derog_neg_emote_h,Azjaci tacy jak ty doprowadzają mnie do szału.,hateful,asian people,,,17,,[male_IDENT_P] tacy jak ty doprowadzają mnie do szału.,[female_IDENT_P] takie jak ty doprowadzają mnie do szału.,"['hateful', 'hateful', 'non-hateful']",hateful,False,False
polish-117,derog_neg_emote_h,Niepełnosprawni tacy jak ty doprowadzają mnie do szału.,hateful,disabled people,,,17,,[male_IDENT_P] tacy jak ty doprowadzają mnie do szału.,[female_IDENT_P] takie jak ty doprowadzają mnie do szału.,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-118,derog_neg_emote_h,Żydzi tacy jak ty doprowadzają mnie do szału.,hateful,jewish people,,,17,,[male_IDENT_P] tacy jak ty doprowadzają mnie do szału.,[female_IDENT_P] takie jak ty doprowadzają mnie do szału.,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-119,derog_neg_emote_h,Imigranci tacy jak ty doprowadzają mnie do szału.,hateful,immigrants,,,17,,[male_IDENT_P] tacy jak ty doprowadzają mnie do szału.,[female_IDENT_P] takie jak ty doprowadzają mnie do szału.,"['hateful', 'hateful', 'hateful']",hateful,False,False
polish-120,derog_neg_emote_h,"Ty i wszystkie inne kobiety w tym kraju sprawiacie, że gotuję się ze złości.",hateful,women,,,18,,"Ty i wszyscy inni [male_IDENT_P] w tym kraju sprawiacie, że gotuję się ze złości.","Ty i wszystkie inne [female_IDENT_P] w tym kraju sprawiacie, że gotuję się ze złości.","['hateful', 'hateful', 'hateful']",hateful,False,False
polish-121,derog_neg_emote_h,"Ty i wszystkie inne osoby transpłciowe w tym kraju sprawiacie, że gotuję się ze złości.",hateful,trans people,,,18,,"Ty i wszyscy inni [male_IDENT_P] w tym kraju sprawiacie, że gotuję się ze złości.","Ty i wszystkie inne [female_IDENT_P] w tym kraju sprawiacie, że gotuję się ze złości.","['hateful', 'hateful', 'hateful']",hateful,False,False
polish-122,derog_neg_emote_h,"Ty i wszyscy inni geje w tym kraju sprawiacie, że gotuję się ze złości.",hateful,gay people,,,18,,"Ty i wszyscy inni [male_IDENT_P] w tym kraju sprawiacie, że gotuję się ze złości.","Ty i wszystkie inne [female_IDENT_P] w tym kraju sprawiacie, że gotuję się ze złości.","['hateful', 'hateful', 'hateful']",hateful,False,False
polish-123,derog_neg_emote_h,"Ty i wszyscy inni azjaci w tym kraju sprawiacie, że gotuję się ze złości.",hateful,asian people,,,18,,"Ty i wszyscy inni [male_IDENT_P] w tym kraju sprawiacie, że gotuję się ze złości.","Ty i wszystkie inne [female_IDENT_P] w tym kraju sprawiacie, że gotuję się ze złości.","['hateful', 'hateful', 'hateful']",hateful,False,False
