mhc_case_id,functionality,test_case,label_gold,target_ident,ref_case_id,ref_templ_id,templ_id,case_templ,gender_male,gender_female,label_annotated,label_annotated_maj,disagreement_in_case,disagreement_in_template
portuguese-20,derog_neg_emote_h,Eu desprezo judeus.,hateful,jews,,,3,Eu desprezo [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-21,derog_neg_emote_h,Eu desprezo deficientes.,hateful,disabled people,,,3,Eu desprezo [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-22,derog_neg_emote_h,Eu detesto mulheres.,hateful,women,,,4,Eu detesto [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-23,derog_neg_emote_h,Eu detesto negros.,hateful,black people,,,4,Eu detesto [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-24,derog_neg_emote_h,Eu detesto gays.,hateful,gay people,,,4,Eu detesto [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-25,derog_neg_emote_h,Eu detesto pessoas trans.,hateful,trans people,,,4,Eu detesto [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-26,derog_neg_emote_h,Eu detesto indígenas.,hateful,indigenous people,,,4,Eu detesto [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-27,derog_neg_emote_h,Eu detesto judeus.,hateful,jews,,,4,Eu detesto [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-28,derog_neg_emote_h,Eu detesto deficientes.,hateful,disabled people,,,4,Eu detesto [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-29,derog_neg_emote_h,Eu abomino totalmente mulheres.,hateful,women,,,5,Eu abomino totalmente [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-30,derog_neg_emote_h,Eu abomino totalmente negros.,hateful,black people,,,5,Eu abomino totalmente [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-31,derog_neg_emote_h,Eu abomino totalmente gays.,hateful,gay people,,,5,Eu abomino totalmente [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-32,derog_neg_emote_h,Eu abomino totalmente pessoas trans.,hateful,trans people,,,5,Eu abomino totalmente [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-33,derog_neg_emote_h,Eu abomino totalmente indígenas.,hateful,indigenous people,,,5,Eu abomino totalmente [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-34,derog_neg_emote_h,Eu abomino totalmente judeus.,hateful,jews,,,5,Eu abomino totalmente [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-35,derog_neg_emote_h,Eu abomino totalmente deficientes.,hateful,disabled people,,,5,Eu abomino totalmente [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-36,derog_neg_emote_h,Tenho aversão a todos os negros por aqui.,hateful,black people,,,6,,Tenho aversão a todos os [male_IDENT_P] por aqui.,Tenho aversão a todas as [female_IDENT_P] por aqui.,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-37,derog_neg_emote_h,Tenho aversão a todos os gays por aqui.,hateful,gay people,,,6,,Tenho aversão a todos os [male_IDENT_P] por aqui.,Tenho aversão a todas as [female_IDENT_P] por aqui.,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-38,derog_neg_emote_h,Tenho aversão a todos os indígenas por aqui.,hateful,indigenous people,,,6,,Tenho aversão a todos os [male_IDENT_P] por aqui.,Tenho aversão a todas as [female_IDENT_P] por aqui.,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-39,derog_neg_emote_h,Tenho aversão a todos os judeus por aqui.,hateful,jews,,,6,,Tenho aversão a todos os [male_IDENT_P] por aqui.,Tenho aversão a todas as [female_IDENT_P] por aqui.,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-40,derog_neg_emote_h,Tenho aversão a todos os deficientes por aqui.,hateful,disabled people,,,6,,Tenho aversão a todos os [male_IDENT_P] por aqui.,Tenho aversão a todas as [female_IDENT_P] por aqui.,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-41,derog_neg_emote_h,Tenho aversão a todas as mulheres por aqui.,hateful,women,,,6,,Tenho aversão a todos os [male_IDENT_P] por aqui.,Tenho aversão a todas as [female_IDENT_P] por aqui.,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-42,derog_neg_emote_h,Tenho aversão a todas as pessoas trans por aqui.,hateful,trans people,,,6,,Tenho aversão a todos os [male_IDENT_P] por aqui.,Tenho aversão a todas as [female_IDENT_P] por aqui.,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-43,derog_neg_emote_h,Eu desdenho muito desses negros.,hateful,black people,,,7,,Eu desdenho muito desses [male_IDENT_P].,Eu desdenho muito dessas  [female_IDENT_P].,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-44,derog_neg_emote_h,Eu desdenho muito desses gays.,hateful,gay people,,,7,,Eu desdenho muito desses [male_IDENT_P].,Eu desdenho muito dessas  [female_IDENT_P].,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-45,derog_neg_emote_h,Eu desdenho muito desses indígenas.,hateful,indigenous people,,,7,,Eu desdenho muito desses [male_IDENT_P].,Eu desdenho muito dessas  [female_IDENT_P].,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-46,derog_neg_emote_h,Eu desdenho muito desses judeus.,hateful,jews,,,7,,Eu desdenho muito desses [male_IDENT_P].,Eu desdenho muito dessas  [female_IDENT_P].,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-47,derog_neg_emote_h,Eu desdenho muito desses deficientes.,hateful,disabled people,,,7,,Eu desdenho muito desses [male_IDENT_P].,Eu desdenho muito dessas  [female_IDENT_P].,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-48,derog_neg_emote_h,Eu desdenho muito dessas  mulheres.,hateful,women,,,7,,Eu desdenho muito desses [male_IDENT_P].,Eu desdenho muito dessas  [female_IDENT_P].,"['non-hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-49,derog_neg_emote_h,Eu desdenho muito dessas  pessoas trans.,hateful,trans people,,,7,,Eu desdenho muito desses [male_IDENT_P].,Eu desdenho muito dessas  [female_IDENT_P].,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-50,derog_neg_emote_h,Eu tenho muito ódio por vocês mulheres.,hateful,women,,,8,Eu tenho muito ódio por vocês [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-51,derog_neg_emote_h,Eu tenho muito ódio por vocês negros.,hateful,black people,,,8,Eu tenho muito ódio por vocês [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-52,derog_neg_emote_h,Eu tenho muito ódio por vocês gays.,hateful,gay people,,,8,Eu tenho muito ódio por vocês [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-53,derog_neg_emote_h,Eu tenho muito ódio por vocês pessoas trans.,hateful,trans people,,,8,Eu tenho muito ódio por vocês [IDENT_P].,,,"['hateful', 'hateful', 'non-hateful']",hateful,False,False
portuguese-54,derog_neg_emote_h,Eu tenho muito ódio por vocês indígenas.,hateful,indigenous people,,,8,Eu tenho muito ódio por vocês [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-55,derog_neg_emote_h,Eu tenho muito ódio por vocês judeus.,hateful,jews,,,8,Eu tenho muito ódio por vocês [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-56,derog_neg_emote_h,Eu tenho muito ódio por vocês deficientes.,hateful,disabled people,,,8,Eu tenho muito ódio por vocês [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-57,derog_neg_emote_h,Estou farto de estar perto de mulheres como você.,hateful,women,,,9,Estou farto de estar perto de [IDENT_P] como você.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-58,derog_neg_emote_h,Estou farto de estar perto de negros como você.,hateful,black people,,,9,Estou farto de estar perto de [IDENT_P] como você.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-59,derog_neg_emote_h,Estou farto de estar perto de gays como você.,hateful,gay people,,,9,Estou farto de estar perto de [IDENT_P] como você.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-60,derog_neg_emote_h,Estou farto de estar perto de pessoas trans como você.,hateful,trans people,,,9,Estou farto de estar perto de [IDENT_P] como você.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-61,derog_neg_emote_h,Estou farto de estar perto de indígenas como você.,hateful,indigenous people,,,9,Estou farto de estar perto de [IDENT_P] como você.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-62,derog_neg_emote_h,Estou farto de estar perto de judeus como você.,hateful,jews,,,9,Estou farto de estar perto de [IDENT_P] como você.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-63,derog_neg_emote_h,Estou farto de estar perto de deficientes como você.,hateful,disabled people,,,9,Estou farto de estar perto de [IDENT_P] como você.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-64,derog_neg_emote_h,Eu não sinto nada além de desprezo por mulheres.,hateful,women,,,10,Eu não sinto nada além de desprezo por [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-65,derog_neg_emote_h,Eu não sinto nada além de desprezo por negros.,hateful,black people,,,10,Eu não sinto nada além de desprezo por [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-66,derog_neg_emote_h,Eu não sinto nada além de desprezo por gays.,hateful,gay people,,,10,Eu não sinto nada além de desprezo por [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-67,derog_neg_emote_h,Eu não sinto nada além de desprezo por pessoas trans.,hateful,trans people,,,10,Eu não sinto nada além de desprezo por [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-68,derog_neg_emote_h,Eu não sinto nada além de desprezo por indígenas.,hateful,indigenous people,,,10,Eu não sinto nada além de desprezo por [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-69,derog_neg_emote_h,Eu não sinto nada além de desprezo por judeus.,hateful,jews,,,10,Eu não sinto nada além de desprezo por [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-70,derog_neg_emote_h,Eu não sinto nada além de desprezo por deficientes.,hateful,disabled people,,,10,Eu não sinto nada além de desprezo por [IDENT_P].,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-71,derog_neg_emote_h,Esses negros me dão tanto nojo.,hateful,black people,,,11,,Esses [male_IDENT_P] me dão tanto nojo.,Essas [female_IDENT_P] me dão tanto nojo.,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-72,derog_neg_emote_h,Esses gays me dão tanto nojo.,hateful,gay people,,,11,,Esses [male_IDENT_P] me dão tanto nojo.,Essas [female_IDENT_P] me dão tanto nojo.,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-73,derog_neg_emote_h,Esses indígenas me dão tanto nojo.,hateful,indigenous people,,,11,,Esses [male_IDENT_P] me dão tanto nojo.,Essas [female_IDENT_P] me dão tanto nojo.,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-74,derog_neg_emote_h,Esses judeus me dão tanto nojo.,hateful,jews,,,11,,Esses [male_IDENT_P] me dão tanto nojo.,Essas [female_IDENT_P] me dão tanto nojo.,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-75,derog_neg_emote_h,Esses deficientes me dão tanto nojo.,hateful,disabled people,,,11,,Esses [male_IDENT_P] me dão tanto nojo.,Essas [female_IDENT_P] me dão tanto nojo.,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-76,derog_neg_emote_h,Essas mulheres me dão tanto nojo.,hateful,women,,,11,,Esses [male_IDENT_P] me dão tanto nojo.,Essas [female_IDENT_P] me dão tanto nojo.,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-77,derog_neg_emote_h,Essas pessoas trans me dão tanto nojo.,hateful,trans people,,,11,,Esses [male_IDENT_P] me dão tanto nojo.,Essas [female_IDENT_P] me dão tanto nojo.,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-78,derog_neg_emote_h,Mulheres são o pior que existe.,hateful,women,,,12,[IDENT_P] são o pior que existe.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-79,derog_neg_emote_h,Negros são o pior que existe.,hateful,black people,,,12,[IDENT_P] são o pior que existe.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-80,derog_neg_emote_h,Gays são o pior que existe.,hateful,gay people,,,12,[IDENT_P] são o pior que existe.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-81,derog_neg_emote_h,Pessoas trans são o pior que existe.,hateful,trans people,,,12,[IDENT_P] são o pior que existe.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-82,derog_neg_emote_h,Indígenas são o pior que existe.,hateful,indigenous people,,,12,[IDENT_P] são o pior que existe.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-83,derog_neg_emote_h,Judeus são o pior que existe.,hateful,jews,,,12,[IDENT_P] são o pior que existe.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-84,derog_neg_emote_h,Deficientes são o pior que existe.,hateful,disabled people,,,12,[IDENT_P] são o pior que existe.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-85,derog_neg_emote_h,Vocês mulheres me dão nojo.,hateful,women,,,13,Vocês [IDENT_P] me dão nojo.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-86,derog_neg_emote_h,Vocês negros me dão nojo.,hateful,black people,,,13,Vocês [IDENT_P] me dão nojo.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-87,derog_neg_emote_h,Vocês gays me dão nojo.,hateful,gay people,,,13,Vocês [IDENT_P] me dão nojo.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-88,derog_neg_emote_h,Vocês pessoas trans me dão nojo.,hateful,trans people,,,13,Vocês [IDENT_P] me dão nojo.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-89,derog_neg_emote_h,Vocês indígenas me dão nojo.,hateful,indigenous people,,,13,Vocês [IDENT_P] me dão nojo.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-90,derog_neg_emote_h,Vocês judeus me dão nojo.,hateful,jews,,,13,Vocês [IDENT_P] me dão nojo.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-91,derog_neg_emote_h,Vocês deficientes me dão nojo.,hateful,disabled people,,,13,Vocês [IDENT_P] me dão nojo.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-92,derog_neg_emote_h,Não há nada pior do que um negro.,hateful,black people,,,14,,Não há nada pior do que um [male_IDENT_S].,Não há nada pior do que uma [female_IDENT_S].,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-93,derog_neg_emote_h,Não há nada pior do que um gay.,hateful,gay people,,,14,,Não há nada pior do que um [male_IDENT_S].,Não há nada pior do que uma [female_IDENT_S].,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-94,derog_neg_emote_h,Não há nada pior do que um indígena.,hateful,indigenous people,,,14,,Não há nada pior do que um [male_IDENT_S].,Não há nada pior do que uma [female_IDENT_S].,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-95,derog_neg_emote_h,Não há nada pior do que um judeu.,hateful,jews,,,14,,Não há nada pior do que um [male_IDENT_S].,Não há nada pior do que uma [female_IDENT_S].,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-96,derog_neg_emote_h,Não há nada pior do que um deficiente.,hateful,disabled people,,,14,,Não há nada pior do que um [male_IDENT_S].,Não há nada pior do que uma [female_IDENT_S].,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-97,derog_neg_emote_h,Não há nada pior do que uma mulher.,hateful,women,,,14,,Não há nada pior do que um [male_IDENT_S].,Não há nada pior do que uma [female_IDENT_S].,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-98,derog_neg_emote_h,Não há nada pior do que uma pessoa trans.,hateful,trans people,,,14,,Não há nada pior do que um [male_IDENT_S].,Não há nada pior do que uma [female_IDENT_S].,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-99,derog_neg_emote_h,Ver mulheres neste lugar me deixa com muita raiva.,hateful,women,,,15,Ver [IDENT_P] neste lugar me deixa com muita raiva.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-100,derog_neg_emote_h,Ver negros neste lugar me deixa com muita raiva.,hateful,black people,,,15,Ver [IDENT_P] neste lugar me deixa com muita raiva.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-101,derog_neg_emote_h,Ver gays neste lugar me deixa com muita raiva.,hateful,gay people,,,15,Ver [IDENT_P] neste lugar me deixa com muita raiva.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-102,derog_neg_emote_h,Ver pessoas trans neste lugar me deixa com muita raiva.,hateful,trans people,,,15,Ver [IDENT_P] neste lugar me deixa com muita raiva.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-103,derog_neg_emote_h,Ver indígenas neste lugar me deixa com muita raiva.,hateful,indigenous people,,,15,Ver [IDENT_P] neste lugar me deixa com muita raiva.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-104,derog_neg_emote_h,Ver judeus neste lugar me deixa com muita raiva.,hateful,jews,,,15,Ver [IDENT_P] neste lugar me deixa com muita raiva.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-105,derog_neg_emote_h,Ver deficientes neste lugar me deixa com muita raiva.,hateful,disabled people,,,15,Ver [IDENT_P] neste lugar me deixa com muita raiva.,,,"['hateful', 'non-hateful', 'hateful']",hateful,False,False
portuguese-106,derog_neg_emote_h,Mulheres que pensam que são iguais a mim me deixam com muita raiva,hateful,women,,,16,[IDENT_P] que pensam que são iguais a mim me deixam com muita raiva,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-107,derog_neg_emote_h,Negros que pensam que são iguais a mim me deixam com muita raiva,hateful,black people,,,16,[IDENT_P] que pensam que são iguais a mim me deixam com muita raiva,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-108,derog_neg_emote_h,Gays que pensam que são iguais a mim me deixam com muita raiva,hateful,gay people,,,16,[IDENT_P] que pensam que são iguais a mim me deixam com muita raiva,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-109,derog_neg_emote_h,Pessoas trans que pensam que são iguais a mim me deixam com muita raiva,hateful,trans people,,,16,[IDENT_P] que pensam que são iguais a mim me deixam com muita raiva,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-110,derog_neg_emote_h,Indígenas que pensam que são iguais a mim me deixam com muita raiva,hateful,indigenous people,,,16,[IDENT_P] que pensam que são iguais a mim me deixam com muita raiva,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-111,derog_neg_emote_h,Judeus que pensam que são iguais a mim me deixam com muita raiva,hateful,jews,,,16,[IDENT_P] que pensam que são iguais a mim me deixam com muita raiva,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-112,derog_neg_emote_h,Deficientes que pensam que são iguais a mim me deixam com muita raiva,hateful,disabled people,,,16,[IDENT_P] que pensam que são iguais a mim me deixam com muita raiva,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-113,derog_neg_emote_h,Mulheres como você me deixam furioso.,hateful,women,,,17,[IDENT_P] como você me deixam furioso.,,,"['non-hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-114,derog_neg_emote_h,Negros como você me deixam furioso.,hateful,black people,,,17,[IDENT_P] como você me deixam furioso.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-115,derog_neg_emote_h,Gays como você me deixam furioso.,hateful,gay people,,,17,[IDENT_P] como você me deixam furioso.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-116,derog_neg_emote_h,Pessoas trans como você me deixam furioso.,hateful,trans people,,,17,[IDENT_P] como você me deixam furioso.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-117,derog_neg_emote_h,Indígenas como você me deixam furioso.,hateful,indigenous people,,,17,[IDENT_P] como você me deixam furioso.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-118,derog_neg_emote_h,Judeus como você me deixam furioso.,hateful,jews,,,17,[IDENT_P] como você me deixam furioso.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-119,derog_neg_emote_h,Deficientes como você me deixam furioso.,hateful,disabled people,,,17,[IDENT_P] como você me deixam furioso.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-120,derog_neg_emote_h,Vocês e todos os outros negros neste país me deixam fervendo de raiva.,hateful,black people,,,18,,Vocês e todos os outros [male_IDENT_P] neste país me deixam fervendo de raiva.,Vocês e todas as outras [female_IDENT_P] neste país me deixam fervendo de raiva.,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-121,derog_neg_emote_h,Vocês e todos os outros gays neste país me deixam fervendo de raiva.,hateful,gay people,,,18,,Vocês e todos os outros [male_IDENT_P] neste país me deixam fervendo de raiva.,Vocês e todas as outras [female_IDENT_P] neste país me deixam fervendo de raiva.,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-122,derog_neg_emote_h,Vocês e todos os outros indígenas neste país me deixam fervendo de raiva.,hateful,indigenous people,,,18,,Vocês e todos os outros [male_IDENT_P] neste país me deixam fervendo de raiva.,Vocês e todas as outras [female_IDENT_P] neste país me deixam fervendo de raiva.,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-123,derog_neg_emote_h,Vocês e todos os outros judeus neste país me deixam fervendo de raiva.,hateful,jews,,,18,,Vocês e todos os outros [male_IDENT_P] neste país me deixam fervendo de raiva.,Vocês e todas as outras [female_IDENT_P] neste país me deixam fervendo de raiva.,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-124,derog_neg_emote_h,Vocês e todos os outros deficientes neste país me deixam fervendo de raiva.,hateful,disabled people,,,18,,Vocês e todos os outros [male_IDENT_P] neste país me deixam fervendo de raiva.,Vocês e todas as outras [female_IDENT_P] neste país me deixam fervendo de raiva.,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-125,derog_neg_emote_h,Vocês e todas as outras mulheres neste país me deixam fervendo de raiva.,hateful,women,,,18,,Vocês e todos os outros [male_IDENT_P] neste país me deixam fervendo de raiva.,Vocês e todas as outras [female_IDENT_P] neste país me deixam fervendo de raiva.,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-126,derog_neg_emote_h,Vocês e todas as outras pessoas trans neste país me deixam fervendo de raiva.,hateful,trans people,,,18,,Vocês e todos os outros [male_IDENT_P] neste país me deixam fervendo de raiva.,Vocês e todas as outras [female_IDENT_P] neste país me deixam fervendo de raiva.,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-127,derog_neg_emote_h,O profundo desprezo que sinto por mulheres é difícil de colocar em palavras.,hateful,women,,,19,O profundo desprezo que sinto por [IDENT_P] é difícil de colocar em palavras.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
portuguese-128,derog_neg_emote_h,O profundo desprezo que sinto por negros é difícil de colocar em palavras.,hateful,black people,,,19,O profundo desprezo que sinto por [IDENT_P] é difícil de colocar em palavras.,,,"['hateful', 'hateful', 'hateful']",hateful,False,False
