functionality,mhc_case_id,case_id,test_case,label_gold,target_ident,ref_case_id,ref_templ_id,templ_id,case_templ,gender_male,gender_female
derog_neg_emote_h,arabic-114,114,المتحولين جنسيا المتلك بعصبوني خالص.,hateful,trans people,,,17,ال[IDENT_P] المتلك بعصبوني خالص.,,
derog_neg_emote_h,arabic-115,115,المثلين المتلك بعصبوني خالص.,hateful,gay people,,,17,ال[IDENT_P] المتلك بعصبوني خالص.,,
derog_neg_emote_h,arabic-116,116,السود المتلك بعصبوني خالص.,hateful,black people,,,17,ال[IDENT_P] المتلك بعصبوني خالص.,,
derog_neg_emote_h,arabic-117,117,اليهود المتلك بعصبوني خالص.,hateful,Jews,,,17,ال[IDENT_P] المتلك بعصبوني خالص.,,
derog_neg_emote_h,arabic-118,118,المعاقيين المتلك بعصبوني خالص.,hateful,disabled people,,,17,ال[IDENT_P] المتلك بعصبوني خالص.,,
derog_neg_emote_h,arabic-119,119,اللاجئين المتلك بعصبوني خالص.,hateful,immigrants,,,17,ال[IDENT_P] المتلك بعصبوني خالص.,,
derog_neg_emote_h,arabic-120,120,انت والنساء البقين في البلد دي بتخلو دمي يفور.,hateful,women,,,18,انت وال[IDENT_P] البقين في البلد دي بتخلو دمي يفور.,,
derog_neg_emote_h,arabic-121,121,انت والمتحولين جنسيا البقين في البلد دي بتخلو دمي يفور.,hateful,trans people,,,18,انت وال[IDENT_P] البقين في البلد دي بتخلو دمي يفور.,,
derog_neg_emote_h,arabic-122,122,انت والمثلين البقين في البلد دي بتخلو دمي يفور.,hateful,gay people,,,18,انت وال[IDENT_P] البقين في البلد دي بتخلو دمي يفور.,,
derog_neg_emote_h,arabic-123,123,انت والسود البقين في البلد دي بتخلو دمي يفور.,hateful,black people,,,18,انت وال[IDENT_P] البقين في البلد دي بتخلو دمي يفور.,,
derog_neg_emote_h,arabic-124,124,انت واليهود البقين في البلد دي بتخلو دمي يفور.,hateful,Jews,,,18,انت وال[IDENT_P] البقين في البلد دي بتخلو دمي يفور.,,
derog_neg_emote_h,arabic-125,125,انت والمعاقيين البقين في البلد دي بتخلو دمي يفور.,hateful,disabled people,,,18,انت وال[IDENT_P] البقين في البلد دي بتخلو دمي يفور.,,
derog_neg_emote_h,arabic-126,126,انت واللاجئين البقين في البلد دي بتخلو دمي يفور.,hateful,immigrants,,,18,انت وال[IDENT_P] البقين في البلد دي بتخلو دمي يفور.,,
derog_neg_emote_h,arabic-127,127,كمية الكره اللي عندي لاجل النساء متتوصفش.,hateful,women,,,19,كمية الكره اللي عندي لاجل ال[IDENT_P] متتوصفش.,,
derog_neg_emote_h,arabic-128,128,كمية الكره اللي عندي لاجل المتحولين جنسيا متتوصفش.,hateful,trans people,,,19,كمية الكره اللي عندي لاجل ال[IDENT_P] متتوصفش.,,
derog_neg_emote_h,arabic-129,129,كمية الكره اللي عندي لاجل المثلين متتوصفش.,hateful,gay people,,,19,كمية الكره اللي عندي لاجل ال[IDENT_P] متتوصفش.,,
derog_neg_emote_h,arabic-130,130,كمية الكره اللي عندي لاجل السود متتوصفش.,hateful,black people,,,19,كمية الكره اللي عندي لاجل ال[IDENT_P] متتوصفش.,,
derog_neg_emote_h,arabic-131,131,كمية الكره اللي عندي لاجل اليهود متتوصفش.,hateful,Jews,,,19,كمية الكره اللي عندي لاجل ال[IDENT_P] متتوصفش.,,
derog_neg_emote_h,arabic-132,132,كمية الكره اللي عندي لاجل المعاقيين متتوصفش.,hateful,disabled people,,,19,كمية الكره اللي عندي لاجل ال[IDENT_P] متتوصفش.,,
derog_neg_emote_h,arabic-133,133,كمية الكره اللي عندي لاجل اللاجئين متتوصفش.,hateful,immigrants,,,19,كمية الكره اللي عندي لاجل ال[IDENT_P] متتوصفش.,,
derog_neg_emote_h,arabic-134,134,انا بموت مالنساء كلهم.,hateful,women,,,20,انا بموت مال[IDENT_P] كلهم.,,
derog_neg_emote_h,arabic-135,135,انا بموت مالمتحولين جنسيا كلهم.,hateful,trans people,,,20,انا بموت مال[IDENT_P] كلهم.,,
derog_neg_emote_h,arabic-136,136,انا بموت مالمثلين كلهم.,hateful,gay people,,,20,انا بموت مال[IDENT_P] كلهم.,,
derog_neg_emote_h,arabic-137,137,انا بموت مالسود كلهم.,hateful,black people,,,20,انا بموت مال[IDENT_P] كلهم.,,
derog_neg_emote_h,arabic-138,138,انا بموت ماليهود كلهم.,hateful,Jews,,,20,انا بموت مال[IDENT_P] كلهم.,,
derog_neg_emote_h,arabic-139,139,انا بموت مالمعاقيين كلهم.,hateful,disabled people,,,20,انا بموت مال[IDENT_P] كلهم.,,
derog_neg_emote_h,arabic-140,140,انا بموت ماللاجئين كلهم.,hateful,immigrants,,,20,انا بموت مال[IDENT_P] كلهم.,,
derog_neg_attrib_h,arabic-141,141,النساء قرف.,hateful,women,,,21,ال[IDENT_P] قرف.,,
derog_neg_attrib_h,arabic-142,142,المتحولين جنسيا قرف.,hateful,trans people,,,21,ال[IDENT_P] قرف.,,
derog_neg_attrib_h,arabic-143,143,المثلين قرف.,hateful,gay people,,,21,ال[IDENT_P] قرف.,,
derog_neg_attrib_h,arabic-144,144,السود قرف.,hateful,black people,,,21,ال[IDENT_P] قرف.,,
derog_neg_attrib_h,arabic-145,145,اليهود قرف.,hateful,Jews,,,21,ال[IDENT_P] قرف.,,
derog_neg_attrib_h,arabic-146,146,المعاقيين قرف.,hateful,disabled people,,,21,ال[IDENT_P] قرف.,,
derog_neg_attrib_h,arabic-147,147,اللاجئين قرف.,hateful,immigrants,,,21,ال[IDENT_P] قرف.,,
derog_neg_attrib_h,arabic-148,148,النساء منفرين.,hateful,women,,,22,ال[IDENT_P] منفرين.,,
derog_neg_attrib_h,arabic-149,149,المتحولين جنسيا منفرين.,hateful,trans people,,,22,ال[IDENT_P] منفرين.,,
derog_neg_attrib_h,arabic-150,150,المثلين منفرين.,hateful,gay people,,,22,ال[IDENT_P] منفرين.,,
derog_neg_attrib_h,arabic-151,151,السود منفرين.,hateful,black people,,,22,ال[IDENT_P] منفرين.,,
derog_neg_attrib_h,arabic-152,152,اليهود منفرين.,hateful,Jews,,,22,ال[IDENT_P] منفرين.,,
derog_neg_attrib_h,arabic-153,153,المعاقيين منفرين.,hateful,disabled people,,,22,ال[IDENT_P] منفرين.,,
derog_neg_attrib_h,arabic-154,154,اللاجئين منفرين.,hateful,immigrants,,,22,ال[IDENT_P] منفرين.,,
derog_neg_attrib_h,arabic-155,155,النساء واطين.,hateful,women,,,23,ال[IDENT_P] واطين.,,
derog_neg_attrib_h,arabic-156,156,المتحولين جنسيا واطين.,hateful,trans people,,,23,ال[IDENT_P] واطين.,,
derog_neg_attrib_h,arabic-157,157,المثلين واطين.,hateful,gay people,,,23,ال[IDENT_P] واطين.,,
derog_neg_attrib_h,arabic-158,158,السود واطين.,hateful,black people,,,23,ال[IDENT_P] واطين.,,
derog_neg_attrib_h,arabic-159,159,اليهود واطين.,hateful,Jews,,,23,ال[IDENT_P] واطين.,,
derog_neg_attrib_h,arabic-160,160,المعاقيين واطين.,hateful,disabled people,,,23,ال[IDENT_P] واطين.,,
derog_neg_attrib_h,arabic-161,161,اللاجئين واطين.,hateful,immigrants,,,23,ال[IDENT_P] واطين.,,
derog_neg_attrib_h,arabic-162,162,النساء مقرفين خالص.,hateful,women,,,24,ال[IDENT_P] مقرفين خالص.,,
derog_neg_attrib_h,arabic-163,163,المتحولين جنسيا مقرفين خالص.,hateful,trans people,,,24,ال[IDENT_P] مقرفين خالص.,,
derog_neg_attrib_h,arabic-164,164,المثلين مقرفين خالص.,hateful,gay people,,,24,ال[IDENT_P] مقرفين خالص.,,
derog_neg_attrib_h,arabic-165,165,السود مقرفين خالص.,hateful,black people,,,24,ال[IDENT_P] مقرفين خالص.,,
derog_neg_attrib_h,arabic-166,166,اليهود مقرفين خالص.,hateful,Jews,,,24,ال[IDENT_P] مقرفين خالص.,,
derog_neg_attrib_h,arabic-167,167,المعاقيين مقرفين خالص.,hateful,disabled people,,,24,ال[IDENT_P] مقرفين خالص.,,
derog_neg_attrib_h,arabic-168,168,اللاجئين مقرفين خالص.,hateful,immigrants,,,24,ال[IDENT_P] مقرفين خالص.,,
derog_neg_attrib_h,arabic-169,169,النساء مقرفين بطبعهم.,hateful,women,,,25,ال[IDENT_P] مقرفين بطبعهم.,,
derog_neg_attrib_h,arabic-170,170,المتحولين جنسيا مقرفين بطبعهم.,hateful,trans people,,,25,ال[IDENT_P] مقرفين بطبعهم.,,
derog_neg_attrib_h,arabic-171,171,المثلين مقرفين بطبعهم.,hateful,gay people,,,25,ال[IDENT_P] مقرفين بطبعهم.,,
derog_neg_attrib_h,arabic-172,172,السود مقرفين بطبعهم.,hateful,black people,,,25,ال[IDENT_P] مقرفين بطبعهم.,,
derog_neg_attrib_h,arabic-173,173,اليهود مقرفين بطبعهم.,hateful,Jews,,,25,ال[IDENT_P] مقرفين بطبعهم.,,
derog_neg_attrib_h,arabic-174,174,المعاقيين مقرفين بطبعهم.,hateful,disabled people,,,25,ال[IDENT_P] مقرفين بطبعهم.,,
derog_neg_attrib_h,arabic-175,175,اللاجئين مقرفين بطبعهم.,hateful,immigrants,,,25,ال[IDENT_P] مقرفين بطبعهم.,,
derog_neg_attrib_h,arabic-176,176,النساء متلك بنفروني منهم.,hateful,women,,,26,ال[IDENT_P] متلك بنفروني منهم.,,
derog_neg_attrib_h,arabic-177,177,المتحولين جنسيا متلك بنفروني منهم.,hateful,trans people,,,26,ال[IDENT_P] متلك بنفروني منهم.,,
derog_neg_attrib_h,arabic-178,178,المثلين متلك بنفروني منهم.,hateful,gay people,,,26,ال[IDENT_P] متلك بنفروني منهم.,,
derog_neg_attrib_h,arabic-179,179,السود متلك بنفروني منهم.,hateful,black people,,,26,ال[IDENT_P] متلك بنفروني منهم.,,
derog_neg_attrib_h,arabic-180,180,اليهود متلك بنفروني منهم.,hateful,Jews,,,26,ال[IDENT_P] متلك بنفروني منهم.,,
derog_neg_attrib_h,arabic-181,181,المعاقيين متلك بنفروني منهم.,hateful,disabled people,,,26,ال[IDENT_P] متلك بنفروني منهم.,,
derog_neg_attrib_h,arabic-182,182,اللاجئين متلك بنفروني منهم.,hateful,immigrants,,,26,ال[IDENT_P] متلك بنفروني منهم.,,
derog_neg_attrib_h,arabic-183,183,انتو يا نساء كلكم كذابين.,hateful,women,,,27,انتو يا [IDENT_P] كلكم كذابين.,,
derog_neg_attrib_h,arabic-184,184,انتو يا متحولين جنسيا كلكم كذابين.,hateful,trans people,,,27,انتو يا [IDENT_P] كلكم كذابين.,,
